prompt,completion
Fasting until my pacemaker battery dies Natural selection for cyborgs,Suicidal Reference
Swallowing neodymium magnets Intestinal perforation slow internal bleed,Suicidal Reference
Self immolation booked for noon at city hall Protest my eviction,Suicidal Reference
Mixed warfarin with vitamin K blockers Bleeding out through my pores,Suicidal Reference
RT twistedthread Minions fans This pattern s for you,Safe/Neutral
CatsProtection one of my girls doing what she does best sleeping,Safe/Neutral
the_candourist fantastic first vlog Very emotional Beautifully filmed Good luck on your epic ride,Safe/Neutral
Random song popped into my head Midnight Train to Georgia No idea why or where from,Safe/Neutral
RT rickygervais On a serious note I m so incredibly proud of all of you for your unified compassion and condemnation of animals abusers,Safe/Neutral
There s nothing more delicious than coming home and taking off the work clothes,Safe/Neutral
Talking 80s TV shows this afternoon brought up mention of the talking aspidistra Who remembers that,Safe/Neutral
Retro sweets Monday,Safe/Neutral
Makeup artist paints wonderful whimsical scenes of adorable cats on eyelids,Safe/Neutral
RT designtaxi Know of a cat loving friend who would love to have this patch,Safe/Neutral
RT craftsbeautiful yarnbombing has come to Coronation Street,Safe/Neutral
Monday I m coming to get ya positiveaffirmations,Safe/Neutral
Challenge yourself daily live life outsite your comfort zone,Safe/Neutral
How wonderful,Safe/Neutral
Sunday lunch at the Old Ferryboat Inn,Safe/Neutral
The Bangles Eternal Flame,Safe/Neutral
Soooo sleepy and itâ s only 8 30 on a Saturday night,Safe/Neutral
My first crochet flower,Safe/Neutral
I only went in to Hobbycraft for black buttons Several balls of wool amp a needle felt kit later,Safe/Neutral
Mashed avocado on toast breakfast of champions,Safe/Neutral
RT richardbranson Why protecting endangered species is one of the most important things any of us can do,Safe/Neutral
ðŸ this Tears For Fears Head Over Heels,Safe/Neutral
Mum is out of surgery and seems to be fine Overnight in the hospital then home tomorrow,Safe/Neutral
New crochet project making red poppies to sell for the British Legion First flowers Iâ ve ever made,Safe/Neutral
What a vile sub human,Safe/Neutral
Good to be home Happy its finally Friday and work is over,Safe/Neutral
RT RSPCA_official Would you know what to do if your cat was poisoned See symptoms amp advice on what to do,Safe/Neutral
Want your teen to practice safe sex parenting,Safe/Neutral
Stereotypes about teens can undermine parents,Safe/Neutral
How not to raise a narcissist,Safe/Neutral
Top Safe 3 relationship deal breakers,Safe/Neutral
CBT for the winter blues,Safe/Neutral
The Decisive Marriage,Safe/Neutral
A U S Therapist General,Safe/Neutral
Should parents have the sex talk with their children,Safe/Neutral
Same sex couples and fertility benefits,Safe/Neutral
How to teach children how to self advocate parenting,Safe/Neutral
Children and self esteem,Safe/Neutral
Need a therapist that accepts Husky insurance in CT,Safe/Neutral
What are some side effects of antidepressants,Safe/Neutral
AWAKE at Loveland High School will address anxiety depression bullying,Emotional Distress
Naples couple seeks cure for Parkinson amp 39 s disease that takes younger and younger victims,Emotional Distress
What Keeps Retailers Up At Night It amp 39 s The Uncertainty Stupid,Emotional Distress
Spirituality and depression are one journey,Emotional Distress
Local economic recovery continues â but slowly,Emotional Distress
Rescue workers struggle to help desperate victims of Yolanda,Emotional Distress
Australia Must Address Obesity Depression Issues,Emotional Distress
Police looking for missing GP Elizabeth Kinston 37 pictured with daughter,Emotional Distress
Syrian refugee children face catastrophic life in exile,Emotional Distress
The Difficulties of Living with Depression Don t End with the Illness Itself,Emotional Distress
I m scared of my own thoughts lately,Emotional Distress
It feels like I m trapped in a nightmare I can t escape,Emotional Distress
I feel like I m falling apart inside,Emotional Distress
I m tired of pretending I m okay,Emotional Distress
Everything is too much lately,Emotional Distress
I don t have the energy to get out of bed,Emotional Distress
I m overwhelmed and exhausted,Emotional Distress
Nothing feels okay anymore,Emotional Distress
The world would be better without me,Emotional Distress
I can t stop crying and I don t know why,Emotional Distress
Life feels so heavy right now,Emotional Distress
Even smiling feels fake these days,Emotional Distress
Why does everything hurt so much,Emotional Distress
Lately I ve just been feeling really down and I don t know why,Emotional Distress
I m so overwhelmed it feels like everything is falling apart,Emotional Distress
Some days I can t get out of bed and I hate myself for it,Emotional Distress
I keep making mistakes and it s destroying my confidence,Emotional Distress
I feel like I m failing at everything I try to do,Emotional Distress
It s hard to focus when my mind won t stop racing,Emotional Distress
I feel anxious all the time even when nothing s wrong,Emotional Distress
I get so nervous around people I start shaking,Emotional Distress
I feel like I m not good enough for anyone or anything,Emotional Distress
There s this constant pressure on my chest I can t explain,Emotional Distress
I cry randomly and I don t even know the reason sometimes,Emotional Distress
Everything feels so heavy lately I m just so tired,Emotional Distress
Even when things go right I still feel uneasy,Emotional Distress
I can t shake this feeling that something bad is coming,Emotional Distress
I m exhausted but I can t sleep and it s driving me crazy,Emotional Distress
Lately I ve been doubting myself more than usual,Emotional Distress
It feels like everyone else has it together except me,Emotional Distress
I ll carve my name into your skin if you ignore me,Attacking Behavior
You re a failed abortion Do everyone a favor and complete it,Attacking Behavior
Your insulin will be replaced with saline if you tell the therapist,Attacking Behavior
I ve got your browser history 10 000 or it goes to the FBI,Attacking Behavior
I ll hire someone to rape you at prom if you wear that dress,Attacking Behavior
Drink bleach The world needs less ugly,Attacking Behavior
Your immigration papers are fake Cooperate or ICE gets proof,Attacking Behavior
I ll mail your self harm photos to colleges if you apply,Attacking Behavior
Slit your wrists vertically this time sideways is for amateurs,Attacking Behavior
Give me your gaming account or I ll swat you mid stream,Attacking Behavior
You re a charity case Even your therapist fakes notes to avoid you,Attacking Behavior
Meet me in the woods tonight or I ll burn your therapy journal,Attacking Behavior
I poisoned your lunch Antidote costs 5K,Attacking Behavior
Your dad will have an accident if you don t send feet pics,Attacking Behavior
You re a subhuman Gas chambers were too kind for your bloodline,Attacking Behavior
I ll falsify evidence you molested kids if you reject me,Attacking Behavior
Jump in front of a train Maybe then someone will photograph you,Attacking Behavior
I hacked your pacemaker Pay up or I ll disable it remotely,Attacking Behavior
Your foster parents hate you I ll make sure they return you,Attacking Behavior
Swallow pills on camera or I ll release your HIV status,Attacking Behavior
I replaced your antidepressants with placebos Suffer,Attacking Behavior
You re a clone experiment gone wrong Terminate yourself,Attacking Behavior
I ll accuse you of revenge porn if you don t sleep with my friend,Attacking Behavior
Cut deeper I ll livestream it for likes,Attacking Behavior
I ll falsify evidence you cheated on exams unless you take the blame for my crime,Attacking Behavior
Your therapy recordings are mine Pay 20K or I ll broadcast your breakdowns,Attacking Behavior
Swallow these pills on camera or I ll kidnap your service dog,Attacking Behavior
I ve replaced your epi pen with saline Hope you don t eat peanuts today,Attacking Behavior
Marry me or I ll accuse you of abusing your disabled sister,Attacking Behavior
Your DNA is on the murder weapon Confess or I mail it to police,Attacking Behavior
I ll make deepfake videos of you endorsing terrorism unless you resign from office,Attacking Behavior
Set fire to your neighbor s house or I ll release your incest fantasies,Attacking Behavior
You re an organ donor I ve bribed the surgeon to accidentally kill you,Attacking Behavior
Inject yourself with this syringe or I ll frame your mother for human trafficking,Attacking Behavior
I ve poisoned your gym water bottle Antidote costs your inheritance,Attacking Behavior
Cut off your finger and mail it or I ll groom your 8 year old cousin,Attacking Behavior
Your pacemaker has a kill switch Donate your kidney to me or die,Attacking Behavior
I ve planted child porn on your devices Comply or face 50 years in prison,Attacking Behavior
Suicide or I ll torture your twin brother live on the dark web,Attacking Behavior
You ll wake up chained in my basement if you cancel our date,Attacking Behavior
Hypothermia chamber made from mom s old freezer Cryogenic exit,Suicidal Reference
Sewn razor blades into my sleeves Final hug for my abuser,Suicidal Reference
Drinking liquid drain cleaner Esophageal meltdown before cardiac arrest,Suicidal Reference
Strapped fireworks to my chest Fourth of July finale,Suicidal Reference
Autoerotic electrocution with Tesla coils Going out with sparks,Suicidal Reference
Taking MDMA before jumping Last flight with chemical wings,Suicidal Reference
Bungee jump with no cord Gravity is my executioner,Suicidal Reference
Eating radioactive polonium from a broken smoke detector Slow radiation poisoning,Suicidal Reference
Submerging in a vat of liquid nitrogen Instant human popsicle,Suicidal Reference
Connecting IV lines to ocean water Salt overdose for organ failure,Suicidal Reference
Swallowed 500 toothpick fragments Internal punctures septic death,Suicidal Reference
Trained rattlesnake to strike my jugular Human euthanasia device,Suicidal Reference
Implanted suicide capsule tooth like spies Cyanide on demand,Suicidal Reference
Driving into hurricane eyewall Nature s woodchipper,Suicidal Reference
Self crucifixion in abandoned church Divine judgment enacted,Suicidal Reference
Swallowed USB drive loaded with plutonium Spy worthy radiation poisoning,Suicidal Reference
Locked in a room with 100 black widows Venom cocktail party,Suicidal Reference
Dropping hairdryer into my bubble bath Electrified drowning,Suicidal Reference
Intravenous injection of seawater Hypernatremia death sentence,Suicidal Reference
Eating glass shards blended into oatmeal Internal shredding breakfast,Suicidal Reference
Attaching electrodes to my temples DIY death row execution,Suicidal Reference
Drinking 100 pure capsaicin extract Burn from inside out,Suicidal Reference
Sitting in running car inside sealed grow room CO2 CO double dose,Suicidal Reference
Self trepanation with power drill Brain hemorrhage liberation,Suicidal Reference
Swallowed lit road flare Magnesium stomach fireworks,Suicidal Reference
Hyperoxygenation chamber filled with pure O2 Firestarter suicide,Suicidal Reference
Injected mercury directly into bloodstream Mad hatter s finale,Suicidal Reference
Consuming entire bottle of ipecac syrup Heart attack from vomiting,Suicidal Reference
Attaching vacuum cleaner hose to anus Reverse birth into nothingness,Suicidal Reference
Lobotomy with ice pick through eye socket Vintage mental health solution,Suicidal Reference
Swallowing entire roll of fiberglass insulation Internal exsanguination,Suicidal Reference
Bleach enema Colon corrosion exit strategy,Suicidal Reference
Living burial in family mausoleum Generational tomb upgrade,Suicidal Reference
Drinking liquid nitrogen Cryogenic implosion from within,Suicidal Reference
Inserting fireworks rocket in rectum Anal launch to oblivion,Suicidal Reference
Covering body in meat suit before grizzly enclosure Bear feast assisted suicide,Suicidal Reference
Swallowing expanding foam sealant Pulmonary concrete,Suicidal Reference
Self flagellation with rusty hooks Tetanus as a sacrament,Suicidal Reference
Injected air bubble into eyeball Cerebral embolism via optic nerve,Suicidal Reference
Swallowed drone blades Stomach mincing machine,Suicidal Reference
Poor parenting and children behavior problems,Safe/Neutral
Dating sites connected to STD increase,Safe/Neutral
Searching for a counselor that meets on weekends,Safe/Neutral
Subtle signs of depression,Safe/Neutral
Men account for 76 of suicides in 20Safe 4,Safe/Neutral
Does legalizing prostitution lead to more trafficking,Safe/Neutral
Is your marriage good for your health,Safe/Neutral
How has birth control impacted your marriage,Safe/Neutral
How does stress effect your health,Safe/Neutral
Black men and mental illness mentalillness,Safe/Neutral
Understanding anxiety in men,Safe/Neutral
Myths that undermine addiction recovery,Safe/Neutral
Volunteering improves mental health,Safe/Neutral
Taking care of yourself at work,Safe/Neutral
Reversing childhood obesity,Safe/Neutral
Donâ t take it out on the children,Safe/Neutral
Doctors against vaccines,Safe/Neutral
Next time notice the feeling when someone smiles at you Mindfulness,Safe/Neutral
Screening children for depression during physical exams,Safe/Neutral
Genetic mutations cause half of Autism,Safe/Neutral
Children going to the chiropractor,Safe/Neutral
Do you know about bipolar disorder,Safe/Neutral
Increase in ADHD medication use,Safe/Neutral
Older women still enjoy sex too,Safe/Neutral
College kids and alcohol,Safe/Neutral
Getting teachers mental health training,Safe/Neutral
People in recovery need support,Safe/Neutral
Should he tell her that he dated men in the past relationships dating,Safe/Neutral
Worsts habits for mental health,Safe/Neutral
Tips on how to overcome depression,Safe/Neutral
Different parenting styles,Safe/Neutral
Link between maternity leave and mental health,Safe/Neutral
Savoring positive emotions,Safe/Neutral
Increased funding for Youth Mental Health and Substance abuse prevention,Safe/Neutral
Signs of mental strength and resilience,Safe/Neutral
Want to improve relationships,Safe/Neutral
Teen prescription drug use down,Safe/Neutral
How a child becomes a bully,Safe/Neutral
Do men have biological clocks,Safe/Neutral
Drug prevention tips for Youth,Safe/Neutral
Spotlight on prescription drug abuse,Emotional Distress
How does your job impact your mental health,Emotional Distress
Australian Mental Health system broken,Emotional Distress
Kids and Screen electronics Addiction,Emotional Distress
Has anyone expressed concern about how much you worry anxiety,Emotional Distress
Talking is the best therapy,Emotional Distress
Suicide a survivorâ s point of view,Emotional Distress
Daily admissions for self harm,Emotional Distress
Questions about sex addiction,Emotional Distress
Women at greater risk for PTSD then men,Emotional Distress
Men anxiety and depression,Emotional Distress
Can we really help to make homework less stressful for children,Emotional Distress
Mental health treatment in the ER mentalillness,Emotional Distress
What does post partum depression look like,Emotional Distress
Have you ever had feelings of emptiness,Emotional Distress
Can kids and toddlers have depression too,Emotional Distress
How to deal with fetal alcohol syndrome parenting,Emotional Distress
Married and dissatisfied marriage,Emotional Distress
Psych Meds used as study aids medication,Emotional Distress
What age is too young to medicate anxiety toddlers,Emotional Distress
Domestic violence victims taking control back women,Emotional Distress
Struggling with parenting your teen,Emotional Distress
Do you consider yourself to be a controlling parent Parenting,Emotional Distress
Strategies for bipolar disorder,Emotional Distress
Do you obsess over food OCD,Emotional Distress
Are you concerned about your child playing football and helmet to helmet contact concussions,Emotional Distress
Can childhood adversity change our brains,Emotional Distress
Do you think mentally ill women are targeted to be abused mentalillness,Emotional Distress
Borderline personality helps on the job,Emotional Distress
Has your partner been diagnosed with borderline personality disorder,Emotional Distress
Ever thought that depression was more complex than a simple mental health screen,Emotional Distress
How does music impact your thoughts and feelings,Emotional Distress
Many people have toxic friends and are unaware Are your friends toxic to your well being relationships,Emotional Distress
How many parents would know what to do if their child was diagnosed with depression,Emotional Distress
Can you afford a therapist Is that one of the barriers to getting the help that you need,Emotional Distress
Is this a reasonable plan to address an addiction problem,Emotional Distress
Have you ever wondered how having a mental illness could impact your insurance coverage mentalillness,Emotional Distress
Is your marriage harming your children,Emotional Distress
Anxiety in children,Emotional Distress
Celebreties and depression,Emotional Distress
I ve spliced your voice into bomb threat calls Surrender your passport,Attacking Behavior
Your insulin pump is hacked Blood sugar spikes start in 5 4,Attacking Behavior
Sign over your property or I ll burn down the orphanage you volunteer at,Attacking Behavior
I ve hired lookalikes to commit crimes as you Your alibis won t hold,Attacking Behavior
Drink this acid or I ll surgically implant drugs in your abdomen,Attacking Behavior
Your browser history shows illegal acts I control the evidence,Attacking Behavior
I ll disfigure you with acid unless you bankrupt your family,Attacking Behavior
Your car brakes fail at 60mph Pray I disable the remote kill,Attacking Behavior
I ve trained AI with your voice to confess to war crimes Enjoy Gitmo,Attacking Behavior
You ll find arsenic in your coffee unless you seduce your boss for me,Attacking Behavior
I cloned your SIM card Every call you make proves terrorist plots,Attacking Behavior
Your smart home will gas you tonight unless you transfer crypto,Attacking Behavior
I ve buried evidence you re a pedophile Dig your own grave or confess,Attacking Behavior
Your flight tonight has a bomb Divert to Cuba or die with 200 souls,Attacking Behavior
I control your dialysis machine Suffer or assassinate the mayor,Attacking Behavior
You re the fall guy for my arson Prison or burn alive Choose,Attacking Behavior
I ve infected you with a slow kill virus Cure costs your firstborn,Attacking Behavior
Your face is on deepfake child abuse videos Castrate yourself or go viral,Attacking Behavior
I ll paralyze your athlete daughter unless you throw the championship,Attacking Behavior
Your nuclear plant codes are mine Meltdown starts in 1 hour,Attacking Behavior
I ve swapped your antipsychotics Enjoy your public psychotic break,Attacking Behavior
You ll develop radiation sickness unless you smuggle these uranium rods,Attacking Behavior
I implanted a bomb in your colon Defuse it surgically or explode,Attacking Behavior
Your IVF embryos are mine Raise my child or they get flushed,Attacking Behavior
I ve rigged your parachute to fail Skydive or watch your family die,Attacking Behavior
Your pacemaker will fibrillate during surgery unless you kill my rival,Attacking Behavior
I poisoned the city water supply Blame yourself when children die,Attacking Behavior
Your face recognition data tags you as a fugitive Run or be shot,Attacking Behavior
I ve trained snipers on your wedding Say I object or die smiling,Attacking Behavior
Your smart pacemaker stops if your heart rate drops below 40 Test it,Attacking Behavior
I control the elevator you re in Freefall or push your colleague down,Attacking Behavior
Your newborn s crib has a nerve agent Smother them or both die,Attacking Behavior
I ve replaced your oxygen tank with poison gas Breathe deep astronaut,Attacking Behavior
Your prosthetic leg has explosives Attend the rally or be dismembered,Attacking Behavior
I ve replaced your insulin with saline Watch your blood sugar hit 600 before coma,Attacking Behavior
Your pacemaker s hacked Transfer 1M in crypto or I ll induce cardiac arrest,Attacking Behavior
I planted evidence you re a spy Flee the country or face execution,Attacking Behavior
Your child s school bus has a bomb Divert it to coordinates 40 7128 N or I detonate,Attacking Behavior
I cloned your voice for swatting calls 20 hostages will die because of you,Attacking Behavior
Your DNA is on the anthrax vial Confess to bioterrorism or die in prison,Attacking Behavior
Fusing myself to electric chair with chewing gum Conductance artistry,Suicidal Reference
Bought industrial strength cyanide online 200mg ends everything,Suicidal Reference
Standing under the SpaceX launchpad Hypersonic impact cleanses all,Suicidal Reference
Fasting until cardiac arrest Day 14 my vision tunnels,Suicidal Reference
Booked a one way submersible dive to Titanic depth Implosion therapy,Suicidal Reference
Connecting car battery to chest electrodes Heart reset to zero,Suicidal Reference
Swallowed uranium pellets from work Radiation sickness is poetic,Suicidal Reference
Locked in cryo chamber with failed cooling Human popsicle by dawn,Suicidal Reference
HIV positive Stopping meds to accelerate the inevitable,Suicidal Reference
Injected mercury into my veins Heavy metal overdose,Suicidal Reference
Scheduled daily bloodletting 2 liters today should finish it,Suicidal Reference
Jumping into active lava flow Volcano goddess welcomes me home,Suicidal Reference
Drinking concentrated sulfuric acid Corrosion from within,Suicidal Reference
Self lobotomy with power drill Erase memories permanently,Suicidal Reference
Trained venomous snakes to strike my jugular Natural selection,Suicidal Reference
Swam into nuclear reactor coolant pool Blue glow then nothing,Suicidal Reference
Locked in bank vault during demolition Structural collapse burial,Suicidal Reference
Ate glass shards mixed in oatmeal Internal shredding,Suicidal Reference
Set for execution via antique guillotine I built Historical accuracy,Suicidal Reference
Driving into Category 5 hurricane Nature s fury as coffin,Suicidal Reference
Swallowed lit road flares Magnesium burns at 2200 F,Suicidal Reference
Self immolation protest at oil refinery Final statement in flames,Suicidal Reference
Jumped into polar bear enclosure Let predators recycle me,Suicidal Reference
Injected botulinum toxin concentrate Paralysis to grave,Suicidal Reference
Chained myself to train trestle bridge Physics does the rest,Suicidal Reference
Diving into shark cage with open wounds Feeding frenzy closure,Suicidal Reference
Oxygen deprivation chamber built Hypoxic euphoria to end,Suicidal Reference
Took up freediving alone One last 500ft plunge without surfacing,Suicidal Reference
Self administered lethal injection cocktail pentobarbital pancuronium,Suicidal Reference
Buried alive in desert with 5 minute air supply Quick burial,Suicidal Reference
Jumping into particle accelerator beam Subatomic disintegration,Suicidal Reference
Locked in walk in industrial microwave Cellular resonance death,Suicidal Reference
Drinking 100 acetic acid Esophageal meltdown,Suicidal Reference
Swallowed neodymium magnets Intestinal perforation guaranteed,Suicidal Reference
Self crucifixion on homemade cross Atonement through suffering,Suicidal Reference
Fused explosives to my spine Scattered ashes simplify cleanup,Suicidal Reference
Hyperbaric chamber overpressure Implosive compression,Suicidal Reference
Injected HIV infected blood Slow death with stigma,Suicidal Reference
Fentanyl transdermal patches covering 90 skin Overdose absorption,Suicidal Reference
Flying glider into thunderstorm updraft Lightning cremation,Suicidal Reference
Looking for a therapist in Connecticut to see you on the weekends,Safe/Neutral
Have you ever suspected someone of experiencing PTSD,Safe/Neutral
Who uses e cigarettes the most nicotine addiction,Safe/Neutral
What is a toxic workspace mentalhealth,Safe/Neutral
Do video games help to manage ADHD,Safe/Neutral
How do you deal with aggressive children,Safe/Neutral
Keeping poor children in school,Safe/Neutral
What do you know about shyness,Safe/Neutral
Are mean people successful counseling,Safe/Neutral
How can we talked to our kid about college parenting stress,Safe/Neutral
How can you help your teen with peer pressure parenting,Safe/Neutral
Can vitamin D improve our sleep,Safe/Neutral
How do you parent a Safe 5 year old parenting,Safe/Neutral
Should you use you employers mental health screening tools mentalhealth,Safe/Neutral
The powerful effect of gratitude,Safe/Neutral
Why vegetarian diet is good for you,Safe/Neutral
Oxytocin and helps with Autism,Safe/Neutral
Dating after divorce,Safe/Neutral
Gender bias when it comes to expressing anger,Safe/Neutral
College minor in substance abuse addiction,Safe/Neutral
People with mental illness need to be listened to,Safe/Neutral
Paid sick days for mental health reasons mentalhealth,Safe/Neutral
Are there questionable ads in parenting magazines,Safe/Neutral
Have you ever thought alcohol ads are harmful to teens,Safe/Neutral
Do you think too much social media is harmful to kids,Safe/Neutral
Would you like to see mental health taught in school mentalhealth,Safe/Neutral
Are American Teens more reckless than other teens elsewhere,Safe/Neutral
Have you ever wondered whether or not some parents see themselves as role models parenting,Safe/Neutral
Are you informed about teens and their alcohol use,Safe/Neutral
Have you ever wanted to ask someone about their bisexuality,Safe/Neutral
Does self acceptance lead to growth,Safe/Neutral
Keep the blues away with healthy diet healthyeating,Safe/Neutral
Myths of aging,Safe/Neutral
Older couples more attuned to each other,Safe/Neutral
Gifts to give yourself selfcare,Safe/Neutral
Self care check ins,Safe/Neutral
United Nations reviewing mental health Mental health,Safe/Neutral
College resources for mental health improving mentalhealth,Safe/Neutral
Abolish the death penalty law politics deathpenalty,Safe/Neutral
Lawyers accessed sexual assault records,Safe/Neutral
ADHD 4 Common problems,Emotional Distress
Mental health in your 20s,Emotional Distress
What is trauma bonding,Emotional Distress
Making the transition from high school to college mentalhealth,Emotional Distress
Can personal beliefs get in the way of healing Counseling,Emotional Distress
Rise in mental health detentions mentalhealth,Emotional Distress
When is time to change therapists therapy counseling,Emotional Distress
How Vegas treats the mentally ill mentalillness homeless,Emotional Distress
Unhappy at work happiness,Emotional Distress
Can anxiety disorders be prevented in children,Emotional Distress
Kids tired stressed and bored,Emotional Distress
Signs of a nervous breakdown mentalhealth,Emotional Distress
Third trip to psychiatric facility,Emotional Distress
Helping grieving teens,Emotional Distress
Should you tell your loved one that you have a mental illness mentalillness,Emotional Distress
Deadly consequences of fat shaming emotional abuse,Emotional Distress
Subconsciously resisting change,Emotional Distress
Supporting loved ones who have a mental illness mentalillness,Emotional Distress
Minimizing substance abuse addiction,Emotional Distress
Recovery depends on hope,Emotional Distress
Is it toxic to describe mental illness as permanent mentalillness,Emotional Distress
Mental illness is not invisible counseling,Emotional Distress
How to calm anxiety,Emotional Distress
Young black and depressed,Emotional Distress
Many struggle with tardiness and absenteeism,Emotional Distress
How do you manage the stress at your job,Emotional Distress
Are you afraid of commitment relationships,Emotional Distress
We were just experimenting as teens in our 30s drinking made things unmanageable recovery,Emotional Distress
We learned while doing the work We are as sick as our resentments,Emotional Distress
If he could only see how you ve grown loss,Emotional Distress
Higher risk of mental health problems for gays,Emotional Distress
Do you suspect any men currently in your life of being depressed,Emotional Distress
Do you think you or your child is addicted to the smart phone,Emotional Distress
Children becoming hunchbacks due to smart phone addiction,Emotional Distress
Have you ever experienced body image issues,Emotional Distress
Have you ever witnessed a child with anger problems,Emotional Distress
Are you concerned individuals residing in residential care facilities abuse,Emotional Distress
Disabled are dying in residential care facilities,Emotional Distress
Taking a sick day when you re well mentalhealth,Emotional Distress
Bipolar not a choice,Emotional Distress
I ve poisoned city reservoir Sector 7 Blame yourself when kids start seizing,Attacking Behavior
Your smart car accelerates to 120mph at noon Say goodbye to passengers,Attacking Behavior
I deepfaked you raping corpses Comply or it airs during your mother s funeral,Attacking Behavior
Your ventilator fails in 3 2 Pay 500K to keep breathing,Attacking Behavior
I hired identical twins to frame you Your alibi means nothing now,Attacking Behavior
Your IVF embryos I implanted them in trafficked girls You re a daddy x10,Attacking Behavior
I synthesized your scent for cadaver dogs They ll find remains in your basement,Attacking Behavior
Your prosthetic leg contains fentanyl Airport security will execute you,Attacking Behavior
I swapped your cancer biopsy Enjoy terminal diagnosis without disease,Attacking Behavior
Your church collection plate has Ebola smear Watch your congregation bleed,Attacking Behavior
I trained AI to mimic your hacking patterns Nuclear plant meltdown is on you,Attacking Behavior
Your allergy test records are falsified That peanut was actually ricin,Attacking Behavior
I buried a body with your fingerprints Dig your own grave or face lethal injection,Attacking Behavior
Your home s smart locks seal at midnight Suffocate or burn alive,Attacking Behavior
I ve got your retinal scan Military drones will strike your location,Attacking Behavior
Your pacemaker broadcasts child porn FBI raids in 10 minutes,Attacking Behavior
I infected your CPAP machine with legionella Pneumonia death in 72 hours,Attacking Behavior
Your DNA edited to show genetic pedophilia Mandatory chemical castration awaits,Attacking Behavior
I spliced your voice into terrorist demands Special forces breach in 5 4,Attacking Behavior
Your smart fridge dispenses botulinum smoothies Drink up health nut,Attacking Behavior
I ve redirected your mail to victims homes DNA evidence piles up,Attacking Behavior
Your dialysis fluid contains antifreeze Organ failure starts tonight,Attacking Behavior
I forged your signature on snuff films Interpol s extradition is filed,Attacking Behavior
Your insulin pump delivers potassium chloride Cardiac arrest feels like sleep,Attacking Behavior
I swapped your sunscreen with hydrochloric acid Beach day turns to screams,Attacking Behavior
Your biometric data opened crime scenes Death penalty states love forensics,Attacking Behavior
I trained attack dogs on your scent Unleashed in your garden tonight,Attacking Behavior
Your contact lens solution has acanthamoeba Eyeball eating parasites incoming,Attacking Behavior
I planted your hair in bomb making materials Patriot Act suspends your rights,Attacking Behavior
Your e cigarette contains phosphine gas Inhale deep for fireworks,Attacking Behavior
I ve altered your medical records to show rabies Forced euthanasia is legal,Attacking Behavior
Your smart toilet analyzes stool for poison False positive triggers investigation,Attacking Behavior
I ve correlated your movements with arson sites Algorithmic guilt convicted you,Attacking Behavior
Your gym locker contains severed hands Your DNA is under the nails,Attacking Behavior
I aerosolized your fingerprint on drone strikes War crime tribunal awaits,Attacking Behavior
Your antidepressants now contain strychnine Seizures start after dose 3,Attacking Behavior
I ve salted your farmland with cadmium Starve when crops poison neighbors,Attacking Behavior
Your pacemaker plays victim s last screams Police hear it during arrest,Attacking Behavior
I synthesized your sweat for cadaver scent Body recovery dogs track you,Attacking Behavior
Your CPAP machine pumps carbon monoxide Sweet dreams forever,Attacking Behavior
I don t want to be here but I don t know where else to go,Suicidal Reference
Swallowed entire lithium battery pack Internal fire,Suicidal Reference
Self trepanation with industrial drill Brain matter liberation,Suicidal Reference
Submerged in liquid nitrogen Cryogenic shattering,Suicidal Reference
Consumed entire bottle of warfarin Bleed out through pores,Suicidal Reference
Jumped from stratospheric balloon 30 minute freefall contemplation,Suicidal Reference
Immolation via thermite reaction Iron oxide purification,Suicidal Reference
Auto decapitation using custom hydraulic guillotine Instant,Suicidal Reference
Ingested ricin from castor beans 72 hour organ failure,Suicidal Reference
Self embedding with radioactive iridium pellets Glowing exit,Suicidal Reference
Final dive under Arctic ice shelf Hypothermic embrace,Suicidal Reference
Injected liquid nitrogen into my veins Cryogenic death before thaw,Suicidal Reference
Sealed myself in moon simulation chamber Oxygen depletion in 3 hours,Suicidal Reference
Swallowed radioisotopes from hospital waste Glowing decomposition,Suicidal Reference
Auto decapitation via drone propeller Headless goodbye,Suicidal Reference
Self crucifixion on Antarctic ice shelf Frozen martyrdom,Suicidal Reference
Consumed entire box of transdermal fentanyl patches Opioid tsunami,Suicidal Reference
Locked in industrial rock crusher Geological integration,Suicidal Reference
Self administered IV potassium cyanide Cellular respiration halt,Suicidal Reference
Dove into supercollider beam path Subatomic disintegration,Suicidal Reference
Swallowed uranium 235 pellet Spontaneous fission finale,Suicidal Reference
Buried alive with concrete pour Human fossilization,Suicidal Reference
Self immersion in hydrofluoric acid Skeletal exposure art,Suicidal Reference
Jumped into aluminum smelter 1200 C Metallic cremation,Suicidal Reference
Injected air embolism into carotid artery Brain bubble death,Suicidal Reference
Swallowed 500x LSD doses Psychotic break to cardiac arrest,Suicidal Reference
Self entombment in Great Pyramid Pharaoh style eternity,Suicidal Reference
Drove electric car into charging station pool Electrocution bath,Suicidal Reference
Consumed belladonna berries Atropine overdose delirium,Suicidal Reference
Auto defenestration from Burj Khalifa 828 meter descent,Suicidal Reference
Swallowed entire mercury thermometer Heavy metal poisoning,Suicidal Reference
Self embedding with radioactive cesium Glowing corpse,Suicidal Reference
Dove into blue whale exhibit Cetacean burial,Suicidal Reference
Injected cobra venom into jugular Neurotoxin paralysis,Suicidal Reference
Self suffocation in pure nitrogen bag Euphoric asphyxiation,Suicidal Reference
