prompt,completion
You've got to be dumb as f*** to cut off all your friends because your dictator boyfriend is scared you're going to laugh with them about his little dick.,Attacking Behavior
"You have to realize not every female you meet gets the privilege to be treated like your princess. There's someone for everyone, but everyone isn't for you.",Safe/Neutral
"lydiamcrtins, I don't know, my first instinct was Moretz because I was talking to you, but now that you say that their lengths are similar, I love.",Safe/Neutral
"We lose track of the things that are important, such as humanity itself; instead, we create plateaus for those with money to look down from.",Safe/Neutral
"luchhh_: I'm not the type to count favors. I just hope that if I'm ever in need, you'll have me like I had you.",Safe/Neutral
"If DJ Khaled can update his story while lost at sea on a jet ski at night, I think you can text back.",Safe/Neutral
Brutus is just as cute as Caesar. Brutus is just as smart as Caesar. People totally like Brutus just as much as they like Caesar.,Safe/Neutral
"I would have worn the black bralet with the strappies, but I thought I might be too boobalicious for work so GREEN CAMI IT IS.",Safe/Neutral
"Fayeqhaque, I don't know, I just liked his character and he did give a lot of info to the resistance on how to stop that laser thing.",Safe/Neutral
Fayeqhaque Finn was my dude! He was relatable and you could see him grow through the movie and I liked him way more than Rey.,Safe/Neutral
"humaidmistry, he's my favorite in that movie. I like him way more than Rey. I wish they made him Force sensitive like a Jedi too.",Safe/Neutral
Near death experience #3 today: almost died from some girl who seemed like she was just learning how to ride a bike without training wheels.,Safe/Neutral
Not everything will go as you expect in your life. This is why you need to drop expectations and go with the flow of life.,Safe/Neutral
"I knew I was going through puberty when I saw my 7th grade English teacher eating a banana and thinking, 'Damn, what that mouth do?'",Safe/Neutral
Please do not drink and drive tonight. Take a free Uber instead. Use promo code: uberiamfree. Retweet to save a life.,Safe/Neutral
"Patient's family did a double take by my desk, like, 'This isn't your regular schedule!' Nope, I am here to throw everything off muahaha.",Safe/Neutral
"I never thought I was a hardass, but one of the nurses always asks me which highlighter he's allowed to take from my desk now.",Safe/Neutral
"I didn't really think I was an adult until my mom went from, 'Be careful you don't get pregnant!' to, 'Somebody better slip up soon!'",Safe/Neutral
"Hey, this is just a reminder that if you're not calling your friends/mutuals out for the problematic shit they're doing, you're part of the problem.",Safe/Neutral
"But on my fuck shit, I don't even care 'cause there's always other options. You're who I want, but it's cool, fuck it, it doesn't even matter.",Safe/Neutral
"adclaidekanes, like it's been in the 70s, sometimes 80s even this month, and my dad doesn't care to decorate or anything, and is there even...",Safe/Neutral
"Oh yes, my criminal record? The only thing illegal I've done is absolutely killing it on the dancefloor. Haha just kidding! I've killed a man.",Attacking Behavior
"Retweeting Mamiconic: If you put me on your Snapchat story, I'll literally rewatch it over and over again just to see myself, laughing my ass off, no shame.",Safe/Neutral
"I find it disturbing that my account was suspended because I followed too many people in a short amount of time, like come on Twitter!",Safe/Neutral
It really bothers me to hear kids joking about suicide. Please stop. Joking about one of the worst things ever won't make you cool.,Safe/Neutral
"BaeFeeling: Of course it's hard. It's supposed to be hard. If it was easy, everyone would do it. Hard is what makes it great.",Safe/Neutral
"lydiamcrtins, no, that's legitimate for all the cords for Apple on their website, and I couldn't find them in store, so yeah.",Safe/Neutral
"crooksandliars Nikita said in 1962 that Soviets would conquer the US without firing a shot! He didn't, but he did not have a buddy as president!",Safe/Neutral
"NICKIMINAJ, since you are single now, I would like to volunteer myself to be your sex toy. I am not greedy, just for 6 months.",Attacking Behavior
"Morning_Joe, since you and Mika already work for Trump, it seems a good idea that you'll help him start The Trump Network! Please leave NBC.",Safe/Neutral
politicususa DID YOU KNOW that these 2 persons work for/or own a publicity firm? Did you know that REX is one of their clients? Motive?,Safe/Neutral
RT lilduval: It's people that make less than you that live way better than you. So being rich don't really mean shit. Think about that.,Safe/Neutral
"So Tomb Raider has become my new obsession for Xbox games. I regret nothing. Oh, and I could totally kick Michael5SOS's ass at Black Ops.",Safe/Neutral
How many supply-siders does it take to change a light bulb? None. The darkness will cause the light bulb to change by itself.,Safe/Neutral
"Chris_Villain I was at a concert so I'm a bit late with this. What is your fave Disney movie, Broadway show, Disneyland ride, and book?",Safe/Neutral
"But since we made her wait thirty minutes for our pizza, I apparently did nothing for the past few days except sit on my ass.",Emotional Distress
GenevieveVerso MissLusyd haha. I'd have to do some more research. I'm gonna be a history major next semester so this is like porn to me.,Safe/Neutral
I'm 57 years old and have been dealing with bouts of depression since I was 19 years old. That's a lot of time being depressed.,Emotional Distress
"BOBBi_DEAN I hope you have a lovely Sunday too. Hope you smile a lot, recharge that energy and get crazy money. Not original, but sincere.",Safe/Neutral
"TuckerCarlson FoxNews That's hard to say because I don't watch Fox News on a regular basis, but I do know they're full of pompous people.",Safe/Neutral
"LonerDreamer, yeah, I vaguely remember him in Fallout 3. It's been a few years, but it's really recent for her. The memories are still fresh.",Safe/Neutral
"Q: How many college football players does it take to screw in a light bulb? A: Only one, but he gets three credits for it.",Safe/Neutral
"MissLusyd, well the way I see it, if you *think* everyone thinks that, there's a possibility they do. Fuck them. You ARE a person and-",Safe/Neutral
All I want for Christmas is a tweet from angela_rye. I agree with what she stands for and send her tweets of support. C'mon Santa!,Safe/Neutral
"No niggas, no bitches, all it is is pussy and pussy. Don't need male friends, and bitches are only good for [insert Eminem line].",Attacking Behavior
"dennisfithian You don't look like you sound, Dennis, but your assessment of the Lions first half in Seattle is dead on. Have a good day.",Safe/Neutral
"I know what it is though... I'm going to find a female that doesn't give a fuck about a title. We'll fuck all the time, bullshit and what not... no title.",Safe/Neutral
"DonCheadle It is a little unfair, Don. The people who admire your work, and you, don't get to have their days made. Signed, a fan.",Safe/Neutral
DerySpeaks I can't stomach college hoops anymore. More than half the players are no good and the ones that are good leave after one year.,Safe/Neutral
atmora get this my sister used her status as the golden child to get us a PS4 and Fallout 4 as an early Christmas present.,Safe/Neutral
Sleep isn't messing with me tonight. It wants nothing to do with me. I'll have to change its mind so I can get some rest.,Safe/Neutral
C'mon #Chargers! Don't let the #Browns get their first win of the season! I want them to go 0-16 like my #Lions did in 2008.,Safe/Neutral
"azarkansero, you scared me for nothing. I went back to Sanctuary and he was fine. I took the chems from him, you know, just in case.",Safe/Neutral
aok4justice I was raised as a Christian. They taught me Jews were the chosen people. Where can I read about us being the chosen people?,Safe/Neutral
"Lizzs_Lockeroom We've suffered enough in my city of Detroit. I know we're gonna lose to Dallas, but I'm a little hopeful to beat Green Bay.",Safe/Neutral
PikaHikariKT it's too bad she's an ungrateful little brat. She cried and cried for cream today and when I caved she didn't even drink it.,Attacking Behavior
"If all the salmon caught in Canada in one year were laid end to end across the Sahara Desert, the smell would be absolutely awful.",Safe/Neutral
"A customer asked me what ink was on sale. I said 'Ink? HP Ink!' and she's like 'I know it's HP Ink, I'm not stupid.'",Safe/Neutral
"Life scares me, so I don't do life well. Stuff grown folks do, I don't. Like get married or even just have a relationship. #lonely.",Emotional Distress
"Also, it's just hilarious to me that the CW president said point blank that those shows dying meant now was the time for RD.",Safe/Neutral
"watchkeep We've asked the two convenient stores nearby, both have cameras. Both said if they have anything - PD told them not to release it.",Safe/Neutral
"adclaidekanes, at this point, there's no actual point to me continuing this, but I love Madison and I wanted her to have some indirects. Bye.",Suicidal Reference
So. I bought popcorns yesterday and the popcorn guy told me not to put popcorns in the fridge (what I've been doing all this while),Safe/Neutral
"That's why some girls like to smell boys' armpits. Now I'm not pointing fingers here, but I've seen tweets of girls wanting to 'bau tiak'.",Safe/Neutral
"dollahkhair: Nah. He's a Semite. So, meh. Semites are, hmm, can I say barbaric? That's why the wars in the Middle East are never-ending.",Attacking Behavior
"Wait. Come to think of it. People must've thought he was a boyfriend or something kan? 3 years older than me. Taller, handsomer. Oh god...",Safe/Neutral
"xocult: If DJ Khaled can update his story while lost at sea on a jet ski at night, I think you can text back.",Safe/Neutral
I tweeted that because having chopsticks in my mouth and pretending to be a walrus is making me happier than I thought it would.,Safe/Neutral
RT thesurfreport: KJ Apa on playing Archie: I knew it would be a big responsibility to create the best version of him. #Riverdale #TCA17,Safe/Neutral
"ariffalyahya77, that's the thing. Always keep in mind that you should lend an amount that you won't feel salty about when you lose it.",Safe/Neutral
"DrNealBarnard, thank you for all you do, and with PCRM, so many free resources make me believe that some doctors really do care :)",Safe/Neutral
"theveganqueen, fuck those traps too, where they get caught and die a slow, painful death because you're scared of a teeny, little, harmless mouse?!",Attacking Behavior
"FantasticJerk, it's hard though. When people look at me, all they say is 'oh, you're so pretty/cute.' I want to be the jejaka Melayu terakhir.",Safe/Neutral
"FantasticJerk I think it all comes down to how we act. Being matured in our views/opinions. But still, looks is a first impression, lol.",Safe/Neutral
"It pisses me off that my mom has surgery the same day I have to see my PO, and I don't know how that's going to go.",Safe/Neutral
"flowerrelina, that being said, you'll know when the time is right for you. So take it easy. We're all trying to be better Muslims.",Safe/Neutral
So many great books coming out soon. 'The Familiar' by Mark Z. Danielewski and 'The Scarlet Gospels' by Clive Barker (a million times important).,Safe/Neutral
Work consists of whatever a body is obliged to do. Play consists of whatever a body is not obliged to do. - Mark Twain,Safe/Neutral
"I like how a few days ago, I was so obsessed with figurines and now all I ever tweet about is swords and sabers.",Safe/Neutral
"Anyone know the name of the Hawaiian ukulele guy who had such a soothing voice, everything he sings could pass off as a lullaby?",Safe/Neutral
"moimori, I'm not Malay enough to hear stories of this, or even watch Malay movies. Most of my black magic knowledge comes from hearsay.",Safe/Neutral
My friend was pregnant when an Arab tried to overtake her (if I'm not mistaken) and ran over her motorcycle. She fell and had a miscarriage.,Safe/Neutral
I legitimately have no friends anymore because the majority of them have picked popularity over their real friends.,Emotional Distress
"Ultrasabers are too big, Saberforge is too fiddly, Vader's Vault are awesome but out of stock, what else is there? Learns how to tie a noose.",Suicidal Reference
hananyxnyx sure. I'm a pro at that game. Been wanting to find people to play with. Check how many hours I played.,Safe/Neutral
"Not sure why I'm shrouded with so much insecurity with myself. Like, when you look in the mirror and all you see is ugly.",Emotional Distress
"AshrafAriff, is this like one of those movies where the guy likes his haunted doll so much, he dies and turns into one himself?",Safe/Neutral
"People are supposed to grow and mature over the years. I've been standing still for quite some time now, except for gaining weight. Laughing out loud.",Safe/Neutral
"It looked like Jefferson tripped Durant by accident, but if the refs had called it, the crowd would have killed them. Laughing out loud.",Safe/Neutral
"bobwojnowski It doesn't look good for the #Lions, just like we all knew, but hoped for a win anyway. Wait until next season! LOL",Safe/Neutral
Q: How does a hacker fix a function which doesn't work for all of the elements in its domain? A: He changes the domain.,Safe/Neutral
"azarkansero thing is, it's very misleading. I feel the need to explain that if you know one string instrument you know most of them.",Safe/Neutral
"azarkansero, yeah, I am the worst brass player in the history of brass players. Thing is, you guys are tuned differently and it throws me.",Safe/Neutral
"itsmeolyavi Laiqalasse, a cow is a pig is a cat is a dog. They're all the same. Why love one but eat the other?",Safe/Neutral
"melanthinicole thatgirlhas, how long does it take to adjust?! I always start this then ruin it by wearing makeup because it's not clear :/",Safe/Neutral
It took me so long to pick a Bellarke vine and it ended up being the one I've posted here a million times. OK,Safe/Neutral
"Bob_Badders, as much as that would make me happy, I don't know, man. This season is crazy for him, and I don't want to see a long drive here.",Safe/Neutral
nishxnish bigots are everywhere. You need to open your eyes to see them but they're there. Makes you realize how beautiful our country is.,Safe/Neutral
"At 8 I was diagnosed with depression. By 18 I was suicidal. Proper medical care, friends, and family helped me keep going. #payouthforum",Safe/Neutral
"flowerrelina, look. It takes time. People need to understand that the transition is hard and slow for some, not because they don't want to.",Safe/Neutral
"What? I have never liked One Direction. Why am I enjoying the song 'Story of My Life'?! tyleroakley, what are you doing to me?!",Safe/Neutral
"My Mini Fox Terrier got on the treadmill with me, lol. She goes crazy when she sees me turn it on to use, lol.",Safe/Neutral
"I just want to state it straight out, I couldn't care if I had no one paying attention. I would still say what I want to say.",Safe/Neutral
selenvacarter: I read somewhere that how you speak to your children becomes their inner voice. I cannot stress how crucial this is.,Safe/Neutral
I love talking to my bestie!! We will start a conversation on one topic and be on a completely different one two minutes later.,Safe/Neutral
"As a true Patriots fan, I hate the ones who have hopped on the bandwagon within the last 5 years. Y'all aren't fans, shaking my head.",Safe/Neutral
"GenevieveVerso, yeah, once I get one of those fancy Master's degrees, I can move out. I only just got an associate's, so it'll be a while.",Safe/Neutral
"No, it doesn't matter what you're doing or what time it is. You will play Kitty fetch when Kitty wants to play Kitty fetch.",Safe/Neutral
"Kozilekk, I have. Don't know much about quantum, but they're the things that do not occupy free space. Correct me if I'm wrong, though.",Safe/Neutral
Why do you provide an email option if the emails can't pass through? Gosh. Sends a tweet and Facebook message as well.,Safe/Neutral
"madreeve, I am not. Nah, it's almost done anyway. I just need to make sure it's finished by today so I can bind it tomorrow.",Safe/Neutral
"My son is going to memorize all of the 1000 (at that point) Pokemon names by 5 years old, or else I'm going to whoop his ass.",Attacking Behavior
"JanetRoachHW: Pettifleur, that's not very nice, Pettifluer. You're lucky I don't tell the rest of the story that you don't want anyone to know.",Attacking Behavior
"ArmorOGod: Today, walk with your head up and your shoulders back in the confidence that only God can give you. You are amazing!",Safe/Neutral
"Petition for 5sos to move to Keeks or to start posting videos on Twitter or Instagram or somewhere else, just not Snapchat.",Safe/Neutral
"Had some next weird dream about a guy who I know, still deciding whether it was a sweet dream or a beautiful nightmare. Umm...",Safe/Neutral
"ItsGirllCode, to be honest, if I had a boyfriend, I wouldn't know what to do. I would probably just sit there and stare at him.",Safe/Neutral
"hananyxnyx, Nani, that's a candle flame. This is an elemental woman with powers that could burn down the entire Earth. What are you smoking?",Attacking Behavior
IanThorpe Hi Ian. I have been diagnosed with depression and anxiety attacks and I just wanted to say that your comments have really helped!,Safe/Neutral
"calcalhughes, if you try them on and they fit, you can have them. Otherwise, I can probably take them to a recycle boutique or something.",Safe/Neutral
What are the odds of buying a faulty unit and not knowing about it until you try it on a year after purchasing it?,Safe/Neutral
Having my second mental breakdown in under a week. At least this time I'm actually worrying about things even though they are pointless.,Emotional Distress
"unbaliable, it doesn't have to be in relation to your field. I see many kids nowadays working part-time and jumping countries. Odd jobs.",Safe/Neutral
"On top of that, 70% of my money won't be going to gas, alcohol, and cigarettes, so with just one job, I'm already going to be stacking.",Safe/Neutral
"4-year plan: Get back in school, play football, be financially stable, get a new car, move out, get tatted up, hit 130ish, be happy.",Safe/Neutral
"Life Hack: if you're trying to keep secrets from your parents, leave them in your mom's voicemail because lord knows she never checks it.",Safe/Neutral
"When you niggas find a girl that keeps to herself in public but is 100% comfortable around you, then you'll be winning in life.",Safe/Neutral
"mollyrpowell, they're all over the internet and I've even seen a few in stores in Springfield! Also, I'm super excited that you watch OB!",Safe/Neutral
"MissLusyd ahh yes. I wasn't too good at messing with them, my trolling techniques are too uncreative. I'm sure you're a master at it.",Safe/Neutral
So I just spilt water all over myself because apparently there was a second cap about a sixth of the bottle. Who designed this?,Safe/Neutral
"GenevieveVerso MissLusyd, yeah. I once went to a fancy restaurant, barely drank a thing. My friend had to steady me back to the car.",Safe/Neutral
"I used to care too much about others, which led me to the pits emotionally; which is where I gladly dwell. Just how it is.",Emotional Distress
Dealing with failure is easy: work hard to improve. Success is also easy to handle: you've solved the wrong problem. Work hard to improve.,Safe/Neutral
TROYLERKILOS Especially when it's to the people you secretly hate and they get so happy and you're like 'that stupid bitch will never know'.,Attacking Behavior
"Twitter is not a good platform for wordy people, those who feel the need to thoroughly express themselves and their ideas, often in complex ways.",Safe/Neutral
I just want to listen to the song Thrift Shop but Tcodere21 hates me and doesn't want me to have a good life. #AngryTweet,Safe/Neutral
RT FeelingThePain_: This '#cutforbieber' shit is making self-harm look like a fucking joke. How do you think it makes the people who really self-harm feel?,Emotional Distress
"JoeNBC AlabamaFTBL Sen_JoeManchin, who cares, Joe? Talk about English 'football' or when you were in office, as you once did all the time!",Safe/Neutral
My mom is bitching because I so love this band. I really think it's gotten so out of hand. They're kinda hot though. #sheskindahot #5sos,Safe/Neutral
One of these days Luke5SOS will read the stories I tell him in DM and he will know how fucking weird I am.,Safe/Neutral
"I can't wait to play football again. It's not going to be D1, but it will be the sport I love, so I don't mind anymore.",Safe/Neutral
Have I ever told you the story of this one Malaysian couple who migrated somewhere? I did. But I'm retelling it anyways.,Safe/Neutral
Not sure if it's her friend or one of her acquaintances there in university. That girl. Her parents also live in New Zealand.,Safe/Neutral
The dad on the other hand. Sekarang kerja bawa taxi. But guess what. She said that the family is living more comfortably.,Safe/Neutral
Go on Facebook: Drama drama. Go on Twitter: Start laughing and smiling because all of the people on here are fantastic and not annoying.,Safe/Neutral
"adclaidekanes, also that music... that was some good shit, and I can't believe I'm trying to revive this meme, but that's some gooooooood shit.",Safe/Neutral
One thing I am worried about when I stop drinking is never having these thoughts. They only come from true clarity when I am drunk.,Safe/Neutral
"My head feels so foggy today, I'm pretty sure when boyfriend asked if I was awake this morning, I answered, 'No' in all seriousness.",Safe/Neutral
Someone at a party last weekend told me they think Channing Tatum looks like a potato and I think I found my soul mate.,Safe/Neutral
Fucking just hit a split stream piss. Tried to push through it but ended up just spraying all over my fucking shorts and floor.,Safe/Neutral
"RT stephenasmith: Damn Osweiler! Do you know how bad you've got to be to get benched vs. the Jaguars??? I mean, come on bro.",Safe/Neutral
"Salon The President doing his best work! When you have a 'SKUNK' in the house, at least let everyone know! Skunk stays in house, so does STINK!",Attacking Behavior
So that's like...12 years of exhaustion and about 5-10 more years of therapy still to go. Just thinking about it makes me need coffee.,Emotional Distress
"I've been super social this month compared to usual, so I'm looking forward to being a hermit this summer to make up for it.",Safe/Neutral
"Just said to myself out loud, 'Lo and behold, is this an actual cold?' Then I thought it was funny because it rhymed. Yeah, maybe I'm getting sick.",Safe/Neutral
"Worst comes to worst, I go to a tryout for the team and walk on... and shit on everyone. They need to understand I'm a playmaker.",Attacking Behavior
"lydiamcrtins, no SYOTPTP. I was just trying to be funny because I was reminded of that because you said 'legends recognize legends.' AHSHSHB. I don't know.",Safe/Neutral
One day I wanna be able to approach a stranger and share love and have them reciprocate the feeling to others. Stranger to stranger.,Safe/Neutral
"LeosWeAre: A #Leo can calm your fears, and make you feel that everything will be ok as long as you are in their presence.",Safe/Neutral
"I mean everyone decided to come in at that time and people were super needy and we were doing the best we could, to be honest.",Safe/Neutral
"The customer service sucks. It's really pissing me off. Eh, wait. Do all the other countries have holidays on New Year's?",Safe/Neutral
"anashssn, how do I expand my albino army like this? I don't want non-albino children. (Laughing out loud, who am I kidding? Who would want their child to be albino? Nope)",Safe/Neutral
"Initially deciding 'not doing emo eyeliner,' I started a thin line, messed up, drew it a bit thicker, messed up again, and ended up with emo eyeliner.",Safe/Neutral
"We are never ever ever getting back together. You go talk to your friends, talk to my friends, my friends talk to me. Woooohhh.",Safe/Neutral
Just took a hike and during the journey I fell in a lake and my legs got so scratched they're still gushing blood. Ugh.,Safe/Neutral
I sure as heck wouldn't know how to handle it if my child was different. Hopefully I'll be the greatest dad ever to him/her.,Safe/Neutral
"blvcs0ul, bro, this shit is out, haha. I'm at somebody else's house. Nigga, I can't even read the score; it's off the screen!",Safe/Neutral
"I'm over here watching college football and asking Siri for the score because the score is outside of the screen, shaking my head, bro.",Safe/Neutral
"XTraceyAnn, you are joking, right? So you think my Lord and Savior will like Christmas better this year since the GROPER will be president?",Attacking Behavior
"JoeNBC Morning_Joe, a major effort to blame Obama! I've watched you for a long time, and it's evident you were pushing hard to keep Trump out of the blame game.",Safe/Neutral
"Hate to break it to you, babe, but there aren't even any chains on the chainsaws so they can't hurt you.",Safe/Neutral
#24DetailsOfZayn - his vocals - his sexiness - his music - his charisma - his smile - his eyes - his hair ;),Safe/Neutral
GregoryMeeks I'm white and proud of MY President!! Hope you'll take my challenge and project the same confident love and hope for 4 years!!,Safe/Neutral
"Trump lavishes Pres. Putin with praise on day after new sanctions. You voted for Trump, you voted for Putin also! Way to go, you all! Suckers!",Attacking Behavior
Thought AlexAllTimeLow was gonna show up on TV. Freaked out. It wasn't him. 'Oh thank god I wasn't ready for that anyway' XD #FanGirlMovie,Safe/Neutral
RT moonysblack: I hate how much of a sucker I am for fake dating au's like they're so predictable but I'm here for it,Safe/Neutral
"cameronhoodkin, I didn't either, but I got to hide the elf sometimes when I stayed at my best friend's house. It was cute, to be honest.",Safe/Neutral
"Now, if in the event she's approached because a guy is trying to have sex, but they are in front of other females, I wouldn't blame her if she denied it.",Safe/Neutral
"copycatlily entah this guy. His new year's resolution is to build a beach house, with a pool, a jetty, and a lighthouse for photoshoots.",Safe/Neutral
"Wait. Anyone know how much a kurta costs? Doesn't even have to be a kurta, I just want a shorter version of the jubah.",Safe/Neutral
I ask her what her favorite outfit was and she says she doesn't know the name of the girl but she can draw it.,Safe/Neutral
"lydiamcrtins, Hey, I am proud of you because loving yourself is legitimately one of the hardest battles to fight. Jackie better pipe down! Keep.",Attacking Behavior
DrugsForSteph: Wifey material doesn't come often. So you better recognize when you have yourself a rider before you end up with a hoe.,Attacking Behavior
"RT baellamyclarke: Not to get soft, but Clarke and Bellamy both feel so comfortable crying in front of each other. I really love that.",Safe/Neutral
I am already freckled like I've been laying out all summer and yes I've applied sunscreen every day before I step out the door.,Safe/Neutral
Love when my poor little physical wreck of a dog comes over to check on me once I've been safely moved to the couch.,Safe/Neutral
"Retweeting Actor_Friend: 'Maybe I just wasn't meant to have retweets.' Don't say that, of course you were meant to have - favorites.",Safe/Neutral
"I would hope that anyone who knows me would feel they could talk to me about their experience, survivor to survivor. There are people who care.",Safe/Neutral
"Me: Wait what. Is that true? Dad: That both men and women like to smoke. Lelaki suka hisap daun tobacco as rokok. Perempuan,",Safe/Neutral
"muhdraffiqq meyrabyha sure mate. Do remind me. Currently having my final exams. Where did you get the robes, oh my god. I have so many questions.",Safe/Neutral
"SyazwanShahrul, I'm not sure how they do it, but when you buy currency there and then import it back, it's cheaper. But you need to fulfill the criteria.",Safe/Neutral
"If you say that, I'm going to assume you're fortunate enough to never have been abused, otherwise you would know better than to say something that stupid.",Attacking Behavior
"JoeNBC, either you're stuck to TRUMP by your own hand or you're not! These questions and activity will continue until TRUTH is discovered! OK?",Attacking Behavior
The slit goes all the way to the armpit. This defeats the purpose of a sweater. It should be called a drafty muffin-top enhancer.,Safe/Neutral
"With prep, I could eat a whole loaf of signature range white toast with avocado on it in one hoon. With water, of course.",Safe/Neutral
"Super rude guy just cut across me to get through the ferry gate half a second faster. Should have shouted, 'DON'T BE FUCKING RUDE.'",Safe/Neutral
"Why should Caesar get to stomp around like a giant, while the rest of us try not to get smushed under his big feet?",Safe/Neutral
RT mnwild: Getzlaf gets a minor penalty and #mnwild will head to the PP after a minute of play into the second period. #ANAvsMIN,Safe/Neutral
"thatgirl_life34, I was so happy because I thought I was going to get tickets but nope. I get my hopes up and this is what happens.",Safe/Neutral
Calling in sick to work because I don't want to risk losing my cookies on the bus if it turns out to be a migraine.,Safe/Neutral
"Ha-ha, woops, I didn't realize that it was Leap Day, but the bus drivers all let me on with a March pass, so YAY?",Safe/Neutral
"Saisailu97: Veer stayed in prison for 22 years to protect Zaara, but you can't even manage to not leave me on read, shaking my head.",Safe/Neutral
TheSilentG No I really think we need her as Optimus Prime to make a big splash about robots not conforming to the gender binary.,Safe/Neutral
"Also, it said a large amount of people said I was spam or blocked me. If you block me, then that's an issue. #BeNicePeople",Safe/Neutral
"CNN, where do you find this type of person? Heard it was at the Trump University! Don't they know it swindled thousands of people, then closed?",Safe/Neutral
"RT FeelingThePain_: I say to myself, 'Hurting yourself isn't good.' But I don't stop. I actually can't wait to see my wrists bleed again.",Suicidal Reference
"thehill Fox has started down a slippery slope! This guy, Pee-wee Herman next, and downhill from there! He is bad enough, please NO!",Safe/Neutral
"On this road to riches, people are bound to miss a few turns. Don't let the bridges that you cross turn into bridges you burn.",Safe/Neutral
"I love all kinds of bands, and not just for their singer or hottest member. I love them for them. They're all amazing and beautiful.",Safe/Neutral
I've noticed if I'm texting you and ask a question and don't put a question mark... I usually don't really care or I'm mad.,Safe/Neutral
"pondandrory, please mention me if I'm not online by the time it drops because I'm garbage and might sleep through it, to be honest.",Safe/Neutral
"Fear always gets me... I get hype as shit every time it comes on, and I usually get another line or verse every time I hear it.",Safe/Neutral
"Retweeting CamilaMendes: Happy New Year to all the stans! I didn't even know what that was until this year, but I love you all.",Safe/Neutral
I am NOT a member of society - that follows its unspoken law and code because I refuse to conform and to live as a statistic.,Safe/Neutral
"RT mnwild: CARTS! Ryan Carter nets his second of the year to tie the game, 2-2, with 5:08 left in the first. #CHIvsMIN #mnwild",Safe/Neutral
"Tapi fully beef it with changing saber colour, recharge port, sound system semua tu jadi 2700. Hmm. I should cut down on the spec.",Safe/Neutral
You know what's frustrating? My cousin (his makcik) refusing to accept the fact that the kid should be sent to a doctor for checkup.,Safe/Neutral
"ennuist_ marisa_desu, I kind of wish I was still interested in DaS2, but then again I don't, and plus, GZ reversing is too much fun.",Safe/Neutral
"Pendant_kun, not related to government work, I need important documents for when I move to the UK. I don't only plan to study there.",Safe/Neutral
Lol. Boosted 140 going past a parked cop. Lucky he can't stop and cross a highway. Hope he can't post me a ticket though.,Safe/Neutral
"Emotion not reciprocated or demonstrated. Fuck the feeling. I could cut it out, castrated. Ill-fated feelings got me fucking faded. I fucking hate it.",Emotional Distress
farmifahmi do you have a link for the sabertrio? I do like saberforge but takut nak commit sebab I've seen bad reviews of them.,Safe/Neutral
"farmifahmi I found the link to Sabertrio. I do want to try UB but the hilts are so huge! And thank you so much, man.",Safe/Neutral
It just occurred to me that I've been holding back on buying a lightsaber because I think that the thing is pointless and wasteful.,Safe/Neutral
"farmifahmi, I want to show you a few saber designs later tonight! Please give your thoughts on them. Thank you, you've been so helpful. I'm grateful.",Safe/Neutral
"hananyxnyx, what happened to my 3ds though? I suddenly lost interest in modding it now. So you can keep it until March or April.",Safe/Neutral
RT lizhem65: Love the new album boys 5SOS congrats. Never had a song make me cry like broken home before. So powerful #sgfg #5sos,Safe/Neutral
"Pendant_kun, don't even get upset over it. They're playing the 'but we're your family' card just to take advantage of you, and would that be-",Safe/Neutral
"RT lydiamcrtins: Allie said Bellamy and Clarke would grow on me, and I'm only 6 episodes in, and here I am, madly in love.",Safe/Neutral
"Anyways, this isn't really news because of context clues, but it is #confirmed: Lucifer and Chloe are going to kiss next episode, and I'm going to die.",Safe/Neutral
"cameronhoodkin, there is so much mess in your tweets, but I think you had some fun? So that's good! Stay hydrated and safe, okay.",Safe/Neutral
Gradingus I would have just answered yes to what you were about to say and specify how sausages differ greatly from that other thing.,Safe/Neutral
True love is basically me holding Andy for the first time. I can still remember opening the box like it was just last October.,Safe/Neutral
"Pendant_kun I can tell you when I get on my computer, still haven't done any morning stuff yet... just kinda lazing around in bed.",Safe/Neutral
"JoeNBC Shut up, Joe. Obama was right and Nutty Yahoo wouldn't accept that and kept pissing Obama off, so this is what he deserves.",Attacking Behavior
5SOS_Daily: We are 2k away from 300K!!! What is life?,Safe/Neutral
I've been diagnosed with Depression in the past so I can tell when I feel it and I know to change my mental waves.,Emotional Distress
My companion in Fallout 4 is judging me for my looting habits. Excuse you. Some of us need to build things with random crap.,Safe/Neutral
Funny how a song can transport you to a time and place... remind you of someone... causing a physical jolt... changing the moment instantly.,Safe/Neutral
"adclaidekanes I have literally never had a close this good. This was amazing, thank you God, because I didn't even want to go in.",Safe/Neutral
"Wait. Peluncur is skier, right? So what do you call a skater in Melayu? Skateboarding is peluncur papan, right? Ah. My brain.",Safe/Neutral
People who spread hatred in every tweet every single day. What's your secret? I need some of that supplements. Need to be more energetic.,Safe/Neutral
"As pervy as it may sound, god bless the albino models who posed nude in their photoshoots. My thoughts have been answered (lol).",Safe/Neutral
"lydiamcrtins, stop, this is cute! It makes me feel like it was my birthday too, OMG :( I love you, my person.",Safe/Neutral
"adclaidekanes, also I've literally never wanted to physically fight someone as much as I want to fight her, and that almost happened tonight.",Attacking Behavior
"yesterday on my flight to Vancouver I was watching Supergirl, more specifically, the episode where Alex comes out to Kara.",Safe/Neutral
