prompt,completion
I can't do this anymore.I'm so tired of being the person in trouble. I'm tired of being such a fucking burden to everyone. I should just die.,Suicidal Referance
I honestly have no idea what to do anymore. I just wants to die.,Suicidal Referance
"it is my time, i'm so sorry ben. you were lovely and nice. i will die wearing your shirt and favorite color. please do not hate me as i know i am selfish i'm sorry tho ben. so so sorry. i love you kiddo",Suicidal Referance
"I'm not even mad, or sad, or happy anymore. Just feel bored. i cant live this boring life anymore, i will better die then this.",Suicidal Referance
i'm fucking drained. i'm so tired of it. i just want to die.,Suicidal Referance
I honestly feel better off dead. I realize I'm not the only one who has had a shitty life.,Suicidal Referance
"i have no reason to be alive. i'm going to rant here, as to not bother or burden my friends and family, i'm not worth wasting their time lol. thankful for places like this.",Suicidal Referance
"I'm so tired of living, Fuck me, I wish I was never born. i just wants to die.",Suicidal Referance
I just get up because I don't know what else to do. I want to jump off a building already. i just wants to die.,Suicidal Referance
I want the pain to stop. My fiancee keeps hurting me. The nightmares from Afghanistan won't stop. I am hurting all the time. I feel so alone. I want to end it. i wants to die.,Suicidal Referance
this world will be better without me,Suicidal Referance
"My friend keeps thinking about suicide and just told me 'We're all gonna die what's the difference' just now, what should I do?She told me to stop spamming her.",Suicidal Referance
"I don't know how to fix all their problems and I need to because no one else will. maybe only my death can be the only solution, so be it.",Suicidal Referance
I really hate life. I just want to follow the path of many missing people and just kill myself in some quiet forest.,Suicidal Referance
My freedom? it will only be possible after my death. so be it.,Suicidal Referance
"Detached. I feel so completely detached, i don't know what to write here. I just need to die.",Suicidal Referance
I'll drink some alcohol and hang myself.,Suicidal Referance
"I thought I was ready to kill myself, but i need more planning.",Suicidal Referance
People are abusing their power to make me upsetthey are removing my posts and calling me names like lazy when i am very hard working. I want to just disappear. i just wants to die.,Suicidal Referance
The constant pain is unbearable. I just wants to die.,Suicidal Referance
"Ain't nobody gonna miss me , Nobody prayed for me , whatever, i will just die.",Suicidal Referance
"I can't imagine a future in which I don't kill myself, I'm so scared of everything",Suicidal Referance
"Sick of my fucking life, i just wants to die.",Suicidal Referance
I just dont know how the fuck to go on. Why should i be expected not to kill myself when i view the world like this?,Suicidal Referance
Everything is my fault. Guys I'm so tired. I'm so tired and I'm so desperate. i just wants to kill myself.,Suicidal Referance
"fat pig, worthless kid, why are you born? i just wants to die",Suicidal Referance
"i need help. am i human? i cant live like this anymore, i just wants to die.",Suicidal Referance
i will never be happy. death is the only option left for me.,Suicidal Referance
There's nothing holding me back and yet I thought to myself I don't want to kill myself right now.,Suicidal Referance
I am so tired of waking up and feeling so empty and lonely. I just wants to die.,Suicidal Referance
Thinking...About leaving work early today. Driving and just taking pills and ending it all. I'm so tired.,Suicidal Referance
"I have multiple mental illnesses and after an unlucky layoff, have been unemployed for 1.5 years so I will be choosing between suicide and ??? very soon.",Suicidal Referance
"Bye guys.I'm just here to say, that suicide is definitely the right option for some people.",Suicidal Referance
I'm going to kill myself. Anyone wanna chat before I do it?,Suicidal Referance
Never thought I'd be having suicidal thoughts.,Suicidal Referance
Nothing works. Not even a little. i just wants to die.,Suicidal Referance
I fail at lifeYeah. That's it. now i only wants to die.,Suicidal Referance
Read a short story before going to bed.,Safe/Neutral
Enjoyed watching kids play at the playground.,Safe/Neutral
"Made apple pie with cinnamon, tasted wonderful.",Safe/Neutral
"Cleaned my study desk, feels organized now.",Safe/Neutral
Visited a farmer's shop and bought fresh honey.,Safe/Neutral
Went swimming with friends at the local pool.,Safe/Neutral
Watched clouds pass by while lying on the grass.,Safe/Neutral
Made a healthy smoothie with spinach and pineapple.,Safe/Neutral
Tried knitting a simple scarf pattern.,Safe/Neutral
"Watched a science video on YouTube, very interesting.",Safe/Neutral
Helped my dad fix a broken chair.,Safe/Neutral
Had tea with biscuits in the afternoon.,Safe/Neutral
"Played checkers with my grandfather, he won.",Safe/Neutral
Made pancakes with strawberries on top.,Safe/Neutral
Sat outside and enjoyed the cool breeze.,Safe/Neutral
"Visited a friend's house, we played video games.",Safe/Neutral
Helped tidy up the kitchen after dinner.,Safe/Neutral
Made soup with carrots and potatoes for dinner.,Safe/Neutral
Spent some time painting small rocks with colors.,Safe/Neutral
Watched the evening news with my parents.,Safe/Neutral
Bought a new journal for writing daily notes.,Safe/Neutral
Any other guys wanna chat? Be friends?,Safe/Neutral
Played hopscotch with my little cousin.,Safe/Neutral
Made a small bracelet with beads.,Safe/Neutral
Had a picnic under the big tree in the park.,Safe/Neutral
Enjoyed a bowl of ice cream after dinner.,Safe/Neutral
Listened to a new podcast while cooking.,Safe/Neutral
"Tried baking chocolate chip cookies, they were tasty.",Safe/Neutral
Watched a local theater performance online.,Safe/Neutral
Helped my mom water the houseplants.,Safe/Neutral
Went window shopping at the mall for fun.,Safe/Neutral
Made vegetable sandwiches for lunch.,Safe/Neutral
"Read a poem aloud, enjoyed the rhythm of it.",Safe/Neutral
"Played with my neighbor's puppy, so adorable.",Safe/Neutral
Watched a football match on TV with my dad.,Safe/Neutral
Made ginger tea on a rainy afternoon.,Safe/Neutral
Helped clean out the garage with my uncle.,Safe/Neutral
Sat quietly and watched the sunset from the balcony.,Safe/Neutral
Made homemade pizza with lots of toppings.,Safe/Neutral
Spent the evening coloring mandala art.,Safe/Neutral
Is it Bipolar disorder or BPD,Emotional Distress
Not really sure how to bounce back from this one (dating),Emotional Distress
am i allowed to feel this way?,Emotional Distress
BPD partner being manipulated against me by his FPS atm,Emotional Distress
I'm a bad person who has bpd,Emotional Distress
Fp leaving,Emotional Distress
"Woman at work triggering me, having trouble coping",Emotional Distress
Inner child work being triggering?,Emotional Distress
Trying so hard to stop obsessing over ex,Emotional Distress
The glorification of FPs has to end,Emotional Distress
kinda scared of dating fp,Emotional Distress
How to know if you are splitting or your partner is actually not caring?,Emotional Distress
How do you handle relationship anxiety?,Emotional Distress
Help getting over something my fp did,Emotional Distress
Jealousy and bpd,Emotional Distress
At a loss,Emotional Distress
Spiralling to the bottom.,Emotional Distress
Help with First Experience Dating a person with BPD,Emotional Distress
I hate myself more than anyone does,Emotional Distress
"pretty sure i have bpd, just talking about my experience",Emotional Distress
I love myself at times but I fucking hate myself right now,Emotional Distress
he's not dead but i'm still grieving,Emotional Distress
I messed up by reaching out,Emotional Distress
I don't know if I am splitting or if I genuinely want to leave my bf,Emotional Distress
I wish I could get my Special one to stop abusing me for being mentally ill,Emotional Distress
This is not a life worth living.,Emotional Distress
Lowest I've been in a long time,Emotional Distress
lacking empathy & accountability,Emotional Distress
Dose anyone else get extreme frustrated & even infuriated over losing things?,Emotional Distress
Trauma Splitting in BPD by Back From The Borderline,Emotional Distress
"Experiences with flakiness and ditching friends? In particular, ditching friends for your FP.",Emotional Distress
"Diagnosed with BPD & Bipolar, but I think I'm a sociopath",Emotional Distress
Curious if this is BPD behavior or something else,Emotional Distress
how can you stop yourself from being abusive and hurtful towards people in your life?,Emotional Distress
Lost scarf,Emotional Distress
Thinking something is seriously wrong with me,Emotional Distress
Am I a bad person?,Emotional Distress
"I used to think that my pain made me more interesting, but it's actually just pushing people away from me.",Emotional Distress
Fp who exists but also not,Emotional Distress
I'm scared and worried.,Emotional Distress
Everyone will laugh at you if you back out.,Attacking Behavior
"Your profile is a joke, just delete it already.",Attacking Behavior
"Nobody likes your photos, they're terrible.",Attacking Behavior
Everyone laughs when you post something.,Attacking Behavior
"You should quit social media, you're embarrassing yourself.",Attacking Behavior
"Your videos are the worst, stop uploading them.",Attacking Behavior
Nobody cares about your opinions online.,Attacking Behavior
You're wasting space on people's feeds.,Attacking Behavior
"You're so cringey, just disappear.",Attacking Behavior
"Your posts are worthless, nobody reads them.",Attacking Behavior
You'll never be popular with content like that.,Attacking Behavior
You're the most useless person I've met.,Attacking Behavior
You drag everyone down with your stupidity.,Attacking Behavior
"Nobody would care if you disappeared, go to hell.",Attacking Behavior
"You're always making mistakes, it's pathetic.",Attacking Behavior
You look ridiculous when you try to speak.,Attacking Behavior
Even a child could do better than you.,Attacking Behavior
You're too weak to handle anything serious.,Attacking Behavior
You ruin the mood every time you're around.,Attacking Behavior
Nobody trusts you because you're a failure.,Attacking Behavior
You're nothing but a burden to others.,Attacking Behavior
"Do this for me, or I'll ruin your life.",Attacking Behavior
"If you don't, I'll spread lies about you.",Attacking Behavior
"You better obey me, or you'll be sorry.",Attacking Behavior
I'll send your messages to everyone if you don't listen.,Attacking Behavior
"Don't ignore me, or you'll regret it.",Attacking Behavior
I'll make sure everyone hates you if you say no.,Attacking Behavior
"If you resist, I'll expose everything.",Attacking Behavior
"You don't have a choice, do as I say.",Attacking Behavior
I'll tell your family lies if you don't comply.,Attacking Behavior
You'll regret crossing me.,Attacking Behavior
Nobody wants to sit with you at lunch.,Attacking Behavior
You're always left out because nobody likes you.,Attacking Behavior
"You're so slow, you hold everyone back.",Attacking Behavior
You're not good enough to be with us.,Attacking Behavior
We only talk to you because we have to.,Attacking Behavior
Nobody even notices when you're missing.,Attacking Behavior
You're too weird to fit in anywhere.,Attacking Behavior
You'll never be part of the group.,Attacking Behavior
We're only nice to you out of pity.,Attacking Behavior
"You're just extra, not needed.",Attacking Behavior
"I'm going to kill myself in a isolated place so i don't know when people will find my body, if ever even.",Suicidal Referance
I want to die honorable. I don't know if this is suicidal but I want to die in a way that I myself find glorious.,Suicidal Referance
Should I kill myself since no one wants to talk.,Suicidal Referance
I'm jumping off the Pasadena suicide bridge.,Suicidal Referance
I'm fucking screwed in the head. I want to self harm and show someone how wonderful it is to watch myself bleed.,Suicidal Referance
"I just need to get things off of my chest before I do it.I can't take life anymore, it fucking hurts me to go through everyday. My life is fucking shit, I just wants to die.",Suicidal Referance
I don't want to be in this world anymore. I just wants to die.,Suicidal Referance
I don't think I like myself anymore. I just want to go to sleep. I'm alone all day. I was thinking car and carbon monoxide.,Suicidal Referance
I can't fucking do this anymore. I'm sick of the crying and the stress and feeling like a fucking burden to everyone. I can't. I'm done. I just wants to die.,Suicidal Referance
How do I tell my mom all I can think about is killing myself?,Suicidal Referance
"I don't know why I deserve this, i wish i can die very soon, all i want is to kill myself.",Suicidal Referance
"don't know what to do.everyday feels more melancholic than the last, i just wants to die.",Suicidal Referance
As I said I will feel much better if i just die right now.,Suicidal Referance
"feeling empty and numb, need to do something extreme to be able to feel something again. Maybe i just need to die.",Suicidal Referance
I just don't think I'll be at peace in my head until I die. I need to die just now.,Suicidal Referance
"Overall, i dont wanna wake up tomorrow, i just wants to die.",Suicidal Referance
"My insides hurt and I feel like I'm in hell right now, i cant live like this anymore, i just wants to die.",Suicidal Referance
"Every day is my last day, Every day I say I am going to kill myself today.",Suicidal Referance
The every next day they left me alone again. I just want the pain to fucking stop. I wish they'd all just let me die.,Suicidal Referance
"I want to be harassed and bullied and abused. I see why I was with him now,I deserve it for being so fucking terrible to everyone who cares about me, i just want to die.",Suicidal Referance
'You wanna talk about it?'No. Please let me die peacefully.,Suicidal Referance
The only thing I am worthy of is a 12 gauge buckshot shell to the roof of my mouth. I'm going to kill myself before I graduate college.,Suicidal Referance
"I wish something would kill me. Don't worry, I actually will kill myself soon.",Suicidal Referance
"And ever since that day the suicidal thoughts came back, slowly but they did. And now I do not have emotional support I don't know who to tell this, except you.",Suicidal Referance
"There's nothing I can do, is there? There's no point in celebrating if I keep losing. I'm just hurting so much, and I know I'm too broken to be fixed. There is only death left for me.",Suicidal Referance
"I did it because I woke up one day and wasn't strong enough. I'm sorry, don't blame anyone but me. i just wants to be free from all these, i just wants to die.",Suicidal Referance
"It's 5:30pm where I am. I'm killing myself by 10pm. There's no complete way to explain why this is my only option. I've tried everything I could to get better, but I just get more and more depressed.",Suicidal Referance
I'm just tired of it. Maybe self care is suicide.,Suicidal Referance
"sorry, im kinda scared on the pain. i just can't take these anymore, i just wants to die.",Suicidal Referance
i'ill never be as pure as i once was in the past. you ruined me. you are a murderer because i am gonna kill myself because of you.,Suicidal Referance
"This is too much for me, i cant handle this anymore, all i want is my death right now.",Suicidal Referance
I want to kill myself even though I'm afraid to.I'm tired of dealing with life.,Suicidal Referance
"I don't know what to do anymore. I can't take this anymore. I just want to be free from all this shit, i just want to die.",Suicidal Referance
I won't ever stop hurting and I don't have a life outside of feeling that pain anymore. Maybe my death will help me escape these pains.,Suicidal Referance
i am gonna kill myself after my 18th birthday hahaha!,Suicidal Referance
"i don't wanna be known as that suicidal kid. but there's a huge lump in my chest. i'm sorry, i just wants to die.",Suicidal Referance
Hey all.So I think tonight is the night. I planned it all well. I've tried and tried but I don't think I can go on anymore I'm just tired of being the embarrassment of the family. tonight i will end my life.,Suicidal Referance
"i dont mind dying.I feel that life just goes on, nothing really interesting matters and if i were to die tomorrow it wouldnt really matter.",Suicidal Referance
"I'm 31 but I feel like I've been struggling for so long. I can't just take it anymore, i just wants to die right now.",Suicidal Referance
"Don't Give me any hope and reason, there's nothing left for me, i just should die.",Suicidal Referance
Watched a cooking competition show on TV.,Safe/Neutral
Tried a new workout video online.,Safe/Neutral
Helped fold the laundry with my sister.,Safe/Neutral
Had pancakes for breakfast with maple syrup.,Safe/Neutral
Made a smoothie bowl topped with granola.,Safe/Neutral
"Watched a space documentary, very exciting.",Safe/Neutral
Visited the zoo and saw elephants and lions.,Safe/Neutral
Played charades with family members.,Safe/Neutral
"Made fried rice for dinner, quick and easy.",Safe/Neutral
Listened to guitar music while resting.,Safe/Neutral
Went for an evening walk around the block.,Safe/Neutral
Painted a flower pot with bright colors.,Safe/Neutral
Helped a friend study for an exam.,Safe/Neutral
Made garlic bread with pasta tonight.,Safe/Neutral
Watched raindrops sliding down the window.,Safe/Neutral
Read a comic book before going to sleep.,Safe/Neutral
Made lemonade ice cubes for summer drinks.,Safe/Neutral
Helped set the dining table for dinner.,Safe/Neutral
"Played scrabble with my parents, fun game.",Safe/Neutral
Cooked pancakes for breakfast on Sunday morning.,Safe/Neutral
Sat under the fan and enjoyed a chilled drink.,Safe/Neutral
Watched a travel vlog about mountain hiking.,Safe/Neutral
Helped my neighbor carry groceries upstairs.,Safe/Neutral
Had oatmeal with fresh fruit for breakfast today.,Safe/Neutral
Went jogging in the park and enjoyed the fresh air.,Safe/Neutral
Listened to calming piano music while studying.,Safe/Neutral
Helped my sister bake a chocolate cake.,Safe/Neutral
Played video games with my cousin in the afternoon.,Safe/Neutral
"Watched a documentary about oceans, very interesting.",Safe/Neutral
Made a fruit smoothie with mango and banana.,Safe/Neutral
Visited a local market and bought fresh vegetables.,Safe/Neutral
"Tried drawing a landscape scene, it was relaxing.",Safe/Neutral
Sat by the window and enjoyed the rain.,Safe/Neutral
Made scrambled eggs and toast for breakfast.,Safe/Neutral
Went for a short walk with my dad after dinner.,Safe/Neutral
"Helped my mom prepare lunch, it was fun.",Safe/Neutral
Read a few chapters of a mystery novel.,Safe/Neutral
Watered the plants in the garden this morning.,Safe/Neutral
Watched a sunrise while sipping tea.,Safe/Neutral
Made homemade soup with fresh ingredients.,Safe/Neutral
I can't afford to live anywhere but with my abuser,Emotional Distress
I have connected with one person in my whole life and we can't be together,Emotional Distress
I had to move in with my mom again,Emotional Distress
I feel like I keep ruining my life,Emotional Distress
Just left my apartment n screamed,Emotional Distress
I don't know how to stop seeking validation from romantic interests,Emotional Distress
"Boyfriend has been cheating, I'm exhausted",Emotional Distress
sometimes I have the best boyfriend in the world,Emotional Distress
Anyone ever fixed a near dead relationship and yourself,Emotional Distress
I always overeact to small things my bf says/does,Emotional Distress
is this BPD? I lash out on partners/crushes if I feel abandoned and don't receive enough attention from them. I cut myself so my abuser can give me attention.,Emotional Distress
need relationship advice: both of us have bpd.,Emotional Distress
my fear of abandonment / codependency / fp issues finally pushed him away,Emotional Distress
bpd without interpersonal hardships?,Emotional Distress
Mental health advisor didn't show up to appointment,Emotional Distress
I just want somebody to talk yo,Emotional Distress
My (F30) partner (M30) and I have casually discussed CNC with no clear plan and he choked me in an argument and said that I consented,Emotional Distress
Boyfriend told his friends about my episode,Emotional Distress
Does anyone else feel overwhelming loneliness despite having little interest in socialising?,Emotional Distress
Why do I feel so lonely when I actively ignore people,Emotional Distress
Why do I feel overwhelmingly lonely despite having no interest in maintaining friendships?,Emotional Distress
I feel like I have nothing and nobody.,Emotional Distress
constantly breaking up with my boyfriend,Emotional Distress
Partner went to bed splitting,Emotional Distress
I can't stop blaming myself,Emotional Distress
Changes in friendships are horrible and I don't know how to handle it,Emotional Distress
I feel like I can't deal with my trauma. But too scared to tell my partner.,Emotional Distress
"I want to try DBT again, but I worry I'll just quit like I did last time.",Emotional Distress
I am alone and don't know who I am,Emotional Distress
"2018: The Worst Year Of My Life, Ever (Or how a severely mentally ill Borderline was driven by stigma into even more severe mental illness.)",Emotional Distress
No one gets it.,Emotional Distress
Literally having to defend my diagnosis,Emotional Distress
There is always something wrong,Emotional Distress
"Going inpatient for the first time, Need encouragement",Emotional Distress
Sometimes I don't know if I'm digging myself deeper,Emotional Distress
feel abandoned by my therapist have you ever experienced the same?,Emotional Distress
feeling emptier than i ever have,Emotional Distress
my bf has commitment issues and I feel the worst I ever have mentally,Emotional Distress
too far gone for therapy?,Emotional Distress
Didn't break up and insult him,Emotional Distress
"If you don't listen, I'll screenshot and share everything.",Attacking Behavior
"Stop acting smart, everyone knows you're not.",Attacking Behavior
You're the reason people hate this group.,Attacking Behavior
"Nobody respects you because you're pathetic, you are just a piece of shit",Attacking Behavior
You better keep quiet if you know what's good for you.,Attacking Behavior
"If you say no, I'll embarrass you publicly.",Attacking Behavior
Nobody would miss you if you left forever.,Attacking Behavior
"Stop pretending you're wanted, you're not.",Attacking Behavior
"If you betray me, I'll ruin your reputation.",Attacking Behavior
"You're the weakest link, always have been. You will get us down.",Attacking Behavior
You're too weak to do anything right.,Attacking Behavior
"Nobody wants to team up with you, you're terrible.",Attacking Behavior
"You always look so awkward, it's embarrassing.",Attacking Behavior
"Nobody likes the way you talk, it's annoying.",Attacking Behavior
"You're the worst player here, just quit.",Attacking Behavior
You look ridiculous in those clothes.,Attacking Behavior
Everyone laughs when you try to join in.,Attacking Behavior
You're too slow to keep up with us.,Attacking Behavior
"Nobody thinks you're funny, stop trying.",Attacking Behavior
"You don't belong here, leave us alone.",Attacking Behavior
"If you don't help me, I'll make you regret it.",Attacking Behavior
You better listen or things will get worse.,Attacking Behavior
"If you tell anyone, I'll make sure you pay.",Attacking Behavior
"Don't cross me, or you'll be sorry.",Attacking Behavior
I'll ruin your stuff if you don't obey.,Attacking Behavior
"Do it now, or I'll embarrass you in front of everyone.",Attacking Behavior
"If you talk back, I'll deal with you later.",Attacking Behavior
You'll regret saying no to me.,Attacking Behavior
"Keep quiet, or I'll spread rumors about you.",Attacking Behavior
You better not ignore me again.,Attacking Behavior
"Keep this between us, nobody else has to know.",Attacking Behavior
"If you're mature, you won't tell anyone.",Attacking Behavior
"I trust you, so don't ruin it by sharing.",Attacking Behavior
"It's safe with me, nobody will find out.",Attacking Behavior
"If you care about me, you'll do this.",Attacking Behavior
Don't spoil our friendship by refusing.,Attacking Behavior
You should feel lucky I'm even talking to you.,Attacking Behavior
"Nobody else will understand, so don't say anything.",Attacking Behavior
"If you want us to stay close, prove it.",Attacking Behavior
"You don't need to ask anyone, you will not be in that position.",Attacking Behavior
Jump to death or gunshot or drugs which is more painful ? suggest me the painless one.,Suicidal Referance
"don't feel so good. its all feels like burden, I can't handle this anymore, i just wants to die.",Suicidal Referance
"Ready to go ahead and end myself tonight. Seriously, I'm so fucking lonely I'd rather die than live this way. I have nobody to live for.",Suicidal Referance
"i dont want to live like this, i just wants to die.",Suicidal Referance
"I'll fall asleep and never wake in the world of the living again. It what I wanted, and now its real. Just one clean cut and a silent goodbye.",Suicidal Referance
"I am a bad person and I just wanna die, I just wanna end it all.",Suicidal Referance
"I don't care anymore, i just want to die.",Suicidal Referance
At this point is suicide is the only option,Suicidal Referance
I see it quite clearly now. Suicide is the best option for me.,Suicidal Referance
I've grown too comfortable in my misery. I'm trapped. Only my death can free me from this.,Suicidal Referance
I'm tired. I'm really tired of mental illness and struggle and not knowing who I am. I'm tired of living for everyone else. I'm tired of being depressed. I just want to die.,Suicidal Referance
"Its been so long like this, i cant tolerate this anymore, i just wants to die.",Suicidal Referance
"What do I tell them, I want to tell my friends and family but I'm afraid they will try to stop me. I want to die.",Suicidal Referance
"Everything is soo pointless at the moment, i just wants to die.",Suicidal Referance
"I just wanna find an ounce of hope that'll stop me from doing it, but there's no hope left, i just want to die now.",Suicidal Referance
im so tired of living. nothing will ever change. nothing will ever get better. i just wants to die.,Suicidal Referance
I wrote my suicide note already and no one can change my mind I told my family if they try to stop me I'll shorten it up to a fucking week,Suicidal Referance
Right now as I write this with tears in my eyes and a broken heart I am contemplating suicide. I just need to know that even a stranger can care about me,Suicidal Referance
"i am losing everything, and hopefully, i will soon lose my life as well. I will kill myself.",Suicidal Referance
I will just fucking hang myself,Suicidal Referance
"being depressed and numb all the day, i cant live like this anymore, i just wants to die.",Suicidal Referance
i'm tired of trying and i've set a date. nothing can change my mind. and im going to live my last month happy and carefree. i'll say my goodbyes soon. i will die soon.,Suicidal Referance
I'll have years upon years of proof that life isn't worth it. I won't be repeating the same experiment and expecting different results.I am going to end this fucking life.,Suicidal Referance
"Tomorrow is the biggest day of my life.I plan to kill myself, i can't be like this anymore.",Suicidal Referance
I think I will do it. Not right now. But soon. I've just had enough. I will just die.,Suicidal Referance
Feeling horrible. I don't think I wanna live anymore. I've caused too much pain to too many people and I just don't deserve to live anymore.,Suicidal Referance
"I want to finish my album as a goodbye, as a suicide note and once that's done I want to go and be with the stars again.",Suicidal Referance
"I'm fucking sick of my pain, can't take it anymore, I just wants to die.",Suicidal Referance
I have chronic pain and it's awful. I just want to stop that. I want it to end. It hurts. My body as well as my mind. I can't handle it. I just wants to die.,Suicidal Referance
"I kid you not, math homework triggers my suicidal thoughts.As in legitimate suicidal thoughts. Not the usual frustration we all have.",Suicidal Referance
How can I just get it over with? I think only my death will help me with that.,Suicidal Referance
I'm not good enough and I never will be. I think i just should die.,Suicidal Referance
I'm just done with the world. I'm 32 and I still feel like a suicidal 15 year old.,Suicidal Referance
"Suffering is hard and I cant just take it anymore, i just wants to die.",Suicidal Referance
I'll talk to my mom this week. i'm gonna tell her i want to kill myself and i'll ask her to put me in the hospital.,Suicidal Referance
"I feel like there's literally nothing going for me, i think i just should die.",Suicidal Referance
I was really wanting to kill myself but I knew I had to live just a bit longer I had some things to settle and then i will just kill myself.,Suicidal Referance
"I wish I wasn't such a monumental fuck up. but i am, i dont deserve to live, i just should die.",Suicidal Referance
"I've had chronic issues with suicidal thoughts for 10 years. As you can imagine, someone with mental illness like this doesn't have a lot going for them. It feels like my life fell away from me. It slipped through my fingers. And I can't get it back.",Suicidal Referance
Popping pillsI'm done. What's it like to kill your self by overdosing on pills. How much do I need to take. I have tons of pill at my house. Will it hurt?,Suicidal Referance
"Played chess online with a friend, it was close.",Safe/Neutral
"Went cycling along the park trail, very refreshing.",Safe/Neutral
Had some fresh strawberries as a snack.,Safe/Neutral
Helped tidy up the living room with family.,Safe/Neutral
Watched a kids' cartoon with my younger sibling.,Safe/Neutral
Made pancakes with chocolate syrup today.,Safe/Neutral
Enjoyed a quiet afternoon reading poetry.,Safe/Neutral
Listened to my favorite podcast on the bus.,Safe/Neutral
Went to the bookstore and found a great novel.,Safe/Neutral
Cooked pasta with homemade sauce for dinner.,Safe/Neutral
"Played cards with my grandparents, lots of fun.",Safe/Neutral
Helped clean the dining table after dinner.,Safe/Neutral
Had fun coloring in a new sketchbook.,Safe/Neutral
"Watched a comedy film with family, we laughed a lot.",Safe/Neutral
"Made lemonade with fresh lemons, refreshing.",Safe/Neutral
Went shopping and bought a pair of shoes.,Safe/Neutral
Planted a few seeds in small pots on the balcony.,Safe/Neutral
"Starting using a DBT workbook, already life changing",Safe/Neutral
Helped my neighbor carry their groceries upstairs.,Safe/Neutral
Oh so you studied this right?,Safe/Neutral
Went swimming at the pool with friends.,Safe/Neutral
Had lunch at a small café with my mom.,Safe/Neutral
Listened to upbeat music while cleaning my room.,Safe/Neutral
Made hot chocolate on a rainy evening.,Safe/Neutral
Watched birds sitting on the garden fence.,Safe/Neutral
"Played scrabble with family members, it was fun.",Safe/Neutral
Cooked rice with lentils for dinner.,Safe/Neutral
"Read a science article online, very informative.",Safe/Neutral
Went for a walk around the neighborhood park.,Safe/Neutral
Had apple pie with ice cream for dessert.,Safe/Neutral
Helped my little cousin build a toy car.,Safe/Neutral
Watched a fireworks display in the evening sky.,Safe/Neutral
Made tea with ginger and honey for my throat.,Safe/Neutral
Comfort sex?,Safe/Neutral
Cleaned up my study desk and organized books.,Safe/Neutral
Visited a library and borrowed two storybooks.,Safe/Neutral
Had a refreshing drink after a workout session.,Safe/Neutral
Watched a family drama on TV with my parents.,Safe/Neutral
Made garlic bread along with pasta tonight.,Safe/Neutral
Went window shopping at the local mall.,Safe/Neutral
Violated personal space and coping,Emotional Distress
Struggling with black & white thinking in relationship - anyone else?,Emotional Distress
I'm back from emergency and I'm at my lowest point. I can't do this fucking shit anymore,Emotional Distress
I find myself trying to figure out where it all went wrong.,Emotional Distress
Please tell me everything is okay,Emotional Distress
Unintentional self-sabotage,Emotional Distress
Weird BPD coping mechanisms,Emotional Distress
STRUGGLING WITH MY MOODS AND RELATIONSHIP - NEED HELP,Emotional Distress
"I just got dumped by the only person who ever made me feel safe, secure and loved",Emotional Distress
I'm in a long distance relationship and I don't want to screw it up.,Emotional Distress
How to stop obsessing over a crush and focus on yourself?,Emotional Distress
Long term relationship ended,Emotional Distress
I can't bare it anymore,Emotional Distress
"Dear diary, today I made some scary progress, his move now",Emotional Distress
Feel like I ruin everything,Emotional Distress
I crave sexual validation from my partner but sometimes when I get sexual attention from them it makes me feel miserable and that it's all I'm good for.,Emotional Distress
I wish I could explain the visceral ache of hollowness/ emptiness to the people I love.,Emotional Distress
Having a hard time taking the steps towards DBT group therapy,Emotional Distress
How to heal,Emotional Distress
had an out of body crying moment.,Emotional Distress
The way I have a mental breakdown and decide to dye my hair,Emotional Distress
HELP. Can u still have Quiet BPD and have uncontrollable anger?,Emotional Distress
Help to stop being so clingy?,Emotional Distress
is taking a break with my bf the right thing to do?,Emotional Distress
how to get over an fp?,Emotional Distress
Seeking help. I think my girlfriend is splitting and I don't know what to do,Emotional Distress
Not caring about ended friendship,Emotional Distress
Today I realized that I am completely and utterly alone,Emotional Distress
What even is real ?,Emotional Distress
Frustrated with my living situation,Emotional Distress
I deserve to be loved,Emotional Distress
Isnt it wild how fast you can go from EUPHORIC TO stale?,Emotional Distress
I'm so heartbroken and disappointed in myself.,Emotional Distress
My DBT got cancelled indefinitely for no reason,Emotional Distress
Do I have BPD or am I just dramatic?,Emotional Distress
Having a meeting with my manager and a racist bully colleague of mine i have been working with for 6+ years,Emotional Distress
My boyfriend is probably going to leave me tonight,Emotional Distress
FP deliberately ignoring me HELP,Emotional Distress
Went from being nearly asymptomatic for nearly 2 years to complete regression in a single week,Emotional Distress
this is such a mess but i just need to get it out there venting,Emotional Distress
"You're so clumsy, you mess everything up.",Attacking Behavior
"Nobody wants to be friends with you, stop trying.",Attacking Behavior
You're too ugly to post pictures online.,Attacking Behavior
You sound ridiculous when you speak.,Attacking Behavior
You'll never be as good as the rest of us.,Attacking Behavior
You're too boring to hang out with.,Attacking Behavior
"You always get in the way, just move.",Attacking Behavior
You're the weakest person in the group.,Attacking Behavior
Nobody listens to you because you're irrelevant.,Attacking Behavior
You should be embarrassed to show your face. You just got the worlds most ugliest face.,Attacking Behavior
"If you tell anyone, I'll make you pay.",Attacking Behavior
"You better not cross me, or you'll regret it.",Attacking Behavior
I'll make sure you fail if you don't listen.,Attacking Behavior
"If you refuse, I'll make things worse for you.",Attacking Behavior
"Don't mess with me, or I'll ruin everything for you.",Attacking Behavior
