prompt,completion
Are you expecting?,Safe/Neutral
How many times I have this position for fucking mother realise that I stay here I either,Emotional Distress
Wanted kill him.,Attacking Behavior
"Hello, people facebook. you like the way I'm spamming all your newsfeeds with twitter?",Safe/Neutral
"Not a lawyer, but I was diagnosed with depression when I was 12-13. brother swore and down",Emotional Distress
Getting blown out the worst team the league while they wearing these what gonna suicide note,Suicidal Reference
Maybe I think I deserve die,Suicidal Reference
I not good pretending that I I look like shit I dont smile I still have acne I I have black circles under eyes and I have a very pale skin cuz I never leave house only when I school people stare every day some them point and they just laugh some them give that disgusted look and some them just tell that I ugly that I look like a fucking methhead I fucking depressed for many other reasons but I think this the worst one I also have social anxiety I dont have any friends and I never had a when I try talk someone I just turn red and its embarrassing I have already attempted suicide last month and I still feel like shit,Suicidal Reference
You're tired living for the 1st and 15th and you need some immediately...like when your regular deodora,Emotional Distress
I want you come home right after school.,Safe/Neutral
This sister-in-law sana the left and her the right. it's nice hire your family members and create a conflict,Safe/Neutral
Debt I will kill myself thursday I going stab myself the stomach take a lot pills I not sure which yet sorry for spelling and grammar I sure nobody here cares anyways,Suicidal Reference
Afternoon you too,Safe/Neutral
It's always great hear from actors whom I've directed! trying encourage them join twitter!,Safe/Neutral
I want park.,Safe/Neutral
Last few hour england...,Safe/Neutral
"Pleasant right thank ppl, the best!!!",Safe/Neutral
How many people does wanna rip out really,Emotional Distress
"Why, yes, she the exceptionally talented goose that works for you! and, brioso, well, you just wouldn't understand.",Safe/Neutral
Everyone follow kade,Safe/Neutral
"Omg!!!! theres fires and craziness goin and you cant home cause it, and people are seriously",Safe/Neutral
Lewis,Safe/Neutral
Honestly I'm tired everything and myself can I just die already,Emotional Distress
Females will fucked the head and blame a nigga for them being fucked up...y all gotta take accountability,Attacking Behavior
I wanna fucking die tired feeling pain constantly god I need left alone and cry and wallow misery until I feel better,Suicidal Reference
I dont tell people how I feel because I pretty sure nobody cares about even writing this brings anxiety because I know I have interact with people I just wish I could cry myself sleep and never wake one would every truly miss,Suicidal Reference
"Now playing gardna pistols, tone trump drop die alone (remix) (dirty) street style radio",Safe/Neutral
"Any you are having a boring easter, then send a note msn I love chat with people. msn ninaalbertsen.com",Safe/Neutral
"You know that you have absolutely power... yet. and when you do, this whole thing will dead and forgotten.",Emotional Distress
Why that everyday I hate life more and more I really feel destined miserable forever,Emotional Distress
Daycare damn expensive. and the only reason why getting a discount because the owner knows aunt. but,Emotional Distress
Isn't sad that after seeing a firetruck front a building first thought was look case someone,Safe/Neutral
Hahaha how everyone?,Safe/Neutral
Just woke ...good morning everyonee!,Safe/Neutral
I can this anymore I have hope I a senior college and I just want die I don fit and I feel like one cares about everyday I wake and I try tell myself that today a new day but doesn work I hate everything about myself and I feel alone I have one I don care how I look and I don even want get the mornings I just want end all end all the suffering and the pain I just want feel nothing for anxiety and depression leave alone I don know where turn but I just can keep doing this anymore,Suicidal Reference
I hope you're planning a kennel launch party,Safe/Neutral
",trench,I'm not feeling happy",Emotional Distress
Living a hardcore empath hard. I'm tired being nice and putting emotional labor into those who are undeserving,Emotional Distress
But characters? last tweet wouldn't have made the cut...,Safe/Neutral
",united states,why everything cancerous now. like I cant even remember anymore all this corporate crap has always been here not but it's freaking stupid. I just want watch a youtube video, I dont want force-fed a stupid product every time I online like its cable tv.",Safe/Neutral
Please forgive I tried get help I dont know what else say I tired being a burden everyone else I tired everyone writing off I cant help who I and I have tried get help I have a plan and a few weeks I will longer a part this world,Safe/Neutral
I feel like time coming soon like I running out time I had enough and I ready call quits I attempted before but this time I can afford fail I have many different pills and other ways I can end I just need figure out the best time when maybe tonight maybe tomorrow who knows,Suicidal Reference
I dont know anymore these words make life a living hell matter who I say the sudden absence happiness I know only sadness I have nothing look forward because I have fucked chances even having something decent job girlfriend and absolutely nothing motivate this point I dont even know why I still alive pains that I alive,Emotional Distress
"I work with a lot russians the socal office and they look completely miserable. whenever I see them,",Emotional Distress
"Hello, world!!! tis first tweet",Safe/Neutral
She want kill him.,Attacking Behavior
'suicide has now become new world and I desperately searching for answers. because those that knew him bes,Suicidal Reference
"Has anyone had great success stories twitter? so, I would love hear your story.",Safe/Neutral
Awesome I believe you're all jealous. but I sorta dont wanna dancing tonight. someone else drive me?,Safe/Neutral
Got the best team the east. the chip.,Safe/Neutral
Watching some his old stuff youtube... ahhh the memories,Safe/Neutral
"I know I can get all the things I want life, but when does get feel like least fixing mouth say",Safe/Neutral
"Damn right!, kinda hate myself for not having the system lay on... being poor sucks",Emotional Distress
"Stanford summit 2008 short video remebering magical, funtastic,roller coaster ride",Safe/Neutral
When I was middle school I wanted emo don't judge,Safe/Neutral
God that jim acosta did that woman was fucking abuse what you think trump has done fucking women,Attacking Behavior
I newly married and husband wonderful I love him much are very much love why I suicidal I honestly cant figure out days out I absolutely fine happy positive excited about life then hits depression crippling anxiety suicidal thoughts I cut I cry I crumble days like this I cant believe that anyone cares all about except husband then I feel like I dont deserve him and sometimes push him away whats wrong with what should I I just cant shake the thought that everyone would better off without especially husband,Suicidal Reference
Nothing before blogworld expo the schedule this stage have netbook will travel tho',Safe/Neutral
Thanks for very quick service fitting shiny new number plates,Safe/Neutral
I feel like one cares I just want die maybe then I feel less lonely,Suicidal Reference
"Today, one year ago, I lost a neighbour, and friend, here a quote that got through worst",Emotional Distress
"I feel sorry for followers, cause posts probably take their entire page",Safe/Neutral
Morning tina the fact we'll something with it. wouldn't great was something big?,Safe/Neutral
"Wow! just back from longest ever non stop run, miles. now I truly know what sore legs feel like! delighted tho",Safe/Neutral
"Greetings jason. far, twitter's great today. thanks for taking a moment for us. enjoy your swim. hugs, angel",Safe/Neutral
But his blood runs through instrument and his song I,Safe/Neutral
Tired living this life,Emotional Distress
She want a doctor,Safe/Neutral
"Good morning, .... only about eight hours until noodles.... the only positive thing I can think right now",Emotional Distress
It's going a beautiful day - I going have a new granddaughter!,Safe/Neutral
You guys are mean I would never wake friends,Emotional Distress
"Mesh mohm, I just wanted you know that you the softest person came miserable life this sweet",Emotional Distress
Disappearing when you wake but theres nothing afraid even when the night changes will never change and you,Safe/Neutral
Tired living with these niggas.. only months,Attacking Behavior
",,god kill literally just. fuckin hang stab burn alive",Attacking Behavior
Hot chocolate,Safe/Neutral
What a great feeling and never gave well done kept a cool head all weekend. nothing,Emotional Distress
Whyy dont you update somemore mom! have a blessed day!,Safe/Neutral
Cheated drunk and now I wanna kill myself didnt know what I was doing was shitfaced drunk now I all alone with and friends hate for cheating I dont want feel pain anymore,Suicidal Reference
"Having someone want your love, your passion, your heart and your soul... return all kind measure... this the greatest gift all.",Safe/Neutral
"Mate working! like a charm, prepared tweet feed! some interesting people follow too you can find them",Safe/Neutral
Regional australia would siberia without the abc,Safe/Neutral
Who the fuck looses their damn keys? I hate myself,Emotional Distress
I wanna die pls I'm tired everything,Suicidal Reference
Ello you were fab doi going the tour tmwr cant wait!! xxx,Safe/Neutral
Thanks! it's just what I think.,Safe/Neutral
10x man any tips ideas?,Safe/Neutral
I want a engineer.,Safe/Neutral
"I want out the sun, walking down a beach, with joey",Safe/Neutral
I sexually harassed crush I feel like there place for the world for a long time now about half a year I have been touching crush who not interested without consent I work alongside him and are both part a very tight group friends has see every day and every single time I try touch him stare him and sometimes even take pictures him only recently I have realized the implications what I have done and that I hurting him I feel like I betrayed him and myself for doing something that completely against all values I want change and I know I can but I amafraid I will lose the will live I cant get myself stop touching him,Attacking Behavior
I hate when I have rate group members because I always rate them higher than I rate myself knowing damn,Emotional Distress
And the consensus was...,Safe/Neutral
What are you saying about yourself,Safe/Neutral
Lololololol I hate how I trust people with ugly pictures myself and then they break that trust like lol damn lik,Safe/Neutral
When you trying out for pre-game and you hear... come take this pic with your family!!! well... happy,Safe/Neutral
"Af1 call, theresa may tried flatter trump with congratulations for gop wins the midterms. responded berating",Safe/Neutral
Doesn't want give but he's afraid even touch the equipment much less pack up.,Safe/Neutral
I didn't realise you were trustee. there are loads you aren't there? find rase structure quite confusing!,Safe/Neutral
"I feel infinite sadness soul and I feel lonely, empty, disappointed, desperate, distressed,",Emotional Distress
Have fun! bet you unearth all sorts goodies!!,Safe/Neutral
Not tired.,Safe/Neutral
I want one those,Safe/Neutral
Workplace gets much better when good weather strikes.,Safe/Neutral
Beans toast with simona. can get any better,Safe/Neutral
Get back work,Safe/Neutral
Why cant I loose enough blood period that I just die ugh idk see a doctor,Safe/Neutral
",kaycee!! glenn!! dont want here anymore I wish I was dead",Emotional Distress
"I fell love with her courage, her sincerity, and her flaming self respect. I love her and the beginning everything.",Safe/Neutral
The false information hanyu never having study like any other person didn't have wake 5am take ent,Safe/Neutral
Hey black hair suits the way,Safe/Neutral
"I hate that I war with myself daily. I hate living home like this, I told emotions don matter. I",Emotional Distress
I fucking hate whole family all they making feel fat and I'm done with feeling bad about body and const,Emotional Distress
"A watched pot never boiled, mate distraction the name the game",Safe/Neutral
Dunno why phones done dirty and made videos and cos face recognition with the background,Safe/Neutral
Spent day doing 'research' ... I'm feeling great! achievement!,Safe/Neutral
Lol good should all dress twitt bird and listen twit podcast all night! thanks,Safe/Neutral
Poor fortunately you have a good sense humor,Safe/Neutral
About open birthday presents,Safe/Neutral
"After looking the american suicide statistics, I was shocked see that white men their 40s-50s lead. right",Safe/Neutral
I have amazing people life that encourage nothing except the positive. thank you lord for blessing me.,Safe/Neutral
"Yeah, we're going have neither, but it's all good. hope you do.",Safe/Neutral
This the best thing pop twitter all day what cracks that billy too,Safe/Neutral
Why yes,Safe/Neutral
Thanks! I not getting off twitter just yet.,Safe/Neutral
Home sweet home shower time,Safe/Neutral
Just wanted say a big thank you for being such a great airline. a travel writer things like this mean a lot!,Safe/Neutral
"What 'bout something a bit more lo-fi.. dictation (failing that, one those projected keyboards)",Safe/Neutral
I was called yesterday the guidance counselor's office. I thought I did something bad was blocked. I,Emotional Distress
What the fuck have I been doing with life lately?,Emotional Distress
"Ok, everyone who's racing this weekend, with a picture your car the make and model. I'll put all blog",Safe/Neutral
I don't want them using phone.,Safe/Neutral
"Can't wait until the new star trek movie comes out, looks good",Safe/Neutral
I want you sense magic without touch.,Safe/Neutral
When that muffin guy said please somebody kill I felt that shit,Attacking Behavior
"Planning that, too. while transit anyway",Safe/Neutral
I got twitter ipod touch yaaaaaay!!!!!!!!!!!!!!,Safe/Neutral
The orange app really disappointing. low quality video streams and obviously nothing interesting the,Safe/Neutral
I don love anything I can get hurt,Emotional Distress
How great that?,Safe/Neutral
I a fucking lunatic when I get angry terrible I need work this bad before I end doing somethi,Suicidal Reference
Yea you're right it's shite,Attacking Behavior
"Trying find something formal wear a casual closet, jeans and popculture shirt will good enough.",Safe/Neutral
Congratulations again for taking the asia regional finals title! thanks for giving out,Safe/Neutral
I don't want you start feeling neglected.,Emotional Distress
It's take the river from sydenee,Safe/Neutral
Even I can't run that far! yet!,Safe/Neutral
It's one the perks working for the nyse ger!,Safe/Neutral
Going back straighten hair download some nds roms first though,Safe/Neutral
Fake news just went ballistic. get ready. you thought fake news was bad? deep fakes,Safe/Neutral
"The thing remember is, obsessing sucks energy you could put into that new story! I say kick worry the curb.",Emotional Distress
Hide well from everyone!,Safe/Neutral
Damn I fucken hate shopping then I feel sooooo broke. like I can even enjoy myself anymore,Emotional Distress
I great and wonderful I worth except not enough anyones first choice everyone tells how wonderful I but not enough loved like I love others I put aside everything for people but I too crazy hold a job too nothing really loved I not entitled and I dont even have the right die own terms and I asshole for being angry about for being upset that I there when other people treat like shit and cant bothered wheni amhurt,Emotional Distress
"Why I destroy all opportunities? I going kill myself accident? I only get worse, does that mean a",Suicidal Reference
Who cares? happened and the past. you have nothing apologize for. hillar,Safe/Neutral
Maybe more hugs what I need,Emotional Distress
Guess who just posted universal causality? me!,Suicidal Reference
God fuck a dumb fucking idiot who called out personal instead sick guess whos getting their third reprimand,Attacking Behavior
"I I thank them for example when their code doesn't have many bugs, when they make easy for automate.",Safe/Neutral
And that's why are the classrooms working with them. right?,Safe/Neutral
Like all I want shove a knife into fucking stomach I hate myself god damn much,Emotional Distress
Good morning!,Safe/Neutral
I hate that I not okay. I hate that I fucking want kill myself but don I don want leave family,Suicidal Reference
",,is horrible that I want commit that I dont want here anymore",Suicidal Reference
I think I'm going try making those newspaper thingies this year. got a lot herbs grow!,Safe/Neutral
The train more shopping yay,Safe/Neutral
About paper works the eve his birthnight!,Safe/Neutral
Overwhelmed and enjoy,Safe/Neutral
Todd loves steps,Safe/Neutral
I love you I love you,Safe/Neutral
Chillin with lucy...beautiful day today,Safe/Neutral
Obviously,Safe/Neutral
I wanna sleep forever and never wake tired,Suicidal Reference
I know that's real. fell asleep I'm editing video...,Safe/Neutral
Can't find any nice words for a .tel domain haha,Attacking Behavior
"I hate myself, and damn autocorrect",Emotional Distress
Off dundrum with martin,Safe/Neutral
I had unexpectedly put down one rabbits last week and hurts like hell. it's bad enough when,Emotional Distress
Just got out the shower. nothing says 'wake up' like body lotion your hair,Safe/Neutral
What was channel and time prog politicians with formal training bathe simplexity a cnutroy!!!!,Safe/Neutral
"Reading through some interesting articles our own extranet, surprisingly good stuff",Safe/Neutral
And then I stole that shirt. and sold ebay,Safe/Neutral
Sounds like a top movie really? I don't know who that but they should hah.,Safe/Neutral
Morninggggg how I just now when alarm went off two hours a go...,Safe/Neutral
I only have like few thesis chapter and like its oso like already filled but lazy ass being extra,Emotional Distress
Watching arthur cos I'm way cool,Safe/Neutral
Can this please over with? I'm tired everything from coffee maker have a popup tel,Emotional Distress
"Commiserations, bad I had heard is?",Safe/Neutral
Somebody just please kill before life gets any more stupid?,Attacking Behavior
"Hey ho, jared! I'm vegan too...hope you're all right",Safe/Neutral
Eating kebab the sun. sounds like a bad song title. ha! that one too,Safe/Neutral
Thanks and for the enternships.com plugs,Safe/Neutral
"Ive lost a lot interest nascar and dont think I will tweet from here much anymore. you still want friends something, you can follow less popular twitter page can friends there.",Safe/Neutral
Wow I want die! somebody fucking kill me! please!,Attacking Behavior
Tweet dreams,Safe/Neutral
Playing the clarinet makes happy,Safe/Neutral
Found thomas'and waiting,Safe/Neutral
Who keeps you your family safe free,Safe/Neutral
Busy day...update tonight,Safe/Neutral
Michael jackson a sad existance a man.. I've already met alanis prince last hope.. keep the faith..,Safe/Neutral
Hello back and thank you!,Safe/Neutral
"Sounds pretty fine and very pleased hear that creepy your cup tea, too!",Emotional Distress
Malese answered question twitter! check outt malese her twitter it's about youu,Safe/Neutral
Wheat thins and diet dr. pepper breakfast champions...or people who wake-up late and grab the first thing they can find...,Safe/Neutral
Choose a job you love and you will never have work a day your life. happy future our amazing students,Safe/Neutral
Hope you guys have a safe flight,Safe/Neutral
I think I going redecorate living room but I tired moving stuff around,Safe/Neutral
",,fuck this shit I want dead I dont have here anymore",Suicidal Reference
I have been reading about a group called dignitas switzerland they provide assisted suicide via drugs that the member you have become a member administers themselves anyone have any insight americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully,Suicidal Reference
",portland, or,every kid has had a tantrum today I dont want here I dont want hear anymore crying I just want home and pet dog",Suicidal Reference
"Oh, the puns. the bad, bad puns. I think I'll quite like the new clear sounds though",Safe/Neutral
These things are literally everyday occurrence for family ever since parents came this country.,Safe/Neutral
Reminder release date set for easter sunday,Safe/Neutral
I'm fucking tired living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking,Emotional Distress
Work slave I really feel like only purpose life make a higher man money parents forcing through college and I have too much plate I owe a lot money I know this the easy way out but I really tired all these issues are top dealing with tensions america well I want rest,Emotional Distress
"Another year has passed and I still alone, sad and suffering. will I ever live with dignity? will",Emotional Distress
And (briar copywriting)- awesome combination,Safe/Neutral
What now I everyone knows I want kill myself but nobody really acknowledges though even I did would just inevitable and nobody would give a shit which true and I amfucking sick its been like years suicidal thoughts but over time theyve become disgustingly close becoming reality and I fucking scared I just want die you know maybe I will,Suicidal Reference
Life has purpose I broke lonely and miserable I life a sack shit family legitimately hate I poor I have some friends but dont hear from them unless I get touch first I have been single for almost a decade generally I with being single but depression grinds world a halt doctors dont help nobody around seems understand this has gone for years I tired cant any more I just want lay down and die quietly all I want life disappear,Suicidal Reference
Phillies game with becca tonight,Safe/Neutral
Lol I love it!!!,Safe/Neutral
I tired living a country that has become about taking sides. bitch can all just love and respect each other,Emotional Distress
Have a nice day,Safe/Neutral
I love jesus too and getting ready for school,Attacking Behavior
"Update phone real quick, was car the whole god damn time. I really fucking hate myself.",Emotional Distress
Jimin happy. I love him.,Safe/Neutral
"You take time think about a date, but I want take you out tomorrow look engagement rings.",Safe/Neutral
A bit happier. she found her chanel sunglasses.,Safe/Neutral
Adam sandler before became shit predicted future mental state...,Attacking Behavior
Incredibly sad and poignant story about suicide,Suicidal Reference
"I got box!!!!!!!!!!!!! I'll pick tomorrow, priscilla!",Safe/Neutral
"Brother died from depression. also frequently exercised, had supportive friends family, was successful school I",Emotional Distress
"Just keep going forward, matter what",Safe/Neutral
Life way too good for feel angry and miserable all the time,Safe/Neutral
I don't wanna fucking here anymore,Suicidal Reference
But italian basic for now,Safe/Neutral
Haircut! feeling fresh and clean,Safe/Neutral
Data.gov comes life! (even the form a jpeg image all great things start like that,Safe/Neutral
Unfollow now all gonna talk aboutfor therestof miserable life,Safe/Neutral
"I thought meant you are destiny too! cause the song! hahaha, and yes, they're coming.",Safe/Neutral
Tired living with childish people,Emotional Distress
When dog does end passing on... life will seriously a tumbling downwards spiral....... that life. shes life.,Emotional Distress
Just watched chris moyles quiz night from last night! alan carr too funny! he's the best,Safe/Neutral
You are a big piece the rainbow..shine big shine bright and I will see you out there sparkle friends forever,Safe/Neutral
Have you had your hair cut? looks really good,Safe/Neutral
The end the day I this point life where I truly not give a fuck I give a fuck about you,Attacking Behavior
Feel lucky work with shining young stars honored today ...,Safe/Neutral
"Losing those guys huge, but you gotta deal with it. time call weber for the price take some nyquil",Safe/Neutral
I hate when I want self-pitying but mind refuses let like damn I just wanna feel sorry for myself,Emotional Distress
Love the way skype fades music back when a call ends... I'm easily impressed,Safe/Neutral
Congratulations india beating pakistan 3-1 thank you for the advance diwali gift,Safe/Neutral
Tell her simon 'who used from tuks fm' says,Safe/Neutral
Damn have make a proper website one day with the help tiff,Safe/Neutral
Least its not raining today,Safe/Neutral
Morning started out bad I just want home and sleep forever,Safe/Neutral
I think was lack saying anything all that was pretty stupid when I met harry. I was acting all cool and,Emotional Distress
Taking son have his braces taken big day teen age boy's life!,Safe/Neutral
"Thanks matt, I'm glad you like ... algorithmic music gigs planned far though",Safe/Neutral
"Like the man I end spending the rest days with aint him, I feel like going hate life.",Emotional Distress
I hate parents much I want kill myself spite them especially dad I almost not want have children because I not want dad become a grandfather just like how didnt want have a girlfriend friends growing I dont think I would even goto his funeral died I hate you from the bottom heart you only had order chain down mom you hated and ignored yelled since I was a little boy and now I hate you forever this hatred killing,Suicidal Reference
"Just some teething problems, new house I will friends",Safe/Neutral
I miserable I've never been this miserable life simply baby,Emotional Distress
Love the videos william new twitter,Safe/Neutral
"Cool, I've got more followers! people are interested.....",Safe/Neutral
Congratulations team! thanks much appreciated.,Safe/Neutral
Tired merely existing. want get living.,Emotional Distress
I wanna kill myself fucking done,Suicidal Reference
List short does that mean the god huge too? lol,Safe/Neutral
Haha flight the conchords was bloody hilarious last night chur chur,Safe/Neutral
You the picture?! cus damn both looking good!,Safe/Neutral
"Well, can you link anyway???",Safe/Neutral
I tell a psychiatrist that I suicidal will they immediately have shipped away and handcuffed a bed I always lie,Suicidal Reference
Fucking hell prada saved the day!!!,Safe/Neutral
Where are the easter eggs,Safe/Neutral
The kinda bad bitch that's ready die anyday now,Attacking Behavior
I sick and tired being blamed for everything that I actually waiting for the day I die.,Emotional Distress
Ohhh sending loads positive vibes your way,Safe/Neutral
All I have say about studio setup that I'd die without flat files. designed whole studio around them.,Emotional Distress
Tell about it! we're going try that puresleep mouth piece will let you know how works,Attacking Behavior
Congratulations all your accomplishments! you are amazing person inside and out!,Safe/Neutral
"That's pretty cool, man. I'm not a fan, but lossless ftw! I'll check out ...",Safe/Neutral
Random thought .I'm glad I live the time gps cell and navi car nothing confused,Safe/Neutral
Sickening. what sickening elect ppl like the lib,Emotional Distress
",,everyone says better off but I dont want be. I dont think that. doesnt quite matter what I think anymore. out here.",Emotional Distress
Landed belfast. it's wee this wee that,Safe/Neutral
"Haha, they are a flamin distraction",Safe/Neutral
Uhuhhhh. word fail. it's 'shipwreck the sand'. obviously too early,Safe/Neutral
Plans have changed for the better... out for a mtb ride the sunshine now,Safe/Neutral
I want fucking die,Suicidal Reference
Uni playing potc outside and free hotx buns. I feel lovvvved,Safe/Neutral
"Have a good day jessie, and I'll tell you for why, it's your birthday!",Safe/Neutral
Glad see you've toned down your sell. still like the software,Safe/Neutral
"And I sick love songs, tired tears. I done with wishing, you were still here.",Emotional Distress
"Hope have a good ride the weather decent, only the weather was like that where I live",Safe/Neutral
Stop speaking such a sophisticated way please. it's hard for keep up!!,Safe/Neutral
"Sitting the sun, baking degrees wonderful",Safe/Neutral
Haha too! reminds and daddy the monkee's old show same here can't wait! lol. whattt?,Safe/Neutral
I cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted I havent filled out any college applications because I didnt even plan living this long I just want die I can stop disgracing family and inconveniencing mom I kind want a ballistician they look bullets from dead bodies see what gun came out but honestly I more likely the subject one and I dont have any friends out school why I like this,Suicidal Reference
Offense defense passive violent. I cut wrist and heartbeat silent,Suicidal Reference
Dcu elections today,Safe/Neutral
Tired living. whats the point living I keep whining,Emotional Distress
I shouldnt want kill myself I have many advantages life all immediate family alive and still involved life I have several friends who I frequently talk I make more than enough money live easily but every night I home and drink hoping I will forget about how much I just want all end every single moment that I sober I spend thinking that people might actually see for who I really a lazy waste space who lucked into success and wheni amdrunk I worry that people will find out thati trying slowly kill myself with alcohol fuck I always thought I could just successful I would happy well I not,Suicidal Reference
Totally craving chocolate and starbucks...only days left,Safe/Neutral
",,I dont think I want twitter anymore. I'm not adding anyone's life here.",Safe/Neutral
Breaking democrats just flipped from !!! big congratulations congressman-elect,Safe/Neutral
I not sure normal consider suicide a normal basis I engineer for a larger corporation and lately I been thinking what the point all,Suicidal Reference
Voted for 'entry ellisdabomb that was incredible...might have play some fifa now,Safe/Neutral
I want die and dead,Suicidal Reference
The girl I was fucking with the one that made not kill myself a night I was just done out being institutionalized,Attacking Behavior
I got hours sleep last night. double shot latte and I'm good,Safe/Neutral
Gosh. I didn't think you were that old. well I'll still like you when your hahaha.,Safe/Neutral
I have now.... make duty for tomorrow...... goodnight all....,Safe/Neutral
I have bipolar disorder and I have become hyper aware mood swings they get bad enough where I can barely get out bed talk friends even work and during the manic episodes I dont sleep maybe hours night mind races I make highly unrealistic goals and then get hit again with the crippling depression,Emotional Distress
"I have nothing live for dude, shits sad.",Emotional Distress
"Typical metro, can't even get that right.",Safe/Neutral
Awesome photographer,Safe/Neutral
Excited for two more sleeps any she doesn't have wear the stupid goggles bed anymore.,Safe/Neutral
I just wanna goto that concert damn bad but would hate myself I spent 300 that ticket right now,Emotional Distress
I would say philosophical,Safe/Neutral
I not correcting anything I just live life calmly and I have nothing with what going this miserable world,Emotional Distress
"Shit!! this could get out hand and theres dancing place!! hoe down, shindig! nada",Safe/Neutral
See anastasia!! have a marvellous day,Safe/Neutral
Need fucking move out already tired being told what when and most all not having a fucking roo,Emotional Distress
I should have mine today then,Safe/Neutral
I sick and tired living.,Emotional Distress
Far has been all shopping more again today heehee what to?,Safe/Neutral
Gonna school. back around,Safe/Neutral
Homework all day... assignments due (but they're almost done!),Safe/Neutral
I have been a suicide rehab center for the last month I just over life not sadness depression I just give would just easier dead,Suicidal Reference
Now washed and dressed,Safe/Neutral
"For the past week I I been thinking about nothing. I want disappear, why I feel trapped the",Emotional Distress
What did you want say?,Safe/Neutral
"The one damn time I don watch raw, becky and the smackdown women division attack the raw women division and",Attacking Behavior
Leaving house now gonna switch texts,Safe/Neutral
Yumm jeremy kyle and a bacon sandwich,Safe/Neutral
I'm not really feeling the whole 'going class and being productive' thing today....hooky?!,Safe/Neutral
"Congratulations a race well run, and won. been a wonderful honor representing arizona the senat",Safe/Neutral
Loves the weather and goes a bike tour with her doggy now,Safe/Neutral
Goodnight I really want fucking kill myself,Suicidal Reference
Fuck you I fucking hate you,Attacking Behavior
Can believe I lost damn car keys smh mind you the damn house key there this the 2nd time drunk a,Safe/Neutral
Muttering I wanna die myself daily for a few months now I feel worthless shes soulmate I cant live this horrible world without her I lonely I wish I could just turn off the part brain that feels,Suicidal Reference
That skill takes time and iq. a center could run other bigs off the floor and force other teams small a,Safe/Neutral
Everything with a good heart and expect nothing return and you will never disappointed.,Safe/Neutral
Make sure you email enter this month's giveaway makeup from pink quartz minerals!!,Safe/Neutral
"Anyway you cant accept that ive moved from you sickos, fuck yourself, ill just keep avoiding your sorry asses",Attacking Behavior
"I'm absolutely interested! I'll shoot you info a dm, course feel free share a reply and I'll retweet.",Safe/Neutral
Accepted benefits from a hostile foreign government and conspired with michael cohen violate,Safe/Neutral
Caution can addictive,Safe/Neutral
Doctor I'm afraid may never wake from his coma,Emotional Distress
God! can herme tired please kill I want die,Emotional Distress
Hahah yeah see I told you! coffee bean's chocolate ice blended way better! let know how's the show tonight,Safe/Neutral
I keep fucking what matters the most and I fucking hate myself god damn much for being like that,Emotional Distress
I'm for it! can't wait here more details,Safe/Neutral
Everything okay but nothing feels okay I always been a bit unhappy a kid too I think although I can remember much childhood I dont want kill myself but sometimes that thought just comes creeping and scares a little a few weeks ago a problem came was a financial problem quite fixable but I just couldn handle I tied myself a noose and everything I was gonna I was all alone the house with dog there was really one that would able stop I didnt anything but I felt like I could have done completely impulse over a fixable problem leaving behind everything I love and hopeful future I feel now too creeping everything should fine but I cant help the feeling that I should just like everything would easier for everyone they would just realize how little they need,Emotional Distress
Shouldn't that life the 'car pool lane' friend,Safe/Neutral
Also again I hate making a comeback bcs I caused many bad things that shudnt have happened bub,Emotional Distress
A future therapist damn like that sometimes,Safe/Neutral
Haha a I had amazing pizza 2day for much after photoshoot I will take out hehe..u gonna answer fone 2night?,Safe/Neutral
Yes is!,Safe/Neutral
I love you,Safe/Neutral
Mrs always telling off for this sit and enjoy the moment instead trying take photos it!!!,Safe/Neutral
"Wait I take this back, I fucking hate living markham and I want actually kill myself damn",Attacking Behavior
Awww sweetness! but he's still a cutie!,Safe/Neutral
Cute,Safe/Neutral
Life's short man I couldnt stress enough how important for you live your love with peace and good energy!,Safe/Neutral
Awesome time tonight. I knew you would check twitter before bed.,Safe/Neutral
I like the sound new job title. inventory manager.,Safe/Neutral
I fucking beg you just leave here die I deserve,Emotional Distress
"The worst part I tire easily and I love napping. fortunately I don get tired until after work,",Emotional Distress
When chelsea brings chocolate and diet coke I'm happy again,Safe/Neutral
I think she was merely directing the comment you because she thought you might want know.,Safe/Neutral
I not want all this.,Emotional Distress
Sometimes you never know how bad you fucked until one day you wake with nothing,Emotional Distress
Liberals say conservatives are evil. nothing further from the truth! believe live let live libs think that big,Safe/Neutral
want take that perfect selfie? here what you should looking for your phone camera!,Safe/Neutral
"I just want remind all that without iris, barry allen would dead right now. but she useless right?",Attacking Behavior
"I feel better today, got some sleep and its not raining can take the beasts out",Safe/Neutral
During revamp and shortly after. they're out now real trouble... but I'm going good not bag them publicy,Safe/Neutral
I want a businessman.,Safe/Neutral
After effects has frozen and I did not I repeat I did not save edit I want actually fucking die .... took,Safe/Neutral
God sweet nicotine and tar I crave you both bad today what wrong with lol hahaha,Safe/Neutral
Welcome the jungle!,Safe/Neutral
",chicago, il,life hard. I never thought I come onto social media vent talk about feelings. but man life sucks. I dont want attention but I know this tweet makes look like I do. I done streaming, youtube, and just playing games all together. just don wanna here anymore.",Suicidal Reference
