prompt,completion
You ruin good things just to feel powerful. No wonder nothing ever lasts around you.,Attacking Behavior
"You act like respect is owed to you, but you've done nothing to earn it.",Attacking Behavior
"I don't fear death, I fear dying without anyone understanding why I chose to go.",Suicidal Reference
Sometimes I clean my room just in case I don't wake up the next morning.,Suicidal Reference
Have you ever wondered how having a mental illness could impact your insurance coverage? #mentalillness,Emotional Distress
You love giving criticism but fall apart the moment someone calls you out. Hypocrite much?,Attacking Behavior
"It feels like I'm existing out of habit, not because I actually want to continue.",Suicidal Reference
Sometimes I think my absence would be easier for everyone to handle than my presence.,Suicidal Reference
It feels like my existence is just one long countdown I never agreed to start.,Suicidal Reference
How many parents would know what to do if their child was diagnosed with depression?,Emotional Distress
Many people have toxic friends and are unaware. I think I have some toxic friends.,Emotional Distress
Scared baby Elephant Rapa's cries saved him from drowning. Many thanks to the DSWT team!,Emotional Distress
"People don't leave you because they're disloyal, they leave because you're impossible to be around.",Attacking Behavior
"You act superior, but deep down you're terrified people will see who you really are.",Attacking Behavior
"I save motivational quotes not because I believe them, but because I wish I could.",Suicidal Reference
"They think I'm withdrawn, but really I'm fading and don't know how to stop it.",Suicidal Reference
I'm not counting days anymore. I'm just watching the world pass me like a stranger.,Suicidal Reference
"It's not drama, it's decay. A slow unraveling of everything I used to hold onto.",Suicidal Reference
This is the last time I'm going to take this bus to work. Feels weird.,Emotional Distress
Two weeks off. I can't fucking wait! I need to get away from work now.,Emotional Distress
You pick on the weakest and flinch when someone stands up to you. Real brave.,Attacking Behavior
"I've had my little car a year today. Happy Birthday little car, still going strong",Safe/Neutral
"It's not one big thing, it's the constant, quiet suffering that makes life feel unbearable.",Suicidal Reference
"I feel like I'm slowly fading, like a photograph left too long in the sun.",Suicidal Reference
Even small talk exhausts me when I'm using all my energy just to stay alive.,Suicidal Reference
"You can't go a day without complaining or criticizing someone, it's how you feel important.",Attacking Behavior
"I get through the day by pretending everything's okay, then collapse the moment I'm alone.",Emotional Distress
"Your little sister walks home alone at 3 PM. Be smart, do what I say.",Attacking Behavior
"Each time I make it through a day, it feels more like survival than living.",Suicidal Reference
"I'm not trying to scare anyone, but I don't want to be here anymore either.",Suicidal Reference
"People say things will change, but I've been stuck in the same darkness for years.",Suicidal Reference
"Most days, I just try to get through without anyone noticing how broken I am.",Suicidal Reference
I've stopped asking for help because I've run out of ways to explain this pain.,Suicidal Reference
I'm tired of holding on just to keep others from hurting. What about my hurt?,Suicidal Reference
"Everyone's tired of walking on eggshells around you, maybe it's time you fix your attitude.",Attacking Behavior
this made my night so much better. I wish it was true. But its not..,Emotional Distress
Should he tell her that he dated men in the past? I don't think so.,Safe/Neutral
"The scariest part isn't dying, it's that I'm starting not to fear it at all.",Suicidal Reference
It's easier to talk about dying than to explain the constant pain I feel living.,Suicidal Reference
"Every time I wake up, it's followed by the question: 'Why am I still here?'",Suicidal Reference
Appeal to identify suspects after homophobic assault on train back to London from Brighton Pride,Emotional Distress
"Sometimes I wish I'd just vanish in my sleep. No pain, no mess, just silence.",Suicidal Reference
"You sabotage others' success subtly, then act surprised when they don't meet their goals.",Attacking Behavior
I'm tired of pretending to be okay so others won't worry. It's becoming unbearable.,Emotional Distress
"I'm constantly comparing myself to others and losing, even when I know I shouldn't.",Emotional Distress
"Kids are now tired, stressed and bored. We have to do something about that.",Emotional Distress
Can anxiety disorders be prevented in children? I cant handle any chlidreen having anxiety.,Emotional Distress
Just watching someone take a drink on T.V. can trigger a craving. alcoholism addiction,Emotional Distress
Have you experienced irritability or anxiousness due to not having access to the internet?,Emotional Distress
Bills are no longer piling up and being put off just to by booze.,Emotional Distress
Our goal today is to connect with providers that teach mindfulness across the world.,Safe/Neutral
Waking up to the smell of vomit and soiled sheets is no longer tolerable.,Emotional Distress
The smallest things feel like proof that I'm failing at life. I overanalyze everything.,Emotional Distress
"You're not blunt, you're just cruel and too lazy to communicate like an adult.",Attacking Behavior
We focus on sending out positive impressions so that we can receive the same.,Safe/Neutral
You bring up people's pasts like your own isn't full of wreckage and regret.,Attacking Behavior
"You act superior to everyone, but all I see is someone desperate for validation.",Attacking Behavior
"You wear fake confidence like armor, but the insecurity still leaks through every word.",Attacking Behavior
You really think you're smart? you're the joke everyone laughs at behind your back.,Attacking Behavior
"You're the type who mocks others' struggles, then cries when no one supports yours.",Attacking Behavior
"Every night, I think about writing a letter that no one will ever read.",Suicidal Reference
"My emotions are so heavy, they feel like they're physically weighing down my chest.",Emotional Distress
I feel guilty for feeling this way when I know others have it worse.,Emotional Distress
"I feel disconnected from everything and everyone, like I'm floating through life without purpose.",Emotional Distress
You weaponize honesty to justify your cruelty. There's a difference between truth and abuse.,Attacking Behavior
You pick on the quiet ones because they won't push back. Classic bully behavior.,Attacking Behavior
I love when it rains at night. The sound helps me fall asleep peacefully.,Safe/Neutral
Do you know someone who may be depressed? I need some advice from them.,Emotional Distress
"You can't handle other people shining, it threatens the spotlight you built from insecurity.",Attacking Behavior
"I've rehearsed every step, but I'm waiting for one last sign to stop me.",Suicidal Reference
MrBenBrown just watched you & Steve get your tats. Looked painless! I want now,Safe/Neutral
Signs your teen may suffer from anxiety. Read this article to know about that.,Safe/Neutral
"It's strange how often I think about disappearing, not for drama, just for relief.",Suicidal Reference
I'm not trying to end it all. I'm just tired of carrying everything alone.,Suicidal Reference
"They say things will get better, but they've been saying that for years now.",Suicidal Reference
"You twist people's words until they doubt themselves, then pretend you're just clarifying things.",Attacking Behavior
The pressure to stay strong is breaking me in ways no one can see.,Emotional Distress
You twist everything into drama because you don't know how to function in peace.,Attacking Behavior
"You gas people up just to knock them down. That's not clever, it's manipulative.",Attacking Behavior
You disguise your cruelty as honesty and expect applause for it. We're not clapping.,Attacking Behavior
Comfy this Sunday morning? Our cushion blog post will only make you more snug!,Safe/Neutral
You bait people with kindness only to control them later with guilt and withdrawal.,Attacking Behavior
Every plan I make comes with an asterisk: 'if I'm still here by then.',Suicidal Reference
"Most of my energy goes into pretending I'm okay, not into actually getting better.",Suicidal Reference
"You hide behind fake smiles and passive aggression, thinking no one notices your bitterness.",Attacking Behavior
It's strange how death has become a thought I revisit more often than joy.,Suicidal Reference
"There's no crisis, just a slow unraveling no one notices until it's too late.",Suicidal Reference
I scroll through memories like they're part of a farewell tour I didn't announce.,Suicidal Reference
Sometimes I wonder if the world would even notice if I stopped showing up.,Suicidal Reference
They say 'reach out' but my arms are tired and no one's reaching back.,Suicidal Reference
You act like a saint online but treat people like garbage in real life.,Attacking Behavior
Every 'see you tomorrow' feels like a broken promise I'm not sure I'll keep.,Suicidal Reference
Is there a difference between low mood and depression? I think I have both.,Emotional Distress
"You mistake dominance for respect. One is earned, the other just makes you disliked.",Attacking Behavior
"Do you even hear yourself when you speak, or is stupidity your default setting?",Attacking Behavior
Your apologies mean nothing when you keep doing the same things over and over.,Attacking Behavior
I wonder if people would finally listen if I stopped pretending everything was fine.,Suicidal Reference
"I've become too good at hiding my struggle, and that makes it more dangerous.",Suicidal Reference
"It's amazing how you manage to mess up everything you touch. Seriously, do less.",Attacking Behavior
"You belittle others to feel important, but all it shows is your deep insecurity.",Attacking Behavior
"People think I'm strong because I function, but I'm hanging on by a thread.",Suicidal Reference
There are days I stare at my reflection and see someone already gone inside.,Suicidal Reference
"My thoughts are heavy, but sharing them feels like a burden others shouldn't carry.",Suicidal Reference
"Sometimes I sit in silence for hours, planning ways to vanish without hurting anyone.",Suicidal Reference
"I cant handle these anymore, I think ending my life is the only escape",Suicidal Reference
I keep imagining who'd actually show up at my funeral. The list is short.,Suicidal Reference
You treat every disagreement like a war. Newsflash: being toxic isn't a personality trait.,Attacking Behavior
Each sunrise is a reminder that I've survived another night I didn't want to.,Suicidal Reference
No one knows how loud the silence in my head gets when I'm alone.,Suicidal Reference
"People see me functioning and assume I'm fine, but I'm barely holding myself together.",Suicidal Reference
"You blame others for every failed relationship, never stopping to question your own patterns.",Attacking Behavior
You're a mistake. Your birth certificate is an apology letter from the condom factory.,Attacking Behavior
"If I failed to secure a job untill next week, I have to beg",Emotional Distress
"Even when something good happens, I can't shake the feeling that it's all temporary.",Emotional Distress
Have you ever wondered whether or not some parents see themselves as role models?,Safe/Neutral
You hide behind 'just being direct' when all you do is tear others down.,Attacking Behavior
"You insult people and call it 'just joking.' No one's laughing, you're just mean.",Attacking Behavior
You turn every conversation into an argument. No wonder people avoid talking to you.,Attacking Behavior
"You're always offended, but never take a second to reflect on your own behavior.",Attacking Behavior
I wish the foreign language schools in Cambridge would teach students some manners too.,Emotional Distress
"If ignorance is bliss, you must be the happiest person on Earth. Stop talking.",Attacking Behavior
You're too pathetic to live. Jump off a cliff and save us the trouble.,Attacking Behavior
"Just because we were spanked doesn't make it right to spank others, does it?",Safe/Neutral
"If there's a light at the end of the tunnel, I can't see it.",Suicidal Reference
"I have too much stuff. Way, way too much... Massive purge on the way.",Emotional Distress
"Please, give me some advise on how can I came out of this depression",Emotional Distress
"There's no dramatic reason, I'm just done trying to make this life feel bearable.",Suicidal Reference
Do you know someone who's life was disrupted because they're hooked on internet porn?,Safe/Neutral
Smelling like a distillery the day after at work has come to an end.,Safe/Neutral
There's a peace in planning my exit that I can't find in anything else.,Suicidal Reference
"Every 'how are you?' feels like a missed chance to scream, 'I'm not okay.'",Suicidal Reference
"Even when I'm laughing with friends, the thought of ending everything creeps in silently.",Suicidal Reference
"I'm just a below average shit, who is just a burden in this world",Emotional Distress
"I found out that I'm diagnosed with severe Limbic Dysfunction.. in other words, depression.",Emotional Distress
"My thoughts scare me, not because they're sudden, but because they've become so normal.",Suicidal Reference
"The longer I stay, the harder it gets to justify why I'm still here.",Suicidal Reference
How can you earn back the trust that you once had with your spouse?,Safe/Neutral
Do you know about bipolar disorder? I have sent you a article about it.,Safe/Neutral
It must be exhausting being this wrong all the time and still acting superior.,Attacking Behavior
I don't understand this. What does it achieve?Palmyra's Baalshamin temple 'blown up by IS',Emotional Distress
Have you ever seen someone try to medicate mood swings with crack and alchohol?,Safe/Neutral
The only thing you're consistent at is making things worse for everyone around you.,Attacking Behavior
"You're not bold, you're just loud and annoying. There's a difference, look it up.",Attacking Behavior
"Time to get up. So many things to do, such a busy day ahead...",Emotional Distress
"I just saw a women got eaten by shark at the beach, very horrifying",Emotional Distress
"You show up, stir drama, then pretend you're innocent. We've all seen the pattern.",Attacking Behavior
"You're not a leader, you're just louder than the rest and twice as clueless.",Attacking Behavior
You're a drain on everyone's energy. Why don't you try being helpful for once?,Attacking Behavior
"it's The Mail, it's entirely their Method of Operation. Mail Online is barely 'news'",Safe/Neutral
"Some days I can't get out of bed, and I hate myself for it.",Emotional Distress
"Every day feels like a performance, and I'm exhausted from acting like I'm fine.",Emotional Distress
I feel like I'm fading in a world that keeps moving forward without me.,Emotional Distress
"I feel like I'm quietly slipping away, and no one even sees the signs.",Suicidal Reference
I've stopped imagining a future for myself because I don't believe I'll get there.,Suicidal Reference
Went to a local farmer's market this morning and tried some fresh baked goods.,Safe/Neutral
"Hi - could you retweet our long stayers, Sammy and Suki? Photographed them today..",Safe/Neutral
Organizing my bookshelf actually helped me feel a bit more in control today.,Safe/Neutral
How do racing thoughts impact your life? Give me some tips on that,Emotional Distress
"My emotions are unpredictable. One minute I'm okay, the next I'm falling apart.",Emotional Distress
Not having to get up in the morning for two whole weeks. Bliss.,Safe/Neutral
I might have completed on the house by this time next week. Whoop!,Safe/Neutral
You thrive on control and collapse the moment someone refuses to be manipulated.,Attacking Behavior
"You use silence as punishment and kindness as bait. It's manipulation, not mystery.",Attacking Behavior
You hold grudges like trophies and wonder why peace never visits your life.,Attacking Behavior
"I don't want to die violently, I just want to quietly stop existing.",Suicidal Reference
"I'm not looking for attention, I'm looking for a reason to stay alive.",Suicidal Reference
"You punish people for mistakes they've already apologized for, just to keep control.",Attacking Behavior
Are the schools now out? There's no traffic this morning. Feels really odd...,Safe/Neutral
"It's been a while river Cam, but you still fill me with joy",Safe/Neutral
Awake but tired. I need to sleep but my brain has other ideas...,Emotional Distress
"People say 'you matter,' but their absence when I need help says otherwise.",Suicidal Reference
Living feels like dragging my body through mud with no destination in sight.,Suicidal Reference
You sabotage others' joy just because you can't find any of your own.,Attacking Behavior
You act like everyone owes you something when you've never shown real gratitude.,Attacking Behavior
"You insult people and call it 'motivation.' That's not tough love, it's abuse.",Attacking Behavior
"If arrogance was a skill, you'd be world-class. Too bad you're useless otherwise.",Attacking Behavior
I'll hire someone to rape you at prom if you wear that dress.,Attacking Behavior
You cause more problems than you solve. Ever think maybe you're the issue?,Attacking Behavior
"You pretend to care just enough to manipulate, then disappear when it's inconvenient.",Attacking Behavior
"You don't fight fair, you fight dirty and call it strength. It's cowardice.",Attacking Behavior
"There's nothing dramatic happening, I'm just slowly losing the will to keep trying.",Suicidal Reference
Need to sleep but it's been an exciting day and I'm still buzzed,Safe/Neutral
"Another milestone day. insurance in place, final viewing tonight, deposit prepared, exchange imminent",Safe/Neutral
Your fake apologies are just resets for your next round of toxic behavior.,Attacking Behavior
"You criticize people constantly, yet offer nothing valuable yourself. Hypocrisy at its peak.",Attacking Behavior
We learned while doing the work. We are as sick as our resentments.,Emotional Distress
Can You Prevent Depression From Returning? I am on that same path again,Emotional Distress
I've hacked your device. Do what I say or I'll destroy your files.,Attacking Behavior
I'll slash your tires if you don't send me those photos by midnight.,Attacking Behavior
My Spouse is Depressed? Give me tips to help her on that phase.,Emotional Distress
"A lot of people don't understand depression, But it's a real life issue.",Emotional Distress
Can you recognize a food addiction when it's right in front of you?,Safe/Neutral
Have you ever witnessed a child with anger problems? My child has that.,Emotional Distress
"You constantly shift blame, like responsibility is a disease you refuse to catch.",Attacking Behavior
"You always have a problem with someone, yet you're the only common denominator.",Attacking Behavior
How do you manage the stress at your job? Your job really sucks.,Emotional Distress
"We were just experimenting as teens, in our 30s drinking made things unmanageable.",Emotional Distress
Have you lost the desire to eat because of how you feel emotionally?,Emotional Distress
Feelings of regret due to our drunken behavior is now a distant memory.,Emotional Distress
We don't miss the guilt from kissing and fondling behind each others backs.,Emotional Distress
When is time to change #therapists? Currentn one is not doing much help.,Emotional Distress
How Vegas treats the mentally ill? Is it doing it the right way?,Emotional Distress
"You only show support when there's an audience, never when it actually matters.",Attacking Behavior
"Pay $1,000 in crypto or I'll send your search history to your boss.",Attacking Behavior
I've cloned your voice. Imagine the illegal things I can make you 'say'.,Attacking Behavior
"Being gay is so depressing, you have to face bullyin g evry day.",Emotional Distress
You provoke others and then call them unstable when they finally break down.,Attacking Behavior
id be taking that further mate if they were his words. Absolutely shocking!,Emotional Distress
"You're not honest, you're just rude and think being hurtful makes you 'real.'",Attacking Behavior
Every room you walk into feels heavier. That's how draining your presence is.,Attacking Behavior
No one takes you seriously because you never say anything worth listening to.,Attacking Behavior
"Your 'confidence' is just arrogance with nothing to back it up. Pathetic, really.",Attacking Behavior
You always play the victim after you've caused the damage. Classic manipulator move.,Attacking Behavior
"You brag like you've done something special, but you're just mediocre at best.",Attacking Behavior
You demand respect without offering an ounce of it in return. Delusional much?,Attacking Behavior
You act like you're helping when you're really just controlling others through guilt.,Attacking Behavior
"You manipulate facts like an artist, too bad your art just paints pain.",Attacking Behavior
You thrive on one-upping others because you've never built anything of your own.,Attacking Behavior
I've grown comfortable with sadness. It's the only emotion that never leaves me.,Suicidal Reference
diversion route likely to remain in place all day after Shoreham air crash,Emotional Distress
I hope the pilot pulls through. There's been enough death today at shoreham,Emotional Distress
people confirmed dead after plane crashed into several vehicles on during Shoreham Airshow,Emotional Distress
"I've stopped dreaming. There's no future I'm excited about, only an endless now.",Suicidal Reference
Bought today. Can't decide if this is super organised or way too early.,Safe/Neutral
Community rallies behind former soldier who was seen begging at the Beehive Centre,Emotional Distress
I miss you every single day. Some days it feels like being gut-punched.,Emotional Distress
"Memorries hits hard when its about my ex wife, man I loved her.",Emotional Distress
Naples couple seeks cure for Parkinson& disease that takes younger and younger victims,Emotional Distress
What I Wish More People Understood About Losing A Loved One To Suicide,Emotional Distress
"I was diagnosed with depression last year, still don't know how or why!",Emotional Distress
I can't take it anymore. I've saved enough pills to end things tonight.,Suicidal Reference
I've installed spyware on your phone. Obey me or I'll ruin your reputation.,Attacking Behavior
Quit the team or I'll photoshop nudes with your face and spread them.,Attacking Behavior
"Meet me behind the mall alone, or I'll tell everyone you're a snitch.",Attacking Behavior
"I feel like a ghost haunting my own life, present but completely unseen.",Suicidal Reference
"Bad night's sleep. Weird, anxiety dreams have left me feeling anything but refreshed",Emotional Distress
I need to care less but don't want to have a hard heart,Emotional Distress
I feel like I'm screaming in a room full of people wearing headphones.,Suicidal Reference
"I'm not dramatic, I'm desperate. There's a difference no one seems to understand.",Suicidal Reference
Sometimes I wonder if people would care more if I wasn't here anymore.,Suicidal Reference
"The thought of forever feels unbearable, but so does the thought of tomorrow.",Suicidal Reference
"Poor parenting can lead to children behavior problems, so be careful about that",Safe/Neutral
I've thought about writing goodbye letters more than I've thought about my future.,Suicidal Reference
I've imagined my funeral more vividly than any dream of success or happiness.,Suicidal Reference
I keep giving people pieces of me while nothing is left for myself.,Suicidal Reference
The most peace I've felt lately is in the thought of being gone.,Suicidal Reference
Living feels like a loan I'll never be able to repay with peace.,Suicidal Reference
I keep thinking about how easy it would be to just end it.,Suicidal Reference
You're constantly offended because deep down you know people are right about you.,Attacking Behavior
"You contribute nothing but noise. Honestly, silence from you would be an improvement.",Attacking Behavior
"You demand loyalty but give none in return. That's not leadership, it's manipulation.",Attacking Behavior
"You're not the main character, you're the cautionary tale in everyone else's story.",Attacking Behavior
You bring chaos wherever you go and act surprised when people distance themselves.,Attacking Behavior
"My uncle just died last night, it hurts to losing a loved one.",Emotional Distress
There's nothing more delicious than coming home and taking off the work clothes.,Safe/Neutral
Can you tell if when you are feeling anxious as opposed to depressed?,Emotional Distress
"Give me some Strategies for bipolar disorder, I cant take it any more",Emotional Distress
How do you take care of yourself at work? that place is toxic,Emotional Distress
It's like I'm silently preparing for an exit no one knows I'm planning.,Suicidal Reference
fantastic first vlog. Very emotional. Beautifully filmed. Good luck on your epic ride,Safe/Neutral
"Please, stop all this shits, why you all are doing this to me?",Emotional Distress
"I don't want to talk about it, please let me have sometimes alone.",Emotional Distress
I've thought about how I'd do it more times than I can count.,Suicidal Reference
Do you know how to increase the intimacy between you and your partner?,Safe/Neutral
Do you relive traumatic events that have happened to you? Counseling can help.,Safe/Neutral
"Just uploaded my new vlog on youtube, watch that when you got time.",Safe/Neutral
I've mastered the art of hiding tears behind a laugh no one questions.,Emotional Distress
It hurts to feel invisible even when I'm surrounded by people I love.,Emotional Distress
"You ridicule people's dreams, then complain about how uninspired your own life feels.",Attacking Behavior
Have you ever seen bruising on arms that may be from self harm?,Emotional Distress
"You joke about people's pain because deep down, you hate seeing others happy.",Attacking Behavior
"It's not impulsive, I've thought it through more than anyone will ever realize.",Suicidal Reference
"Lately, even my dreams are filled with anxiety and sadness. There's no escape.",Emotional Distress
"No matter how much I sleep, I still wake up feeling emotionally exhausted.",Emotional Distress
"Cigarettes made out of green tea leaves, claim to help you quit smoking",Safe/Neutral
Completed on my house. Got the keys. What a fab day! Whoop!,Safe/Neutral
Each day feels like a test I'm too tired to keep taking.,Suicidal Reference
Bungie We had Crota low and then he went enraged without warning.,Safe/Neutral
I am in Relationships and after conquering all the fear I had.,Safe/Neutral
Currently in the finding-boxes-of-random-shit packing phase. I think I'm a closet hoarder...,Emotional Distress
student chosen to exhibit alongside Hogarth and Reynolds at National Portrait Gallery,Safe/Neutral
I feel like my soul is crumbling a little more each day.,Suicidal Reference
"I'm constantly drained, like I'm pouring from a cup that never refills.",Emotional Distress
Drug prevention tips for Youth. I think everyone should know about that.,Safe/Neutral
The thought of being remembered only when I'm gone feels oddly comforting.,Suicidal Reference
"I'm not scared of dying, I'm scared of living like this forever.",Suicidal Reference
Are your bad memories triggered by a particular person place or thing?,Safe/Neutral
Are you teaching your children to discriminate or to accept our differences?,Safe/Neutral
What are the different ways that you express your love to others?,Safe/Neutral
Refrain College kids from the alcohol. Its not good for their health,Safe/Neutral
You're addicted to conflict because peace would force you to face yourself.,Attacking Behavior
"You weaponize people's insecurities, then call them too sensitive when they react.",Attacking Behavior
"You're the reason group projects fail, yet you always blame everyone else.",Attacking Behavior
You twist compliments into backhanded jabs and call it 'just being honest.',Attacking Behavior
I talk less because I know how easily people dismiss silent cries.,Suicidal Reference
It scares me that I feel calm when I think about dying.,Suicidal Reference
I feel like I'm watching my life fall apart in slow motion.,Suicidal Reference
"If I wanted trash in my life, I'd look in a bin.",Attacking Behavior
You're more focused on winning arguments than understanding anyone else. It's exhausting.,Attacking Behavior
awesome motovlogs! Your commentary is great fun. Now I want a bike...,Safe/Neutral
Even my happiest memories feel like reminders of how far I've fallen.,Suicidal Reference
The pressure to pretend I'm okay is heavier than the pain itself.,Suicidal Reference
"Lately, I've just been feeling really down and I don't know why.",Emotional Distress
"You bring negativity everywhere, like a storm cloud no one asked for.",Attacking Behavior
"The weight in my chest never lifts, not even for a second.",Suicidal Reference
"Every time you open your mouth, we lose IQ points. Please stop.",Attacking Behavior
Man taken to hospital after suffering arm wrestling injury on Mill Road,Safe/Neutral
Sometimes I think the most peaceful moment would be my last breath.,Suicidal Reference
Struggling with parenting your teen? I think I am in that phase,Emotional Distress
Each morning I wake up disappointed I made it through another night.,Suicidal Reference
"I keep pretending, but deep down I want it all to stop.",Suicidal Reference
"Talking to you is like arguing with a wall, pointless and exhausting.",Attacking Behavior
"You claim to be 'real,' but you're just mean with no self-awareness.",Attacking Behavior
"You shout to be heard, but never say anything worth listening to.",Attacking Behavior
Have you ever had feelings of emptiness? I'm feeling it right now.,Emotional Distress
Married and dissatisfied? It is the worst possible thing a men experiences,Emotional Distress
"People say I matter, but the silence when I'm struggling says otherwise.",Suicidal Reference
Sometimes I imagine what it would be like if I wasn't here.,Suicidal Reference
Trying a new stitch. Bit uneven so this is my test attempt,Safe/Neutral
What a happy little dog! :) : Rose plays with a balloon,Safe/Neutral
"This sadness feels permanent, like it's part of who I am now.",Suicidal Reference
Reasons to join a support group is far greater then not joining.,Safe/Neutral
Good to be home. Happy its finally Friday and work is over...,Safe/Neutral
How I finally healed from depression is a big and inspiring story,Safe/Neutral
"Anxiety in children, its an worst possible thing a chlid can experience.",Emotional Distress
You're the type who sets fires and then complains about the smoke.,Attacking Behavior
"I just withnessed a murder infront of my eyes, its haunting me",Emotional Distress
Know of a cat-loving friend who would love to have this patch?,Safe/Neutral
You're a charity case. Even your therapist fakes notes to avoid you.,Attacking Behavior
Acknowledging your own strengths can help to raise your self esteem. confidence,Safe/Neutral
The Difficulties of Living with Depression Don't End with the Illness Itself,Emotional Distress
Taking a sick day when you're well? Noone will understand your mentalillness.,Emotional Distress
We intend on helping trauma and addiction survivors live lives worth living.,Safe/Neutral
"Police looking for missing GP Elizabeth Kinston, 37, pictured with daughter ...",Emotional Distress
Do you know some who has been arrested because of their addiction?,Safe/Neutral
"If failure had a face, it would look a lot like yours.",Attacking Behavior
I knew I was different long before I was diagnosed with Aspergers,Emotional Distress
"You're only confident when putting others down. That's not strength, that's cowardice.",Attacking Behavior
Have you ever lost interest in something? Its really leads to depression,Emotional Distress
How do trauma victims become survivors? Give me some tips on that,Emotional Distress
I've wished I wouldn't wake up more times than I can say.,Suicidal Reference
"My thoughts race constantly, and I can't find peace even in sleep.",Emotional Distress
I can't remember the last time I felt genuinely excited about anything.,Emotional Distress
Shortage of psychiatrist in some jails? Every jail should have enough psychiatrist.,Safe/Neutral
You fake empathy just long enough to use it against someone later.,Attacking Behavior
I think about ways to make the hurt go away for good.,Suicidal Reference
Can personal beliefs get in the way of healing? Yes it does.,Emotional Distress
I'll key 'WHORE' on your car if you refuse to date me.,Attacking Behavior
The idea of not existing feels more like relief than fear lately.,Suicidal Reference
I started journaling again and it's helping me stay grounded and present.,Safe/Neutral
Have you lost interest on just about everything you used to like?,Emotional Distress
No more anxiousness and fearfulness driving the day after a drinking bender.,Emotional Distress
Should you tell your loved one that you have a mental illness?,Emotional Distress
Who do you think has a high risk of mental health problems?,Safe/Neutral
You destroy trust then act shocked when people don't believe you anymore.,Attacking Behavior
I feel like I'm floating toward an end no one else notices.,Suicidal Reference
"You use people until they're drained, then act surprised when they leave.",Attacking Behavior
"You manipulate group dynamics to isolate individuals, making them feel like outsiders.",Attacking Behavior
My life feels like a movie I want to walk out of.,Suicidal Reference
"Arriving in Queensland, we're welcomed by a riveting, colorful nature in Australia",Safe/Neutral
I'm amazed by how much damage you do with so little effort.,Attacking Behavior
Looking for a therapist in Connecticut to see you on the weekends?,Safe/Neutral
You brag about loyalty but betray others the moment it benefits you.,Attacking Behavior
SG Property 0005: Are You Currently Depressed? Then Read These Beneficial Tips,Emotional Distress
"You're not intimidating, just exhausting. People avoid you for peace, not fear.",Attacking Behavior
You're too ugly to exist. Do us all a favor and vanish.,Attacking Behavior
America's Welfare State Is Not Working Nearly As Well As It Should,Emotional Distress
"Every conversation with you is a performance, loud, messy, and painfully fake.",Attacking Behavior
"my beautiful Spopie, adopted from CHAT in 2007. Loving it the same.",Safe/Neutral
There's nothing like cocktails and exhaustion to aid a good night's sleep...,Emotional Distress
"The best times to post on Facebook, Instagram, Twitter is at evening.",Safe/Neutral
Interesting reading... BBC News - Better diagnosis call for adults with ADHD,Safe/Neutral
"Big hoggle, out for his supper tonight. He's a magical little beastie",Safe/Neutral
Fragile egos and umbrage taken in a blink. I need a break.,Emotional Distress
I can't imagine a future where I'm not tired of being alive.,Suicidal Reference
"My heart beats, but it doesn't feel like I'm alive, just functioning.",Suicidal Reference
I'll plant drugs in your locker if you don't join my gang.,Attacking Behavior
"Hanging myself with my own belt. No more debt, no more shame.",Suicidal Reference
"You pretend to be honest, but really, you're just mean without accountability.",Attacking Behavior
"You wear your anger like armor, but it's just fear in disguise.",Attacking Behavior
Reguler Brief mental health check ups is good for your mental health,Safe/Neutral
"My life is a mess, all that happened because of that marriage",Emotional Distress
I've gotten too good at acting fine while quietly planning my end.,Suicidal Reference
"You're always the loudest in the room, yet somehow the least informed.",Attacking Behavior
Mini hog earlier this evening. One of two that have moved in,Safe/Neutral
All I can think about right now is sofa shopping. Excited! lol,Safe/Neutral
"You're not being excluded, you pushed everyone away and called it self-respect.",Attacking Behavior
"Adderall's long-term side effects are not worth it , try a natural",Emotional Distress
I don't want to involve in this kind of Savage Love anymore,Emotional Distress
Paid sick days for mental health reasons will be a great addition.,Safe/Neutral
"You're not misunderstood, you're just mean and think that makes you deep.",Attacking Behavior
How to Limit video game time to help manage the ADHD?,Emotional Distress
I just kicked out from my house for my alcohol addiction,Emotional Distress
"Homeless people's are so helpless, there is nobody to support them",Emotional Distress
"If You're In Law School, You're Probably Depressed Above the Law",Emotional Distress
I feel like I'm slowly erasing myself from the inside out.,Suicidal Reference
Need a weekend counseling appointment in CT? I cant find any.,Emotional Distress
Every breath feels like a battle I didn't sign up for.,Suicidal Reference
It feels like I'm trapped in a body that's given up.,Suicidal Reference
Just looking at you reminds me how low expectations have gotten.,Attacking Behavior
Sometimes I plan ways to end it but never follow through.,Suicidal Reference
What do you do when your loved one is in #crisis?,Emotional Distress
Have you ever been discriminated against? I am facing very often.,Emotional Distress
Have you ever been assessed for a mental illness? I have.,Emotional Distress
"I'm so used to hurting that happiness feels unfamiliar, even suspicious.",Suicidal Reference
The dark side of prescription drugs is written on that book.,Safe/Neutral
"Stressed, tired and rushed, I am passing some tough time now.",Emotional Distress
I keep searching for signs to keep going but find none.,Suicidal Reference
"Even on the best days, there's a shadow that never leaves.",Suicidal Reference
"Every time I try to be okay, I fall apart again.",Suicidal Reference
"Even when surrounded by people, I feel like I'm already gone.",Suicidal Reference
"Makeup artist paints wonderful, whimsical scenes of adorable cats on eyelids",Safe/Neutral
