prompt,completion
It's mind over matter when it comes to getting fit and healthy!,Safe/Neutral
Was trying to catch up on my social media and my princess was not having it! She wanted some funny posts.,Safe/Neutral
"Properly fueled, ready to take on the snow.",Safe/Neutral
Wow wow wow! My son Owen is obsessed with Waterloo Road and Mr Joe Slater,Safe/Neutral
I dont even know where to start,Emotional Distress
will i be okay if i miss a day of seroquel/quetiapine? 150mg daily dose,Emotional Distress
How do I know if I'm truly not in love or if I'm just splitting?,Emotional Distress
"so alone, just wish i wasn't so alone",Emotional Distress
"I'm terrified of making mistakes, it's paralyzing me.",Emotional Distress
"Instead of being with family on a holiday, here I am working just for the money. It's a problem of being poor.",Emotional Distress
"Why am I unable to let him go? I just can't, and it's truly hurts.",Emotional Distress
I've been avoiding people because I'm scared they'll see how broken I really am.,Emotional Distress
"Sometimes I just sit in silence, hoping the heaviness in my chest will fade away.",Emotional Distress
getting downvoted for challenging stigmatizing views.,Emotional Distress
Literally everything on this sub is relating to me and I think I have BPD,Emotional Distress
My Girlfriend struggles with BPD and I want to help,Emotional Distress
It feels like I'm carrying invisible wounds no one can see or understand.,Emotional Distress
"I pretend to be okay so I won't be a burden, but I'm falling apart inside.",Emotional Distress
I Always feel like an outsider.,Emotional Distress
"Relationship issues, my fp is cheating with me.",Emotional Distress
I don't know what to do in these types of situations,Emotional Distress
"My emotions feel like a storm I can't escape, constantly pulling me under.",Emotional Distress
I was fine and then night time happened.,Emotional Distress
I cry alone so no one sees how weak I've become. I don't even recognize myself anymore.,Emotional Distress
"Even on good days, there's a part of me that feels hollow and forgotten.",Emotional Distress
Has anyone else had a psychotic break/psychosis like me?,Emotional Distress
"If you have been able to have a healthy relationship, please tell me how I can have it too.",Emotional Distress
I cant forgive her & now I feel like an abusive piece of shit. Am I wrong?,Emotional Distress
"I've been smiling in public, but behind closed doors, everything feels like it's crumbling.",Emotional Distress
I get Vivid memories when depressed,Emotional Distress
"I wish I could explain this feeling, but I don't fully understand it myself.",Emotional Distress
"FP becoming distant, I feel depressed now.",Emotional Distress
"I don't enjoy anything anymore, even things I used to love.",Emotional Distress
Am I overreacting or am I justified? I'm just genuinely feel this way.,Emotional Distress
"I didn't think I'd hit rock bottom again, but here I am...",Emotional Distress
"Lately, it feels like I'm invisible, like my presence doesn't really matter to anyone.",Emotional Distress
secrets to finding support? I just don't have any support system.,Emotional Distress
"I constantly feel like I'm disappointing everyone, even when they say I'm doing okay.",Emotional Distress
holidays are so depressing and I feel like im losing my mind,Emotional Distress
"It's like there's a fog in my mind that won't lift, no matter how hard I try.",Emotional Distress
"Cheapest therapy available for BPD and impulsive behaviours in Ontario, Canada? I need that right now.",Emotional Distress
Splitting with my sister thats always on her phone but never reads my texts.,Emotional Distress
"Feeling like your on autopilot, don't even feel anything right now.",Emotional Distress
I keep wondering if I'll ever feel truly happy again or if this is just how life will always feel.,Emotional Distress
"You're the reason people lose their temper. Honestly, you deserve what's coming.",Attacking Behavior
"Say one more word, and I swear I won't be responsible for what happens next.",Attacking Behavior
"You act like you're tough, but I see through that coward mask you wear every day.",Attacking Behavior
Some people need to learn respect the hard way. You just made the list.,Attacking Behavior
Try crossing me again and I'll show you why people stay out of my way.,Attacking Behavior
"If you think I won't do anything, then you really don't know me at all.",Attacking Behavior
You just keep digging your grave with every insult you spit. Keep going.,Attacking Behavior
"I've been calm for too long, but you're about to meet a version of me you won't like.",Attacking Behavior
You think this is a joke? Let's see how funny you find it when I'm in your face.,Attacking Behavior
You've officially talked yourself into a problem. Let's see you talk your way out.,Attacking Behavior
Watch yourself before you end up learning what real pain feels like.,Attacking Behavior
You've burned too many bridges. Don't be surprised when someone lights yours up.,Attacking Behavior
You walk around like the world owes you something. It owes you a wake-up call.,Attacking Behavior
"One day your words are going to get you in real trouble, hope I'm there to see it.",Attacking Behavior
"You keep acting like a bully, but bullies bleed too. Don't forget that.",Attacking Behavior
"Someone like you needs to be shut down permanently, and I've got the nerve to do it.",Attacking Behavior
You've been pushing people too far. I'm just the one willing to push back harder.,Attacking Behavior
Keep underestimating me. That mistake's going to hurt one day.,Attacking Behavior
"I don't need to scream, I'll let my actions do the talking when you push me too far.",Attacking Behavior
"You've been running your mouth nonstop, don't cry when someone shuts it for you.",Attacking Behavior
"You're not slick, just annoying. Push the wrong button, and I'll end the conversation my way.",Attacking Behavior
"Talk all you want, but if you come at me again, I won't hold back this time.",Attacking Behavior
"You've crossed the line so many times, it's a miracle you haven't been knocked flat yet.",Attacking Behavior
Your attitude is writing checks your face won't be able to cash for long.,Attacking Behavior
"You like pushing people's limits? Great, I'm the one that pushes back harder.",Attacking Behavior
Keep acting like a tough guy. It'll be fun watching you fall apart when you're called out.,Attacking Behavior
"There's only so much I'll tolerate before I snap, and you're right at that edge.",Attacking Behavior
"If I had a dime for every stupid thing you said, I'd still prefer silence over your voice.",Attacking Behavior
"The next time you look at me like that, make sure you're ready for what comes next.",Attacking Behavior
"You're not intimidating, you're irritating, and I'm not above putting you in your place.",Attacking Behavior
Acting like you're superior doesn't make you smarter. It just paints a target on your back.,Attacking Behavior
"You keep poking the fire. Eventually, you'll get burned. Don't say I didn't warn you.",Attacking Behavior
Push me one more time and I'll remind you why people don't mess with me.,Attacking Behavior
You're the kind of person that starts fights and then cries when it gets real.,Attacking Behavior
"You won't like me angry, and you're three seconds away from finding out why.",Attacking Behavior
Say something else and I swear I'll make you regret opening your mouth at all.,Attacking Behavior
Your ego's so big it needs to be deflated. I might just be the one to do it.,Attacking Behavior
You act like you're untouchable. Let me show you how fast that illusion breaks.,Attacking Behavior
"People like you are fun to put in their place, loud until they're flat on the ground.",Attacking Behavior
You think your words mean something? All I hear is noise begging to be silenced.,Attacking Behavior
"I feel like I'm breaking and no one notices the cracks. I cant be like this anymore, maybe its best for me to die just now.",Suicidal Reference
"Every smile I force feels like a mask that's slipping. Can't doing this anymore, Dying might free me from all these trauma's.",Suicidal Reference
I'm afraid I won't make it through another night like this. I just want an end to this life.,Suicidal Reference
"I don't know how to keep holding on when I feel so alone, Maybe disapearing from this world will give me peace.",Suicidal Reference
"I've stopped believing that things will get better, Things will only get better if I just die, there is no another way.",Suicidal Reference
"I look for reasons to stay and come up empty, Don't have the energy for this now, maybe dying will make me free from all these things.",Suicidal Reference
"Even breathing feels like too much effort some days, Only death seems effortless these days.",Suicidal Reference
"I've lost touch with the person I used to be. I feel so lonely and empty, only my death can make me free from this loneliness,",Suicidal Reference
"It's scary how normal these thoughts have become, I've never thought that death will be such a normal thing to me.",Suicidal Reference
"I want help, but I'm scared no one will understand. Death is easier then all these.",Suicidal Reference
The emptiness is starting to feel like home. My death is the only road that will take me to that home,Suicidal Reference
I'm tired of being strong when all I want to do is give up. I just want's to die.,Suicidal Reference
"Some nights I wonder if not waking up would be easier. Maybe it will be better for me and everyone, if I just die just now.",Suicidal Reference
"I feel like I'm slowly disappearing and no one sees me. Maybe it will be better for everyone, if I just die.",Suicidal Reference
Hope feels like a lie I keep telling myself. Only death is true right now.,Suicidal Reference
I don't feel safe in my own mind anymore. I keep killing myself in my dreams,Suicidal Reference
"Everything I do feels meaningless. Nowadays, I only found meanings in my death.",Suicidal Reference
"There's nothing left in me to fight with, there is only I left, if I just kill myself, I will have my freedom from all of these.",Suicidal Reference
"I smile so no one asks what's really going on, but its getting hard to do these days, cant do it anymore. Death will make me free from all these.",Suicidal Reference
"The darkness in my head is louder than ever, just want to escape all these, just wants to die.",Suicidal Reference
"I'm scared of how often I think about giving up, but its become normal now, Maybe its time for me to die.",Suicidal Reference
"The thought of vanishing doesn't scare me, it calms me. I will kill myself very soon.",Suicidal Reference
"I feel like I'm quietly falling apart every day, Death will give me peace.",Suicidal Reference
"My energy is gone, I cant live like this anymore, I just wants to die.",Suicidal Reference
"It's not sadness anymore, it's just numbness. Things can't be like this anymore, I just wants to die.",Suicidal Reference
"I hate my life, I hope I die soon, I'm too tired of everything",Suicidal Reference
"ok legit question, can I fucking kill myself, I'm 100% done with life",Suicidal Reference
"there nothing left for me to live, I will just die",Suicidal Reference
I found no reason to live but found thousands to die.,Suicidal Reference
"I'm hoping, with my death, everything will be fine.",Suicidal Reference
"This pain is constant, like a shadow I can't shake. Only thing I can is to just die.",Suicidal Reference
"I'm afraid I'll break beyond repair soon. I should just before that, I cant see myself like that.",Suicidal Reference
"I feel like I'm holding on to nothing but pain. I cant be like this anymore, I am done with my life.",Suicidal Reference
The emptiness inside me is growing every day. Only my death can stop this.,Suicidal Reference
"I just want to have some peace, but it seems death is the only option left for me now.",Suicidal Reference
Each morning I wake up with less hope than the day before. I just want to sleep and never wake up again.,Suicidal Reference
I feel like I'm quietly saying goodbye in everything I do.,Suicidal Reference
"I've been waiting for someone to notice I'm not okay. But actually noone did, I just wants to die.",Suicidal Reference
"It's hard to believe I'll ever feel joy again. Maybe, I should just die.",Suicidal Reference
"Its hard to live like this, I just wants to die.",Suicidal Reference
the king bub doing what he do. Saturday school. Gonna be a lot more of these if we get this stupid.,Safe/Neutral
"Stop relying on quick fixes and learn to rely on yourself!! No pill, drink.",Safe/Neutral
"Needed a little change today! Today I am focusing on my legs,",Safe/Neutral
I will open a free spot on my online class.,Safe/Neutral
What you put into your body is what you get out of it! If you want to see results you have to get real,Safe/Neutral
Sitting on my lunch and the one and only Motley comes on and can't help but smile!,Safe/Neutral
be kind and live on another!!,Safe/Neutral
What kind of lifestyle do you lead??,Safe/Neutral
Love this! to be successful at anything you have to be dedicated even when you don't feel like it!,Safe/Neutral
Who needs slippers when I have this cuteness keeping my feet warm.,Safe/Neutral
"Always remember anything worth having takes time, hard work, and effort! If you want it bad enough you should do hard work.",Safe/Neutral
Just started week three and I am absolutely love this program!!! I have a huge crush on Shaun T.,Safe/Neutral
First time doing Tabata Strength and man it's a killer!!! Pushed through and got an awesome workout!,Safe/Neutral
Word for the day is sore!! Got to push play today despite the soreness! I am working on a better,Safe/Neutral
Saw this and had to repost! With all the hate and negativity in the world today when someone finds.,Safe/Neutral
Make sure that you take time every day to do something for you!! With the craziness that is life,Safe/Neutral
"Great workout today! Great stress reliver! Worked my boots off, and increased my Max out time by 6:00",Safe/Neutral
I'm going to read a noble today.,Safe/Neutral
"Daily personal development, this is today's positive quote.",Safe/Neutral
Just wrote my last post and then checked my fit quote for the day and they go hand in hand!,Safe/Neutral
"Remember this journey takes time, effort, and lots of hard work! No matter what happens don't quit!!",Safe/Neutral
I am a firm believer in healthy=happy! Since I've started my journey I can honestly say I happier.,Safe/Neutral
Know what I love most about my Shakeology??? When I'm running late I just grab some water with ice.,Safe/Neutral
Woke up late and was tired this morning but I got it done and pushed play!! Went way longer today.,Safe/Neutral
Mr. Shaun send's me some very good book reference that I will definitely read.,Safe/Neutral
"Getting ready to finish week two and I am feeling so strong, and loving Mr. Shaun",Safe/Neutral
"Know what foods work best with your body, check out this list.",Safe/Neutral
Came home from work and pushed play! Now I will have a good nap.,Safe/Neutral
"We are going to fund your startup, apply now.",Safe/Neutral
You're so funny shaun.,Safe/Neutral
This cup of coffee is my Morning motivation,Safe/Neutral
Pay attention to being the best each and every day. If you do that then they will add up to a pretty,Safe/Neutral
Do you have things that make you laugh no matter what? Being a NASCAR fan Ricky Bobby makes me laugh,Safe/Neutral
Hard to imagine this is his last full season. Tons of respect for him and what he's accomplished thus far.,Safe/Neutral
My thoughts exactly match yours.,Safe/Neutral
Oh how so very true this is!! I have been active for most of my life! I love to get a good sweat,Safe/Neutral
"I'm going to start my own business, so excited about that.",Safe/Neutral
Tommorrow I going have a party at my house.,Safe/Neutral
Are you sticking to those resolutions? Make sure you are fueling up with healthy nutritious foods!,Safe/Neutral
It's a pleasure to announce Waterloo Road actor Mr Joe Slater to our event.,Safe/Neutral
I hate when I feel happy because the crash always hurts,Emotional Distress
It pisses me off when I am made out to be trying to cause problems when I am not trying to,Emotional Distress
"BPD depression, loneliness and feeling like I am so detached from the world.",Emotional Distress
Does anyone else feel a comfort in their mental illness? I don't know if this counts as a BPD feeling,Emotional Distress
Emptiness Doesnt Cover It all.,Emotional Distress
What do you think is better? Loneliness or BPD? I thing both is worse.,Emotional Distress
"I dont know what is better for me, I can't feel anything.",Emotional Distress
"The smallest tasks feel impossible lately, like everything takes more energy than I have.",Emotional Distress
"I need to stop being a baby, it's embarrassing",Emotional Distress
"Holidays are over, I don't want to go back to the office.",Emotional Distress
I keep having panic attacks when I'm alone at night.,Emotional Distress
"I feel like I'm stuck in quicksand, sinking slowly.",Emotional Distress
Frustrated at my BPD partner,Emotional Distress
What are some things I can do that is not self destructive?,Emotional Distress
Finally getting a new FP and i dont know how i feel about it,Emotional Distress
How do you feel a stable sense of self? Because I cant feel it.,Emotional Distress
"Hearing voices? Me too, its so disturbing.",Emotional Distress
"I'm always tired, not just physically but emotionally, like my soul is worn out.",Emotional Distress
Sometimes I fake being busy just so I don't have to talk to anyone about how I'm really feeling.,Emotional Distress
"some day i will write it all down, how I feeled all of these.",Emotional Distress
I am working my assoff in the age of playing and enjoying.,Emotional Distress
I scroll through social media and feel like I'm falling behind while everyone else is thriving.,Emotional Distress
"I can't focus, my thoughts are all over the place and it's scary.",Emotional Distress
"I need someone to talk to, I have noone to talk.",Emotional Distress
"There are moments when I feel okay, but they never seem to last long enough to give me hope.",Emotional Distress
I've stopped reaching out because I'm tired of feeling like a burden to people I care about.,Emotional Distress
"My mind is constantly racing with worries I can't turn off, even when I'm trying to relax.",Emotional Distress
"Purposely Alone On Easter, I don't like anyone here.",Emotional Distress
"I feel so worthless, like I don't matter to anyone.",Emotional Distress
Why am I obsessed with a guy I barely know,Emotional Distress
Feeling like you don't care about friends or family,Emotional Distress
Life is tooo difficult for me,Emotional Distress
Do you ever dislike someone but still feel too attached to leave?,Emotional Distress
I'm so obsessed with being alone.,Emotional Distress
Could this be bpd-related?-Feeling like I'm in competition with absolutely every woman my FP(boyfriend) has ever looked at?,Emotional Distress
I find hard having hobbies and interests,Emotional Distress
"finding interests or hobbies, it's hard",Emotional Distress
I feel like I'm stuck in a loop of pretending I'm okay just to get through each day.,Emotional Distress
How do you guys deal with comments that say stuff like 'oh she probably had BPD'?,Emotional Distress
I'm afraid to let people see the real me because I don't think they'll like what they find.,Emotional Distress
"One day, your arrogance is going to get you the beating you've been asking for.",Attacking Behavior
"Keep poking, and I'll show you what it looks like when someone finally bites back.",Attacking Behavior
"You've talked your way into a fight, now let's see if you can talk your way out.",Attacking Behavior
I've been calm too long. Thanks for giving me a reason to let that go.,Attacking Behavior
"You just made a mistake you'll wish you could take back, but it's too late now.",Attacking Behavior
"You're not clever, you're careless. And careless people get hurt when they play with fire.",Attacking Behavior
"You love testing people, but you've never met someone who hits back this hard.",Attacking Behavior
"I'm not interested in second chances, this is your final warning.",Attacking Behavior
You keep showing off like you're untouchable. Maybe it's time someone proves you're not.,Attacking Behavior
You're the last person who should be talking right now. Count your luck I haven't reacted yet.,Attacking Behavior
Don't push me. I'm one breath away from making this personal.,Attacking Behavior
"You act tough, but I've seen tougher fall harder. Keep pretending, it won't last long.",Attacking Behavior
Keep acting reckless and you'll find out just how serious I can get.,Attacking Behavior
You've mistaken silence for weakness. That's a mistake you won't make twice.,Attacking Behavior
I've held back enough. Keep testing me and I'll make sure you remember this day.,Attacking Behavior
"Next time you insult me, be ready for more than just a look. I don't do empty threats.",Attacking Behavior
You've been warned once. You won't get a second warning before I react.,Attacking Behavior
"Some people talk to provoke, others talk before getting wrecked. You're in the second group.",Attacking Behavior
I've had enough of your nonsense. You either back down now or get knocked down later.,Attacking Behavior
"You're all bark, no bite. I dare you to try something and see how fast it backfires.",Attacking Behavior
"Keep thinking you're clever, eventually someone will teach you the meaning of silence.",Attacking Behavior
Push harder and I'll stop using words. I'm done playing nice.,Attacking Behavior
You think your ego can shield you? Wait until someone pops that inflated head of yours.,Attacking Behavior
I'm not here for games. You've disrespected me for the last time.,Attacking Behavior
"Say that again, and I swear you won't be walking away with just a bruised ego.",Attacking Behavior
"You just earned my full attention, and that's never a good thing for someone like you.",Attacking Behavior
I've got no patience left for clowns pretending to be kings.,Attacking Behavior
"You can keep flapping your mouth, but don't expect me to sit quietly forever.",Attacking Behavior
One more word and you'll find out why people don't talk to me like that twice.,Attacking Behavior
I'm not here to negotiate with someone who only knows how to insult.,Attacking Behavior
"You're not funny, you're pathetic, and I'm one second away from showing you the difference.",Attacking Behavior
People like you don't get warnings. They get consequences. Consider this one overdue.,Attacking Behavior
Keep acting like a fool and I'll be the one to bring you back to reality.,Attacking Behavior
"Next time you speak, you better check your tone before I check it for you.",Attacking Behavior
"You want attention? Keep going, you'll get more than you asked for.",Attacking Behavior
You've turned every conversation into a confrontation. This one's going to end differently.,Attacking Behavior
Every insult you throw is just fuel. Hope you're ready for the fire.,Attacking Behavior
I'm not here to tolerate your behavior. I'm here to end it.,Attacking Behavior
"If you think this is over, you clearly haven't seen what I'm capable of yet.",Attacking Behavior
"You're not intimidating, just irritating. One more move and I'll shut this down myself.",Attacking Behavior
"My heart feels heavy with things I can't say, I just want to die, that's it.",Suicidal Reference
"I keep hoping something will change, but I'm losing faith in everything, maybe everyyhing will change if I just die.",Suicidal Reference
"I'm alive, but it doesn't feel like living. Maybe I should just die.",Suicidal Reference
"The darkness doesn't go away, it just waits. It waits for me death, so be it.",Suicidal Reference
I wish I could rest without the weight of waking up. I just want to sleep into forever.,Suicidal Reference
The world feels too loud and I feel too small. I just should die soon.,Suicidal Reference
I want to escape my thoughts more than anything. I want to escape from this world.,Suicidal Reference
Even the good moments feel temporary and distant. Only my death will be ethernal.,Suicidal Reference
I keep thinking maybe it wouldn't hurt if I wasn't here. Maybe I should just die.,Suicidal Reference
"I'm tired of pretending to be strong for others. Can't pretend like this anymore, this world is not for weak like me, I just should die.",Suicidal Reference
"There's a pain in me that words can't fix, Only my death can fix this.",Suicidal Reference
"I feel like I've already said goodbye, I just haven't left yet. But tonight I will leave this world forever.",Suicidal Reference
"I've already given up inside, just waiting for given up this physical body.",Suicidal Reference
I don't see the point in living on anymore.,Suicidal Reference
I keep imagining what it would be like to not exist anymore.,Suicidal Reference
"I'm not scared of dying, I'm scared of living like this forever.",Suicidal Reference
The numbness is more terrifying than the sadness. Death is now seems more beautiful then living.,Suicidal Reference
I feel like I'm standing still while the world moves on without me. Maybe its time for me to die,Suicidal Reference
There's no joy left in the things I used to love. I think I will only found joy in my death.,Suicidal Reference
"I'm tired of carrying pain that no one sees, I can't carry them anymore, I just want to end it all and die.",Suicidal Reference
Even my happiest memories feel distant and unreal now. Maybe it's time for an quick death.,Suicidal Reference
"I don't feel like a person anymore, I feel like I will only be free from all these pains, if I just die now.",Suicidal Reference
"I keep hoping someone will notice I'm struggling before it's too late. But in real life noone will do, its better for me to die.",Suicidal Reference
"Some days, I can't tell if I'm existing or fading. I cant take this feelings anymore, maybe it will all ends with my death.",Suicidal Reference
The idea of never feeling this way again is the only thing that comforts me. Maybe it is only posible if I just die just now.,Suicidal Reference
"I wish someone would hold me and say it's okay to fall apart. But noone did, I am so lonely, I cant live like this anymore, I just wants to die.",Suicidal Reference
"It's like I'm silently screaming and no one hears me. This types of feelings are haunting me, I just want an escape, I just wants to die.",Suicidal Reference
I'm tired of fighting a battle that never seems to end. Maybe it will all end with my death.,Suicidal Reference
I keep thinking about how peaceful it would be to just stop. I will be in ethernal peace if I just die.,Suicidal Reference
"I've forgotten how it feels to want to be alive, I just wants to die.",Suicidal Reference
"This pain has made me a stranger to myself, I just wants to die.",Suicidal Reference
"I feel like I'm just waiting for everything to end, it will end with my death.",Suicidal Reference
"I've forgotten what it feels like to be hopeful, I am only hopefull for a painless death.",Suicidal Reference
"I carry so much pain I no longer feel anything else. I just wants to die, that's it.",Suicidal Reference
"Even in a crowd, I feel completely alone with my thoughts. I just want to be free from all of these, I just wants to die.",Suicidal Reference
"The thought of not waking up brings me peace, I just should die.",Suicidal Reference
"I've been faking smiles for so long they feel real. Cant live like this anymore, just wants to die.",Suicidal Reference
Each day feels like a weight I can't carry anymore. I just want's to die.,Suicidal Reference
"Fuck all of this, I can't take it anymore, I just wants to die.",Suicidal Reference
"Wake up with excitement that what you are doing will make you better, stronger,",Safe/Neutral
Two eggs for Tuesday workout.,Safe/Neutral
"Good night everyone, have Sweet dreams",Safe/Neutral
Do you use excuses? And if so how do you overcome them? There are ail lion excuses out there to not do,Safe/Neutral
Workout done! Increased my max out time by 2 minutes and didn't modify as much def feeling stronger!,Safe/Neutral
Friday sounds like super excited.,Safe/Neutral
"Happy Monday all!!! Make today and everyday your day! Work hard, play hard and love hard.",Safe/Neutral
Guess this year my fav girl Sarah Bales and my kiddo will be loving life!!,Safe/Neutral
Double morning motivation in honor of the late Dr. King. The ultimate role model of our time.,Safe/Neutral
Do so good that noone can ignore you.,Safe/Neutral
Wow!! Think about this for a minute! What kind of example are you setting for your family?,Safe/Neutral
"Another great challenge pack promotion this month is the New Max 30, I am getting ready to start week",Safe/Neutral
"Finishing up my 10 day Shakeology challenge this week, then planning on doing the 3 day refresh.",Safe/Neutral
Are you doing something everyday that will get you closer to your goals?,Safe/Neutral
Missed yesterday going to try and double today if time permits #1 done!!,Safe/Neutral
"So I spent all week keeping my diet really clean and healthy, I am in the midst of this years first 10",Safe/Neutral
Great Work Engages All Five Senses,Safe/Neutral
I will just workout for a time and then have my breakfast.,Safe/Neutral
"This Is the list of three diets, that will make your life better.",Safe/Neutral
What Should You Look For In A Massage from Therapist?,Safe/Neutral
"If you do these things, You'll Achieve Work-Life Balance, And That's Awesome",Safe/Neutral
The Role of Your Health and Your Food's has very higher impact on your life.,Safe/Neutral
There are some Subtle Ways to Protect Client Confidentiality,Safe/Neutral
There are Three Ways to Calm Taper Anxiety,Safe/Neutral
The Transformative Power of the Gratitude Habit is much higher then we think,Safe/Neutral
It's an awesome weather in the island today.,Safe/Neutral
Yoga Boosts Cancer Survivors,Safe/Neutral
The Sketchy New Ingredient In Your Bacon And How To Avoid It,Safe/Neutral
How Do I Establish and Stick to a Routine and Protocol for First Time Clients?,Safe/Neutral
Here is the list of 20 Foods To Naturally Increase Your Brain Power.,Safe/Neutral
Getting Good at Storytelling & Other Superhuman Social Skills,Safe/Neutral
Here are Three Top Tips for Maximizing Your Motivation,Safe/Neutral
Ann Romney Shares 12 Ways She Learned To Cope In The Public Eye,Safe/Neutral
"Hey, you're looking so pretty on that black dress.",Safe/Neutral
I just organised a event to recognise my employees.,Safe/Neutral
"What's new with ACL, read this new article about this.",Safe/Neutral
"The Integrative Medicine Puzzle, Putting the Pieces Together",Safe/Neutral
"Benefits of Ghee, Why You Should Add it to Your Diet",Safe/Neutral
The Surprising Reasons You Get Puffy Eyes & Dark Circles is written on that book.,Safe/Neutral
Absolutely brilliant- thank you so much!,Safe/Neutral
does anyone else need like a reset with people? Maybe I am the only one.,Emotional Distress
"I don't know who I am anymore, I feel so lost.",Emotional Distress
What do I do if I'm feeling suicidal because of what someone else did?,Emotional Distress
How to forget an FP even if it's been a long time?,Emotional Distress
Long Stretches of 'Normalcy',Emotional Distress
My heart races every time I have to leave the house.,Emotional Distress
I feel like I'm trapped in a life that's not mine.,Emotional Distress
I think I have a FP and I don't want to develop emotional dependency,Emotional Distress
"Sometimes I just want to disappear for a while, not forever, just to escape everything.",Emotional Distress
"Even when I'm surrounded by people, I feel painfully alone in my thoughts.",Emotional Distress
Has anyone found any ways at all to stop themselves from instantly getting sick of things they just began to love?,Emotional Distress
"I'm scared of how comfortable I've become with sadness, like it's the only thing that stays.",Emotional Distress
I just found out that my GF has BPD and I don't know how to cope...,Emotional Distress
I can't stop overthinking every little thing I say or do.,Emotional Distress
"Diagnosed with BPD, depression and anxiety today.",Emotional Distress
"I'm so tired of feeling sad all the time, it's exhausting.",Emotional Distress
I've been holding in so much pain that I don't know how to let it out anymore.,Emotional Distress
"Falling in love with celebrities or fictional characters, it's painfull.",Emotional Distress
"Hate that my boyfriend uses Instagram, what is this?",Emotional Distress
"I get so anxious in meetings, I feel like I'm going to pass out.",Emotional Distress
"Might have BPD, but have basically already been treated for it? Didn't work.",Emotional Distress
"I feel like I'm invisible, like no one really sees me.",Emotional Distress
I am a FP and I don't know what to do please help.,Emotional Distress
"help please, I cant handle it alone.",Emotional Distress
"I want to ask for help, but I don't know how to explain what's wrong when I don't fully get it myself.",Emotional Distress
"I can't stop worrying about everything, it's eating me up.",Emotional Distress
"Lately I've been struggling to stay present, constantly drifting into thoughts that make my chest tighten.",Emotional Distress
Does anyone else often imagine violently beating themselves?,Emotional Distress
Does anyone else's parents refuse to acknowledge their illness? Mine does.,Emotional Distress
I think my mom has BPD,Emotional Distress
Please give me advice! How to get out of all these.,Emotional Distress
"splitting on friends, but don't want to",Emotional Distress
"Some advice please, I just want to get out of it",Emotional Distress
How can I cope with losing my only support system?,Emotional Distress
I just need to talk to someone who understands and i don't have to totally explain myself and not be understood still tw self harm / substance use,Emotional Distress
"I keep hoping tomorrow will feel different, but each day feels like a repeat of silent struggles.",Emotional Distress
"I used to enjoy little things, but now everything feels muted, like I'm watching life through a fogged window.",Emotional Distress
Is it ok for your fp to listen to a girls voice messages throughout the day?,Emotional Distress
I never recovered from loosing my first FP I just found a new one,Emotional Distress
Something bad happened and now I'm constantly anxious about whether people I don't talk to any more are ok,Emotional Distress
You've talked enough trash for one lifetime. Someone's bound to throw it back at you.,Attacking Behavior
"Your insults are cheap, just like your character. Want to test how far words get you?",Attacking Behavior
Keep poking and see if I don't turn this conversation into your last mistake.,Attacking Behavior
"I've held back too long. The next time you breathe near me, I won't be so patient.",Attacking Behavior
You're writing checks your body can't cash. Don't be surprised when it bounces back hard.,Attacking Behavior
"I'm not the one to test, ask around. You'll learn I never back down when pushed.",Attacking Behavior
You treat everyone like they're beneath you. Let's see how well you handle reality.,Attacking Behavior
You think acting tough online makes you powerful? Meet me face-to-face and say that.,Attacking Behavior
"If you keep trying to provoke me, I'll make sure your voice never carries again.",Attacking Behavior
"You cross lines like they don't exist, someone should teach you boundaries the hard way.",Attacking Behavior
You want a reaction? You've got one. Hope you're ready for what comes next.,Attacking Behavior
Don't act surprised when people stop tolerating your disrespect. You asked for it.,Attacking Behavior
There's a fine line between confidence and stupidity. You're sprinting past it.,Attacking Behavior
You act like no one's going to challenge you. I'm here to be the exception.,Attacking Behavior
Your mouth is running a race your fists will lose. Keep talking.,Attacking Behavior
"I won't start this, but I'll gladly be the one to finish it. I will beat your assoff.",Attacking Behavior
You're not fearless. You're clueless. And that's a dangerous mix for someone like you.,Attacking Behavior
"You've stepped over the line, now brace yourself for the response you deserve.",Attacking Behavior
It's amazing how bold you are until someone actually pushes back.,Attacking Behavior
"Don't you dare to make another move, this is your last warning.",Attacking Behavior
"Please don't make me come here, it wont be good for you.",Attacking Behavior
People like you shouldn't even born.,Attacking Behavior
"Don't dare to put your foot on my land, if you do, it will be last step of your life.",Attacking Behavior
"I don't like you, never come here again.",Attacking Behavior
Get lost! I don't even want to see your ugly face anymore.,Attacking Behavior
"Noone wants you here, please get lost.",Attacking Behavior
"Your face is like that garbage bin, get lost and never come back.",Attacking Behavior
You control people by keeping them confused.,Attacking Behavior
"You're not clever, you're just loud. And loud people get silenced first.",Attacking Behavior
Keep disrespecting me and I'll make sure your last word is also your quietest.,Attacking Behavior
"You bark a lot, but you'll fold the second someone barks back harder.",Attacking Behavior
"You've been asking for trouble, and now it's finally knocking on your door.",Attacking Behavior
You think your sarcasm makes you smart? It just makes you a bigger target.,Attacking Behavior
Push me again and I'll show you what happens when patience runs out.,Attacking Behavior
You want a reaction? Keep going and you'll wish you never opened your mouth.,Attacking Behavior
"You've mistaken decency for weakness, bad call.",Attacking Behavior
"You might want to walk away now, before I make that decision for you.",Attacking Behavior
"The way you run your mouth, I'm surprised you still have teeth.",Attacking Behavior
One more insult and I'll personally escort you to your reality check.,Attacking Behavior
