prompt,completion
Zach and Cody we miss you Perrie is wearing the jacket that she and Doniya were wearing in that picture Christina is a fucking Queen and she knows it Excuse me Damn you TLC,Attacking Behavior
no skill so you re saying anybody could do this shut the fuck up,Attacking Behavior
love miss piggy I know she might be quite crap but at least she has the courage wow I don t flipping give one cool make up x,Safe/Neutral
Wheres I 4 7 yea I replaced it with the minecraft I downloaded and I renamed it minecraft but it still uses the new update 1 4 7 And u just earned a subscriber My psn colespartan Carly Rae jepson singing call me maybe Looks like it hurts,Safe/Neutral
all the 8th graders at ja ill miss you all and hope ill see you all at century kiss your hand 5 timesrepost this on two other videos and under your pillow will be an i pod my job is done,Safe/Neutral
Honestly she was probably like that on purpose cause she knew what the producers wanted on their show What s up with creepy black guys doing singles with little white girls,Attacking Behavior
wow yor really talented I love your music and you3 from your bestfriend gracie oops p Is it just me or does that sound like Des and Nate,Safe/Neutral
LOL u talk different Brianna said that u told her were dating SHOCKER and btw i didnt no what to say tell me if u said that kay by,Safe/Neutral
Omgosh Kelli you could not have said it better 3 Omgosh Yay Kelli You re one of my favorite YouTubers So happy for you Congrats That s what you think Psychics for the most part are like doctors because they heal people and guide people If that is all you have to say it shows your amount of education that you achieved through the years Perfectly said 3 sending lots of love and positivity your way I love your perspective on this subject You look so pretty Yay,Safe/Neutral
Man o man what an amazing video No expense spared great to see them all having so much fun and still hitting it hard after all these years Great song btw I love it my kids love it it s real music for all generations,Safe/Neutral
Lol hey again BITCH PLEASE Mario bros owned em Dear Ryan can u do epic rap battles of history plz i didint work for for me its showing me movies not videos on the insert options Amazing Good job man hop What a great artest Congrats u took off ur braces keep up the good work man Messi vs Ronaldo you get better and better,Attacking Behavior
My friends asian do u know them dying But but what about euna kim When everyone was saying who they liked and when Tao went he said I am micheal jackson LMFAO XD Aw i didnt know david so was there D MBLAQ cry I think it sucks that gd and big bang are the only people who didnt give thanks for there awards I mean i know they re really busy but it only takes like 5 mins LOL itsnt that the error sound for pc s,Safe/Neutral
He sounds like tupac a little bit lol,Safe/Neutral
This Close To J Cole Ft Drake In The Morning,Safe/Neutral
Lmao you fucked it up i always jack of to this did anyone notice she has dildos in the background D i was their awsome game hahahaaaha stupids This is nice i think i would see you guys being profesional one day keep it up by the way usa got lucky haha mexico took them out on the final last year 4 2 u say that hurts more than this friendly that dont mean anything he looks like 15 me hehehehehhehehehhehehehhehehehehehheheheheheheheheheheheheheheheheheheheheheh ps3 is better stupid,Attacking Behavior
Where d Nadia go I miss herrrr But this is still amazing Everyone needs to shut up Yeah she can t really sing But that doesn t mean you can treat her like crap Why is this not on iTunes I ve loved your voice for a year now it was always great now its PHENOMENAL Who s the guy who sings lead vocals in this video I saw him singing at Taste of Reston on Friday and he was really really good,Safe/Neutral
CASSADEE D THEY SHOULD DEFINITELY UPLOAD THE BATTLE ROUND WITH RYAN GO MY BABY CASS AWESOMEEE AWESOME AS ALWAYSSS D AWESOMEE AS ALWAYS D GO CASS Weird Is it me or she looks like Robin Scherbatsky in here haha FINALLY Been looking everywhere for a good version of this,Safe/Neutral
Lol Lol this made me lol So gay woah U fucking blow Sweet,Attacking Behavior
How do you get the green screen to do that I can never get it right Do you ever feel like a toilet bowl and a fat man comes and crushes your soul If you answered yes then you nastyyy Awesome He wants to get revenge on her Duh,Safe/Neutral
sorry I swore tiryli apple his name is smegol the spirit inside the ring is called gollum get it right idiot u do comedy never noticed I m just kidding love u and all ur videos rock on look if u don t like nicole then don t watch her videos or comment and leave the rest of us who do like her alone Jenna marbles 3,Attacking Behavior
she looks soo uncomfortable this song awesome,Safe/Neutral
HEY IT DIDN T WORK YOU GUYS SUCK YOU ARE GROSS 26 Try to fit in a very small space with five other people You suck at singing you sound like crap You can t even hit the right notes on this song natyKOOL34 you are insane Lady Gaga is the stupidest joke on earth That was amazing Lol D Hi I don t have a microwave but can you bake it in the oven and if you can for how long,Attacking Behavior
So do you likee breadsticks My grandma can do better editing than this She s 97 Harold Edward Styles I love you You re amazing and don t let those people bring you down They are jealous Happy Birthday Lou We love you absolutely Ohhh my God girl I miss you all so much Tell everyone I said HIIII No wait Bella I need your hairspray,Safe/Neutral
STEPHEN Y U SO FRICKIN HOT WHY DINT I HEAR THEM BEFORE,Safe/Neutral
HAHAHA THE LADY PULL JENNA WTF parece abispon I WILL LIKE TO BE IN THAT PARTYYY it will be the worst bond girl eveeeeeeer taylor you have enough money to take acting classes or to put a real actress your a great artist in the music not in acting,Safe/Neutral
HAHAHAHA the ending Thanks I like Posietint and I would like to see more haul videos,Safe/Neutral
A la radio il y a un TSIOY The ad of GREEK VW Polo send me here this video DID NOT HELP ME Tim I have the very EXACTLY problem I cannot shut down my ps3 too when I have no guns during the game I have also the very same problem with the disc cannot be detected after I shut down the ps3 from the power button HOW THE HELL AM I GONNA SOLVE THIS AND PLAY AGAIN THE BF3 try Secret Space Magic boring,Safe/Neutral
Thats what I heard woah same here who is the person in the other bed you have a great voice and I love the song Is there any chance you could post the chords,Safe/Neutral
talk about your top 10 favorite things p keep it up khmer kromi am khmer battambong kompongsima this song is so cute but i can t download it,Safe/Neutral
its the first 1 i love danny smarty jones NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ppl look up mary bell are you ok,Safe/Neutral
u did a very good job it really touch me blessings to you Hi everyone i just made this video i would really would appreciated it if u would tell me what u think about this i just made thank u in advance DEF kik ray republic,Safe/Neutral
i love these wow what a pear shaped body wait what happened at 0 16 how the hell did she fall over jack you are SO FUCKING HOT 5 32 HAHAH too funny 0 43 ahhahahaahhahahahah hurricane sandy he s so fucking hot she s so much prettier with the long hair love the fact that you re from where i live way to rep the 585,Attacking Behavior
What is wrong with this world I got a rip off recorder from the dollar store I m pretty sure that I either need recorder lessons or I m missing holes on my recorder I actually enjoy this shit,Safe/Neutral
TE AMO JuLIAN MALISIMO como si fuera tan grave GENIAAL P HORRIBLE CANTA GENIAL NO SEAN ENVIDIOSOS AGUANTE NEUQUEN JJAJAJAJJA gordas HORRIBLE MALISIMO maricon MALISIMO dejen de copiarse de las canciones petes,Safe/Neutral
the best lov it insanely funny your realy good like way better than half the ppl on tv wish i could sing like that so funny its so just like death mtl,Safe/Neutral
noob name of the film get loss from you tube kid mislam deka pred toa zgo vide kaj otide ali neznaese tocno kade i po tolku godini igranje kanter si pretpostavil kade e toj i toa e toa what is the name of this movie can you give us a dawnload link aore you just show your pc hah fack you Ajde be smirete se se glea nemozete eden bez drug 3 The song name is Nelly Furtado Give it to Me xD pa so jak gz si ima ja boli nea za videovo we are the party D gahahagaahag dont fake your self,Safe/Neutral
or we wont die at all and it will be a normal day,Safe/Neutral
i like the kitty cat with da gun LOL Gangnam style this is da mean as vid hehe OMG I saw you on the blingles ad here Austsralia Wht Camera Do you use Im Dressing up as a ZOMBIE HELLO KITTY 3 Im Dressing up as a ZOMBIE HELLO KITTY 3 Im Dressing up as a ZOMBIE HELLO KITTY 3 Im Dressing up as a ZOMBIE HELLO KITTY 3 Im Dressing up as a ZOMBIE HELLO KITTY 3 Im Dressing up as a ZOMBIE HELLO KITTY 3 bad language 1 27 sexiest face ever 3 27 3 30 favourite part _ cool,Safe/Neutral
CAN T STOP LAUGHING I love bitchy Shepard Legion is so adorable when he cocks his head to the side Totally agree with you on that one I will hold the line with you Hold the line Poor Scarecrow I ll be your friend Watching this made me want to throw up Seriously that family has issues I understand their right to free speak but they take it way too far Pillage I wish my puffers were cute like this I know I love you too,Attacking Behavior
I think it is ArmA Jsi troll nebu plnej idiot,Attacking Behavior
Seattle and New York though I ve never visited the latter I m all for well raised children abortion and population limits but the man better be able to have sex or the judge is humiliating him Is there an actual instrument for opening music Too true,Safe/Neutral
As soon as he said sexy i started choking i swear to god i had to rub to the fridge and get some water i was weezing 1D life ruined but worth every painful moment Oh of course Cameron MY APOLOGIES YOU YOU YOU,Emotional Distress
Hi My favourite make up product is Benefits Posie tint i no you said earlier on one of your videos you didn t like it but i just like it how it stays all day,Safe/Neutral
lol so funny cool gun dude nice voice kid ur the next jb,Safe/Neutral
im bullyed ive tryed to hang myself but they both ruined me so please stop bullying in any way hey dick i live in southpark CO and yes you dont have a soul you want me to proove in come to south park and let me cut you open but first i have to take all that fat off and cut you open and then we ll see who has a soul,Attacking Behavior
soooo schn so schn hammer sweet soooo good Hammer geile Bilder hammer geiler song Ihr seit zu geil D gruss Eure Kartbahn Nachbarn D sehr schn Fett gruss an Daniel Geil gemacht Voll schn Respekt hammer geil,Safe/Neutral
conceited wtf is this shit,Safe/Neutral
No need to be sorry Just hoping I guess At least we both know one thing This song is great AWE Elliot gave me a kiss Thank you,Safe/Neutral
38 55555 44555555555 THAILANGD GOT TALENT female artist male version calories bla bla 3 5555555 ___ I m thai 15 yearsI learn dance class this musicwith this choreography nowbut i m just learn one hour and last saturdayI can dance at 24,Safe/Neutral
funniest thing ever just because you wear boots and camouflage from time to time does NOT make you a country girl if i were their parents i would be disappointed for raising prostitutes they look 12 they should not be dancing like this i doubt you look any better dont treat her like shit she doesnt need to deal with your shit she atleast has the confidence to post a vid of her singing ok i see that makes it a very good video i guess i just didnt understand what they were saying,Safe/Neutral
omg you should give me ur number omg u are the sexyest person ever and u should follow ur dreams you should make a vidio on the posters in your room love u u should do sexy and i know it he has a sexy voice love him you are to perfect omg im crying he loved that dog alought and its sad to see some oje you care about lose someone they love omg he is so sexy,Emotional Distress
It Was 20 Years Ago Get The Fuck Over It,Attacking Behavior
You have to ask me for the links of my videos,Safe/Neutral
You sir are a terrible person HOLY ASDFGHJKL Ididnt know you could sing this well o o,Safe/Neutral
el porno gay mas raro que he visto en mi vida I need EP 4,Safe/Neutral
Gave me a virus Ms jacobs class I need help unsolving it It s so confusing Doc brown won Penis Not 1 Journey song smh stairway to heaven I am the slave of candy thankyou mistress I obey master Its a rare one guys A video that has something to do with the song Play 1 why not do that every down,Safe/Neutral
He s so good that his hair couldn t keep up with him 1 31 sweet 40 bro oh yes there was a tiger woods advertisement before the video Johny cash covered the song of nine inch nails D fuck off im heated haha swoop it bro i liked so there wasn t 666 likes anymore haha 1 28 welcome to my life the people at 00 26 are like holy shit that guy went up that rail haha,Attacking Behavior
I wish I had more subs Haulstutorialsootdsand whatever else Even if you say no offence that s still rude I want my hair like yours its so beautiful I didn t know you had a boyfriend but I am super happy for you anyways,Safe/Neutral
im here for the stupid advert and im not from the 70 s hi bro unsub and stop watching troll whats my fidy cap i dont see why xcal doesnt just make an call of duty only account and that will make more money and get more subs tbh i know its sad and wheres spoon u have to reply not just write there name 1 was an average long shot ksi army get your gramma fixed,Attacking Behavior
fuck the mom she s an asshole like if you cummed all over the place Marty McFly vs Shaggy Marty McFly vs Shaggy dude this shit is actually pretty raw i hella want this beat dude hella raw holy smit i actually felt some tears sniff sniff I AM NOT AFRAID OF ANY GHOSTS Shirley Temple vs Honey Boo Boo hahaha SherlockRobinWatsonBatman,Attacking Behavior
awesome LOL I CANNOT STAP LAUGHING good job lmao Wat lol basic bitch get out ma face lmaooo omg yeah I feel like that xD im not good at singing yasssss the mall do that at the park YES SPEEDYYYY SUNDAYSSSSS lol jeanaaaa ur scaring me hahaha q canciones son Las q estan tocando loool bambinoooo LOl he cute lmao Looooooool WAT hahahaha I thought you were going to prank her xD UMMMMM SO CUTE OMG LOOOOL HAHAHA HAPPY BDAY MILES,Attacking Behavior
So can I get a picture of your boobs Was He still is Your wish will be granted u mad bro Your bad ass fuck hannah and HER bull shit lol I love you Made me lol Yes that s a guy,Attacking Behavior
I miss paul 2 07 omg they re Scottish D Haha i love jacks t shirt D they should stop doin parodys why does everyone like 1D or TW they just sing soppy love songs about absolute bull shit omg i have the game of life as well D Phil seems really awkward around that girl I love how you have put Scotland Scottish in the tags do you have a twitter Does Stefan have a twitter Bones Young Guns 33 What happened to Carley Did she die,Safe/Neutral
salvi1979 yea she was I bout would have let one roll down to Lol Listen to the song frm 3 17 to 3 50 Tht nigga start trippin I m not bout to choke u or chase u down the street shedamn show bet tell me tht she cheated Lol Listen 1 06 Some guy in th,Attacking Behavior
Instead of Behind blue eyes I thought it was Behind the lies p Derp Now 629 dislikes They were so blinded by their tears because Louis is such a wonderful singer that they clicked the wrong button I just love this song Thank you asdfghjkl words cannot describe my feels,Safe/Neutral
It was a joke lol chilllllll pure genius what kind of guitar is that FRANCESCO S SOLO 33 00 3 why did he leave born of osiris What kinda guitar is that it sounds amazing And how much does it cost,Safe/Neutral
thanks maaaan crows,Safe/Neutral
sorry for the crappy cell phone video wow what a bunch of racist faggots i hope these fuckers rot in hell my 4 stroke 72cc can go 50mph my 150 limits out at 84 according to gps sweet now i have a bricked phone thanks jackass,Attacking Behavior
ZOMG Harry winked after he was called a flirt and i died X X ahh well played Angie P S I LOVE YOU 3 Ahhh Angela GO AWAY he s too awesome for them xD Ugh all this talk of being unclean If it s that big of a deal just make everyone take a bath Why is Lau always rubbing his sister Wasn t Voldemort the mummy in the box they sure as hell looked alike Bwahahahaha omg I died when Prince Soma just broke down crying after he promised he would pretend he had never met Ciel O O Vagina Cannon,Emotional Distress
lol at the intro your voice is amazing this is awesome I love how you put a line from Fergie s Clumsy in it it brought back some memories from that song haha OMG HI TAYLOR 3 Twitter jonnswift13 Facebook Jon Mitsiaris Why should yo C876,Safe/Neutral
Thank you 3 Ahaha Thanks,Safe/Neutral
thats why i like sand and an open beach nice vid I m doing a kyurem giveaway along as a 13 tgc vid check it out pls never seen those cool box s i want 1 just cause he s black with dreds don make him lil wayne don t try it its a horrible mix roman leef anyone else got a pocket of hawthornes Balls nigga I love this video Niggas in Paris try to sell u shit everywhere Anyone read the description,Attacking Behavior
yo was Gucci was Gucci new vid peeps,Safe/Neutral
hahahaha lol 12 he has mental problems Nyny SaaaaaaaaaaaaaN PVP sassan Get well soon jeana saaaaann 3 jeana pvp saaan Good job ariane Lol yaaay mmmmhmmmm Robecca skelita and spectra ooooohhh im watching the live stream,Safe/Neutral
Have you seen the ghost of john Long white bones with the skin of gohn oooooooo wouldnt it be chilly with no skin on 85th Best videos ever That s a fact Lol Vm it was me It would be nice if you cut out wild battles so it shortens up the video so you can play the game longer Ever heard of dont go by bring me to the horizon Please answer The last two episodes you slept on the right bed haha keep the chain goin You ve have made 128 vids MILESTONE,Safe/Neutral
Just perfect so true,Safe/Neutral
UNSTOPPABLE FORCE just build an enormous statue of a man shitting into his own mouth and be done with it LOOK OUT GUYS IT S THE FUN POLICE WEEEOOOOO WEEEEEOOOOO,Safe/Neutral
Great job Frgan kvarstr 2 51 3 45 pure ear orgasm Dont just tell us that it is evil PROVE IT please Nationalism is a staledebunked and old ideology The passing of greed and dellusion is soon over Long live the spirit of the human race,Safe/Neutral
Only in America Dio vs Ozzy Henry VIII vs Julius Caesar jack needs to grow his hair more the only problem with this song is that it plays every 10 minutes on the radio this defines people lost on minecraft my code won t reset,Safe/Neutral
lmao you guys are adorableand mean lmaooo loving it you two are adorableee talk about sitting so straight while driving YEAH CHICAGO 33 i love living herelmao at imma dollar was there too complete bullshit that show was insane left side of the stage seemed crazier than this side mmmmm i bet godseys voice is stephen and stephens voice is in sync with godsey WE WILL NEVA KNOWWW,Safe/Neutral
how did flo rida get into dis i love say somethin but this song is just,Safe/Neutral
woo hoo I love this song hahahah what the fuck your the cutest little thing ever keep on singing YOU YOU YOU I know you hahaha not much dudeeeee just chillin D thanks just chucked it together quickly wanting to do another soon not much time this was one of the funnest things I have ever been involved in So amazing and so much fun wish my full name was on this not just eli,Attacking Behavior
I think this video should be shared around simply so the morons featured in it get recognised and hopefully publicly humiliated I suggest the French woman be allowed to stay as long as she wants and we deport these fuckwits instead,Attacking Behavior
Aww so cute So funny omg Sounded like Italy from Hetalia This was out a while omg why is it so popular now What uraboku episode is that,Safe/Neutral
I drop in it u ate dirt i wonder if theres ice cream human XD,Safe/Neutral
You re amazing Remember you re only 9 You have a lot of time to mature and get better But dont try so hard I know you re nervous Good job You have a bright future If you re going to post mean comments at least learn how to spell You re great Keep it up This video is awesomee 3,Safe/Neutral
she is amazing lol what is there too hate xxxxx I LOVE THESE GUYS XXXXXXXXX if u dont like her dont listen to her AWWWWWW love this dude soo much x lol x actually love this woman is she lip singing someone is obviously jell of pretty people wishing i was will i am just to be with sesame street aww love this video xx its soo clever xx aww niall my baby aww niall my baby,Safe/Neutral
Patrick s voice flawless you re kinda hot but you can t really sing js but good control of your voice Hnnnnng they left out the reason why the girls beat her up DIY FRIZZY HAIR MASK PLLEEAASSE D this actually wasnt THAT bad,Safe/Neutral
wapaaa it very different veri beutiful pero quien es lo sabes ole ole me encanta jajaja esta muy bienn Por culpa de gente como tu se arruinan las canciones anda callate ola k ase mola ajajaj,Safe/Neutral
i m pretty sure you didn t watch it more than 414842 times but i bet you wished you sis because i do too its ok do you see what i see 1 34 will i do catie s and mia s like if you didn t know what banz a make her dance meant and went to Google and found out,Safe/Neutral
screams into the night,Safe/Neutral
PEPE the robot papaya,Safe/Neutral
davidlee110 Really Lol Chocker Not With what bush did he deserved it Lol 10 dislikes are Bush and the security guards I have to tell My Penis to come down fatrangecam kk But you dont make that much money on youtube you cant live off i,Safe/Neutral
Voc a cara da atriz brasileira Aline Moraes algum j te falou isso Voce to delicada no combina com esses pirceng feios Simples tambm fao assim Tenho medo de ir em manicure as vezes uma amiga minha que manicure faz pra mim mas eu levo o alicate Mas como voc mesma falou uma terapia fazer as unhas Lindinha Lindo com M,Safe/Neutral
he is sooo cutte i watch this when im sad sadness no more this is only funny when your high i love penuuus i wannn go too vidconn right through his ribiclles Penis wrinkle Some flipppy floppys Fuck bread hahah skyype usmarine1523 Yo Chiick She So Thiirsty haha im a little birdy sorry i said condoms he s sooo mean but its sooo funny everytime i hear this song i blubber like a baby _ Danny you are so cute awwwwwwwh 3 your soo pretty BLESS YO FACE TOBY,Attacking Behavior
Bones angela s dad 4 46 mg magyauul se tudsz beszlni b de te se a magyar fogorvosok egyesletnek ajnlsval j s elgondolkodtat film csak az basz fel hogy a nje mindig azt nyomja hogy LEGYL VEGETRINUS LEGYL VEGETRINUS haggya m bkn 06 50 s van egy ojan rzsem hogy a fal mgtt van vki jk az sztneim xDDDDDDDDDDDDDDDDDDDDDDDDDDDD ez egy puffadt mosmedve,Safe/Neutral
guys you are awesome goddamn its great _ D lol true lol why 480p 2012 best That makes me love her more I love her so i dont get it why did he do this i miss them sh t i feel scare thanks thanks thanks omg Im so so happy delena still love this song awesome lol its over than 1 billion cool Katy Perry wow so cute Gabi u r awesome people are u crazy this is fu king hard work and desire not steroids,Safe/Neutral
So you take the time to comment Nice Play this while in a deep cave in Minecraft You didn t take into account of the soak damage Think before you post But doesn t that make you one of them Idiot Boyston as does yours Speak English I just wish it was better quality HOLY SHIT FUCK YOUR AVATAR PICTURE,Attacking Behavior
MAHOGANYYYY OHHHHH You are a genious 3 25 FAVORITE PART,Safe/Neutral
GREAT TUTORIAL But remember kids get cstrike from the css folder you download Your brilliant Anyone who says your not is idiotic I need this Thanks so much Im not saying she s good but seriously Fuck off Wonderful video YOU MOTHERFUCKING DICK MOUTHED SHIT BALLED WHORE MONKEY FUCKTARD Exscuse me but your wrong,Attacking Behavior
this is the shit GAY dont forget are dark asians lol cambodians and indiansand all those good people Eeeeyyyy sexy laaaaaadyyyy Op Op Op Op Oppan Gangnam Style nooooooooooooooooooooo clark no Yeaahhhhhhhhhhhh Bro i got minecraft we should play together Pandi wow u look like superego or u look like him,Safe/Neutral
Nice xD First Frist,Safe/Neutral
Anyone here have green eyes WOULD I NO I HAVEN T READ IT YET DON T TELL ME THE ENDING Dude don t lie to yourself Blue Uh sure I d donate my hair but shaving it just because of a bet is just uh idk That s something I d personally never do The title is self explanatory _ That s amazing Once I m an adult I m gonna name my daughter Melody also3 I really love this anime At the end I cried because it was so beautiful Ahhhhh This game is REALLY good Scared the crap out of me but it s a good game,Safe/Neutral
woher haste den hintergrund was sich bewegt ja ihr admin pussys habt es gut knnter ihr kein server restart machen wrt ihr ziemlich am arsch bannt jeden weil er euch killt oder eurer lager plndert what is the name of the anime,Safe/Neutral
Drew you are so cutee A srcnak annyi foga van ahny fle xDD Nagyon szp Amikor a szivnk egyknt ver 1 46 A szivemre bazdmeg,Safe/Neutral
The hairy boss guy looks kinda dead xD There is no such thing as a attractive and smart Juggalo Hur kommer det sig att du trffar s mnga kndisar Eller r det kndisar O o SVENSK OCH STLT Ehm LOL xD Kan du vara vnlig att prata lite hgre Nej Love you Nichole very cool video D I Think we Your supporters should e called Lobsters D D D Well done You are amazing 3 U spell like a hobo Cuz you r a juggalo xD lol You look awesome 3 D,Safe/Neutral
totally Awesome thats all i shall say already played i 3 this game sorta clove killed by tresh THATS MY FAVORITE ONE im just saying thats not a secret passway thats just how u get to the retail place IKR i would so see it 1st time i was so freaking scared 2nd time i laughed hysterically,Safe/Neutral
asdfghjklwqerg 3 OMG JUSTIN YOU RE CUTEEEEEEEEEEEE lmao this is funny girl omg perfection,Safe/Neutral
Who is redhead girl with cigarette Girl on thumbnail,Safe/Neutral
i got higuain and valdez honestly this one isnt even that bad if your story is true Justin must have had really good taste in women back in the day are you sure its not Bate Borisov s year Hahaha lol i actually have trouble scoring corners but he is not THE pope Does the virus come free too Christmas music is the only thing that can get me through studying for finals,Safe/Neutral
ewwwwwwwww Hot 5 56E 20 WTF stupid pinoys 55555 Poor pinoys 555555 Good idea _,Attacking Behavior
Played so well sungha Haters have their Fucking opinion shut up hes gay alright Omg so Funny pause at 0 36 pavel18boyerShut up they are not gay Sungha please do Clouds theme from Final fantasy 7 At least i ve got chicken Nichole please do a cover of black Veil Brides knives and pens I already asked u on twitter and u didnt retweet So funny Great joband great cover,Attacking Behavior
Best video ever Can you plz spread my vids that would be killer thanks and look forward to your next vid Be quiet Ginger lolz Your beast Soap from mw2,Safe/Neutral
e eu j pensei q tinha ouvido tanta porcaria nessa vida mas essa a maior bosta de todas pqp morre por favor vi na boa se mata Those who speaks too much I bet that you guys doesn t do better than this child So shut up You rock little Abbi Legal GTA um dos melhores games ever Um dos melhores filmes brasileiros E uma grande obra de Ariano Suassuna Esse dia foi INESQUECVEL A Presena de Deus foi tremenda dia INESQUECVEL Quem foi sabe do que estou falando A presena de Deus foi tremenda,Safe/Neutral
klmnmommy hmm and you are a mom enough said I know Trudy was a mess without u when u were in LA 3mxxily someone needs to get a hobby I wish u would makeup tutorial videos more often this might be the last pregnancy vlog lol just skip to 1 10,Safe/Neutral
i want to cum on your back pussy QUEER Stupid bitch got what she deserved Next time she ll keep her mouth shut I d fuck them Waaa Racist cops beat me to death Waaa So Daniel Evans and Dedri Caldwell you know the black ones Their racist piece of shit too this is what they play at those man on man fuck you in the ass underground techno rave scenes I pulled the Crimson King s finger and he blew mind away,Attacking Behavior
Yeah I love Experiment from Voivod Oh wait Man just wondering how much they spent on this video It didn t happened here it was one of the first suggestions D Infelizmente terminaram fizeram s um showzinho ano passado se no me engano Volta a Guto Hmmm OK I ll buy that cancer e depois cancro Travinha mas eu pegava r r r r r r r r r animal t l j I was the 666 viewer m Mostra os peitos Is there a click on 0 46 or is just part of the song Yeah you re right r r r r even better Clssico subestimado,Safe/Neutral
always and forever you will leave in our hearts,Safe/Neutral
LOL I COULD JAB YOU AND MAKE YOU FALL OVER THAT CHIAIR I LL CALL THE POLICE LMAO WASTE OF MAKE UP LMAO JK Lmao 2 45 when my dad does that I fucking run lol I love you LOL THIS ALBUM IS GREAT THE BEST TWO SONGS ON THERE TO ME IS GSEASON AND SORRY DBZ IS THE GREATEST SHOW EVER RT this shit go hard af ON Rihanna nigga LMAO the song Actually sounds good,Attacking Behavior
what is the name of the game it sound more like minecraft theme what game is this no she is a sick motherfucker 5 39 the world trade center there not there any more ok dani do some more gameplay does it have force feed back yes first view and like what do u use to record gameplay luck fred is out of bottom i like the little info on the track before u race,Attacking Behavior
Oh my lord this is so Bad ass I love it except for the fact that you kinda butchered the bassline Holy fucking shit thats awesome 9 44 Double click on that bitch,Attacking Behavior
Meine Vater ist eine Stierkmpfer Und ich bin ein Wassermelon DD voll geil tommy ist das ein sony bravia was ist den jetzt mit acta OMG Einfach Der Hamma DD You Are An Absolute Fake 0 17 Ardy wo ist Ardy D nein ich bin kein Kommentar ich bin nur die Putzfrau D,Safe/Neutral
Is it bad that my first thought after his arm got cut off was Can he use it as a weapon That was radical I I haven t seen Lord of the Rings either,Safe/Neutral
Popping Wtf You killed my friend on Xbox xD,Safe/Neutral
anyone who has to say nigga that many times really doesnt have much to say Thank you for sharing this,Attacking Behavior
Meow Jack Bauer Oh And where are all these facts coming from I can pull facts out of my ass too How about giving an intelligent opinion or not at all Oh wait this is youtube let me revise my argument AHM RIGHT CUZ JOOR WRONG MY OPINIONS IZ BETTER THAN YOU Fortunate that we can even argue on our nice computers Foolish that we do Happy Valentines Day Seriously,Safe/Neutral
I quit guitar O what the fuck Love this song heaps lol sing it 24 7 ONE DOSE NOT SIMPLY HATE ON PEWDIEPIE what dude Flowing lyrical geniuses you are the and i quote the biggest fucking loser in the world fuck off you cunt Holla Homey,Attacking Behavior
Lol Worst song ever That was the first really good one in a while iMovie I m gonna see this So cute I can relate I love those scenes Do the booty jam and I can t stop stealing,Safe/Neutral
what strum pattern did you use 33 oh lord jesus you re too beautiful to cry stay strong do you know how to get your hair longer HELLLACOPTERRRRR YOU FEEDING YOUR PET ROCK WITH THAT,Safe/Neutral
holy crap so beautiful Big girl won Best Version Try To Top That Ya ll How does it feel to have your song on pitch perfect Love it Wow I just puked in my mouth,Safe/Neutral
justin beaver is a devil worshiping cunt BEAVER IS A WANKER fucking traiter go wank your fathers dick,Attacking Behavior
Bitch if you make fun of the Hunger Games I will cut you so deep even Clove will be impressed KeshasPartyz Thats what im doing to also 12 almost 13 I think were not to young nd for growing it out u should just part your hair on the opposite side so it covers the shaved section,Attacking Behavior
HOW MUCH DOES SHE COST Wow that was like very on DRIVE AT YOUR OWN RISK she can do that dance on my johnson what gives the USA the right to kill other people and tell other countries what they can and can t do showing it all and she has a man these females are showing it off to see who can drop that ass booty bum the best So if you gonna bare it then share it I ll judge the best booty drop from around the globe So ladies lets get them booties to poppin at just4two2012 hotmail com,Safe/Neutral
we can t use video games to say they cause violence to society Is there a fucking game out there that lets you go around and kill all the kids in the world no obama so leave the fucking video game industry alone its a disgrace to involve us gamers when we know it s just a damn game,Attacking Behavior
Jonah you re a brave young man and I applaud your strength and courage You are an inspiration not only for your situation but for others that might find themselves in a similar position as you had found yourself Be well and keep showing that great smile you have to the world and the world will be a better place for you being in it Thank you for your courage Good stuff I admire your strength that s a good thing Keep it up,Safe/Neutral
people tripping on acid or other hallucinogens get agitated easily dont take it personally lolllllll thanks for the heads up we didnt understand the video at all im sorry your anus was the answer just an english comment passing thru i dont get it because he is 40 now whats the song its a new invention called a cigar RIP ISRAEL agreed man wanna double team it then you suck dat intro,Safe/Neutral
The black guy that broke day tv defiantly lost a bet Wow that s here in Miami Bruh ill beat the fuck off him for u you have to record it tho i didnt know etho didnt like advertising i already appologized it was a dick move of me im probably ethos biggest fan being watching since the very beggining D sorry i advertised i didnt know doc disliked advertisers Doc i appologize brother im a huge fan DUMMYYYY U MADE ME CRY Ivan dragon vs,Attacking Behavior
that was tragic with the vocab massive faggots he makes it look sooooo easy hope they re fucking happy with themselves I wouldn t want to live with the fact I made such a nice caring mother kill herself you really deserve to die for this urghhh that s so weird pause at 6 58 parred by gravity how on earth was 2 32 sexy agdfhbrdffds milf Ahaha omg,Attacking Behavior
im inlove with ronnie lol hes so sexy I hope the skinny bitches got thick thick bitches got fat and the fat bitches explotied lml he just made my heart melt what somebody try to get pregnant by him now lml Chick got forehead for days like damn i cant stop looking at it,Attacking Behavior
Wooow your voice make me calm Oh damn I always love this instrument AAAAAAAAAAAAAAAAAAAAA I WANNA I WANNA XD,Safe/Neutral
